model,idx,key,gt_type,pred_type,p_rev,axis_signed_deg,axis_unsigned_deg,origin_line_err_m,origin_qstar_err_m,point3d_err_m,point2d_err_frac,mask_iou,z_p_m,radius_m
noproj,435,421264/42444883/102369.714/5072aa13-95a4-4a3a-aa40-76de86cce9b3,1,1,0.9548,5.7725,5.7725,0.1341,0.1485,0.0344,0.0370,0.1193,0.7953,0.6974
noproj,436,421264/42444885/102405.716/5072aa13-95a4-4a3a-aa40-76de86cce9b3,1,1,0.9517,6.2378,6.2378,0.0747,0.0759,0.0324,0.0285,0.1968,0.6687,0.6231
noproj,437,421264/42444885/102405.816/5072aa13-95a4-4a3a-aa40-76de86cce9b3,1,1,0.9519,7.3538,7.3538,0.1114,0.1136,0.0570,0.0512,0.0410,0.7051,0.6312
noproj,438,421264/42444885/102407.015/e77b474b-d32a-4ebc-96e5-85712c18ad26,0,0,0.0548,4.9367,4.9367,nan,nan,0.0145,0.0151,0.4485,0.7495,0.3086
noproj,439,421264/42444885/102407.115/e77b474b-d32a-4ebc-96e5-85712c18ad26,0,0,0.0568,6.2259,6.2259,nan,nan,0.0407,0.0107,0.5340,0.7425,0.3277
noproj,440,421264/42444885/102407.215/e77b474b-d32a-4ebc-96e5-85712c18ad26,0,0,0.0552,5.2955,5.2955,nan,nan,0.0634,0.0117,0.4763,0.7498,0.3389
noproj,441,421264/42444885/102407.315/e77b474b-d32a-4ebc-96e5-85712c18ad26,0,0,0.0535,5.6080,5.6080,nan,nan,0.0311,0.0120,0.3563,0.7843,0.0499
noproj,442,421264/42444887/102512.806/e77b474b-d32a-4ebc-96e5-85712c18ad26,0,0,0.0599,3.8314,3.8314,nan,nan,0.1309,0.0094,0.4459,0.7500,0.0613
noproj,443,421264/42444887/102512.906/e77b474b-d32a-4ebc-96e5-85712c18ad26,0,0,0.0543,3.0520,3.0520,nan,nan,0.0164,0.0093,0.5277,0.8793,0.2755
noproj,444,421264/42444887/102514.305/e77b474b-d32a-4ebc-96e5-85712c18ad26,0,0,0.0545,8.4189,8.4189,nan,nan,0.1188,0.0253,0.3565,0.7897,0.3876
noproj,445,421264/42444887/102514.405/e77b474b-d32a-4ebc-96e5-85712c18ad26,0,0,0.0555,9.1063,9.1063,nan,nan,0.0835,0.0177,0.4740,0.8002,0.3614
noproj,446,421264/42444887/102514.505/e77b474b-d32a-4ebc-96e5-85712c18ad26,0,0,0.0528,7.9661,7.9661,nan,nan,0.0618,0.0162,0.5301,0.8034,0.3652
noproj,447,421264/42444887/102514.605/e77b474b-d32a-4ebc-96e5-85712c18ad26,0,0,0.0537,5.5194,5.5194,nan,nan,0.0768,0.0167,0.4958,0.7855,0.3813
noproj,448,421264/42444887/102514.705/e77b474b-d32a-4ebc-96e5-85712c18ad26,0,0,0.0575,6.1901,6.1901,nan,nan,0.1428,0.0139,0.4639,0.7232,0.3741
noproj,449,421264/42444887/102514.805/e77b474b-d32a-4ebc-96e5-85712c18ad26,0,0,0.0567,5.3167,5.3167,nan,nan,0.0510,0.0159,0.5032,0.8026,0.3483
noproj,450,421264/42444887/102514.905/e77b474b-d32a-4ebc-96e5-85712c18ad26,0,0,0.0539,5.5119,5.5119,nan,nan,0.0135,0.0103,0.4938,0.8294,0.3329
noproj,451,421264/42444887/102515.005/e77b474b-d32a-4ebc-96e5-85712c18ad26,0,0,0.0572,4.8733,4.8733,nan,nan,0.0112,0.0131,0.4642,0.7942,0.3148
noproj,452,421386/42445451/149606.831/8ccd2cb4-64f0-4135-b1fe-ac88647e1497,0,0,0.0526,3.7877,3.7877,nan,nan,0.0527,0.0052,0.5806,0.8569,0.2347
noproj,453,421386/42445451/149606.931/8ccd2cb4-64f0-4135-b1fe-ac88647e1497,0,0,0.0546,3.0246,3.0246,nan,nan,0.0217,0.0075,0.5711,0.9643,0.2869
noproj,454,421386/42445451/149607.131/8ccd2cb4-64f0-4135-b1fe-ac88647e1497,0,0,0.0515,5.2069,5.2069,nan,nan,0.0473,0.0024,0.6209,1.0166,0.2539
noproj,455,422182/42445804/67813.322/aa4c5b08-ebdf-4002-b106-fcdcd6da709b,0,0,0.0576,27.4649,27.4649,nan,nan,0.4679,0.2331,0.0456,1.3214,0.1334
noproj,456,422182/42445804/67813.422/aa4c5b08-ebdf-4002-b106-fcdcd6da709b,0,0,0.0502,37.8512,37.8512,nan,nan,0.4168,0.0148,0.4742,1.3371,0.1193
noproj,457,422182/42445804/67813.522/aa4c5b08-ebdf-4002-b106-fcdcd6da709b,0,0,0.0548,36.5961,36.5961,nan,nan,0.4202,0.0089,0.2669,1.3405,0.0939
noproj,458,422182/42445804/67813.622/aa4c5b08-ebdf-4002-b106-fcdcd6da709b,0,0,0.0523,37.3219,37.3219,nan,nan,0.3456,0.0147,0.3347,1.2560,0.1191
noproj,459,422182/42445804/67813.722/aa4c5b08-ebdf-4002-b106-fcdcd6da709b,0,0,0.0509,35.7216,35.7216,nan,nan,0.5955,0.0115,0.1876,1.4713,0.0731
noproj,460,422182/42445804/67827.416/aa4c5b08-ebdf-4002-b106-fcdcd6da709b,0,0,0.0490,90.9321,89.0679,nan,nan,0.6169,0.3388,0.0000,1.3335,0.1697
noproj,461,422182/42445804/67827.516/aa4c5b08-ebdf-4002-b106-fcdcd6da709b,0,0,0.0632,111.4828,68.5172,nan,nan,0.5646,0.2643,0.0000,1.3505,0.5855
noproj,462,422182/42445804/67827.616/aa4c5b08-ebdf-4002-b106-fcdcd6da709b,0,0,0.0576,106.2325,73.7675,nan,nan,0.5214,0.2827,0.0000,1.2290,0.3535
noproj,463,422182/42445804/67827.716/aa4c5b08-ebdf-4002-b106-fcdcd6da709b,0,0,0.0584,105.4093,74.5907,nan,nan,0.5658,0.2645,0.0000,1.3149,0.3633
noproj,464,422182/42445804/67827.816/aa4c5b08-ebdf-4002-b106-fcdcd6da709b,0,0,0.0590,99.2616,80.7384,nan,nan,0.5333,0.3068,0.0000,1.2438,0.2680
noproj,465,422182/42445804/67827.916/aa4c5b08-ebdf-4002-b106-fcdcd6da709b,0,0,0.0583,89.6246,89.6246,nan,nan,0.5082,0.2912,0.0000,1.2346,0.2047
noproj,466,422182/42445804/67828.016/aa4c5b08-ebdf-4002-b106-fcdcd6da709b,0,0,0.0566,28.4286,28.4286,nan,nan,0.5527,0.2928,0.0000,1.2907,0.0540
noproj,467,422182/42445804/67828.116/aa4c5b08-ebdf-4002-b106-fcdcd6da709b,0,0,0.0571,15.6279,15.6279,nan,nan,0.5730,0.3501,0.0000,1.2798,0.0147
noproj,468,422182/42445804/67828.216/aa4c5b08-ebdf-4002-b106-fcdcd6da709b,0,0,0.0554,22.8471,22.8471,nan,nan,0.5308,0.3020,0.0000,1.2805,0.0518
noproj,469,422182/42445804/67839.911/bed5673d-8341-47b4-a8dd-dd94d1539d6e,0,0,0.2075,18.7385,18.7385,nan,nan,0.4321,0.2658,0.0000,1.2528,0.2348
noproj,470,422378/42447307/409819.100/faceecf8-a82f-4c16-84b6-ca6ccd385af8,0,0,0.0457,20.0141,20.0141,nan,nan,0.0379,0.0251,0.2864,0.7946,0.1589
noproj,471,422378/42447307/409819.200/faceecf8-a82f-4c16-84b6-ca6ccd385af8,0,0,0.0461,23.8815,23.8815,nan,nan,0.0600,0.0270,0.3542,0.7103,0.1909
noproj,472,422378/42447307/409819.300/faceecf8-a82f-4c16-84b6-ca6ccd385af8,0,0,0.0456,17.2124,17.2124,nan,nan,0.0324,0.0297,0.2208,0.7730,0.1110
noproj,473,422378/42447307/409819.400/faceecf8-a82f-4c16-84b6-ca6ccd385af8,0,0,0.0462,20.7085,20.7085,nan,nan,0.0569,0.0232,0.3245,0.6971,0.1349
noproj,474,422378/42447307/409819.500/faceecf8-a82f-4c16-84b6-ca6ccd385af8,0,0,0.0466,22.2527,22.2527,nan,nan,0.0575,0.0253,0.2689,0.6899,0.1630
noproj,475,422378/42447307/409819.599/faceecf8-a82f-4c16-84b6-ca6ccd385af8,0,0,0.0473,21.4606,21.4606,nan,nan,0.1179,0.0323,0.2036,0.6261,0.1430
noproj,476,422378/42447307/409819.699/faceecf8-a82f-4c16-84b6-ca6ccd385af8,0,0,0.0457,25.4958,25.4958,nan,nan,0.1078,0.0277,0.2052,0.6364,0.1722
noproj,477,422378/42447307/409914.094/8af04818-4685-4c12-ae09-800e5256def1,0,0,0.0525,13.9945,13.9945,nan,nan,0.0276,0.0258,0.5704,0.9271,0.2783
noproj,478,422378/42447307/409914.194/8af04818-4685-4c12-ae09-800e5256def1,0,0,0.0500,14.4069,14.4069,nan,nan,0.1262,0.0349,0.4917,1.0393,0.2680
noproj,479,422378/42447307/409914.294/8af04818-4685-4c12-ae09-800e5256def1,0,0,0.0494,15.3908,15.3908,nan,nan,0.1409,0.0168,0.5012,1.0690,0.2400
noproj,480,422378/42447307/409914.394/8af04818-4685-4c12-ae09-800e5256def1,0,0,0.0504,14.2453,14.2453,nan,nan,0.1483,0.0278,0.5735,1.0776,0.2457
noproj,481,422378/42447307/409914.494/8af04818-4685-4c12-ae09-800e5256def1,0,0,0.0495,13.9054,13.9054,nan,nan,0.1415,0.0273,0.5038,1.0780,0.2377
noproj,482,422378/42447307/409914.594/8af04818-4685-4c12-ae09-800e5256def1,0,0,0.0495,13.0215,13.0215,nan,nan,0.1084,0.0114,0.5707,1.0588,0.2318
noproj,483,422378/42447307/409914.694/8af04818-4685-4c12-ae09-800e5256def1,0,0,0.0488,12.8199,12.8199,nan,nan,0.0695,0.0251,0.5397,1.0233,0.2421
noproj,484,422378/42447307/409914.794/8af04818-4685-4c12-ae09-800e5256def1,0,0,0.0483,13.6695,13.6695,nan,nan,0.0685,0.0283,0.5682,1.0287,0.2300
noproj,485,422378/42447307/409914.894/8af04818-4685-4c12-ae09-800e5256def1,0,0,0.0481,13.0308,13.0308,nan,nan,0.0680,0.0246,0.5908,1.0385,0.2289
noproj,486,422378/42447307/409914.993/8af04818-4685-4c12-ae09-800e5256def1,0,0,0.0482,13.8435,13.8435,nan,nan,0.0878,0.0250,0.5635,1.0677,0.2259
noproj,487,422378/42447307/409915.093/8af04818-4685-4c12-ae09-800e5256def1,0,0,0.0478,13.0019,13.0019,nan,nan,0.0922,0.0099,0.6155,1.0823,0.2432
noproj,488,422378/42447307/409915.193/8af04818-4685-4c12-ae09-800e5256def1,0,0,0.0484,14.2259,14.2259,nan,nan,0.1343,0.0057,0.6048,1.1281,0.2438
noproj,489,422378/42447307/409915.293/8af04818-4685-4c12-ae09-800e5256def1,0,0,0.0485,13.8263,13.8263,nan,nan,0.1938,0.0040,0.6605,1.1892,0.2356
noproj,490,422378/42447307/409915.393/8af04818-4685-4c12-ae09-800e5256def1,0,0,0.0485,13.8794,13.8794,nan,nan,0.1971,0.0046,0.5931,1.2018,0.2377
noproj,491,422378/42447307/409915.493/8af04818-4685-4c12-ae09-800e5256def1,0,0,0.0495,12.5231,12.5231,nan,nan,0.2664,0.0015,0.5854,1.2691,0.2333
noproj,492,422378/42447307/409915.593/8af04818-4685-4c12-ae09-800e5256def1,0,0,0.0493,13.2080,13.2080,nan,nan,0.2131,0.0002,0.6029,1.2222,0.2514
noproj,493,422378/42447307/409915.693/8af04818-4685-4c12-ae09-800e5256def1,0,0,0.0513,13.0637,13.0637,nan,nan,0.2573,0.0028,0.5789,1.2617,0.2420
noproj,494,422378/42447307/409915.793/8af04818-4685-4c12-ae09-800e5256def1,0,0,0.0510,12.2132,12.2132,nan,nan,0.3005,0.0089,0.5265,1.3105,0.2610
noproj,495,422378/42447307/409915.893/8af04818-4685-4c12-ae09-800e5256def1,0,0,0.0504,13.1235,13.1235,nan,nan,0.2170,0.0097,0.5183,1.2238,0.2817
noproj,496,422378/42447307/409915.993/8af04818-4685-4c12-ae09-800e5256def1,0,0,0.0506,12.3711,12.3711,nan,nan,0.2362,0.0069,0.5279,1.2467,0.3014
noproj,497,422378/42447307/409916.093/8af04818-4685-4c12-ae09-800e5256def1,0,0,0.0505,12.2043,12.2043,nan,nan,0.3085,0.0164,0.5025,1.3079,0.2515
noproj,498,422378/42447307/409916.193/8af04818-4685-4c12-ae09-800e5256def1,0,0,0.0508,13.1334,13.1334,nan,nan,0.2910,0.0095,0.5678,1.2852,0.2560
noproj,499,422378/42447307/409916.293/8af04818-4685-4c12-ae09-800e5256def1,0,0,0.0516,12.3212,12.3212,nan,nan,0.2509,0.0074,0.5473,1.2477,0.2412
noproj,500,422378/42447307/409916.393/8af04818-4685-4c12-ae09-800e5256def1,0,0,0.0495,11.0162,11.0162,nan,nan,0.2533,0.0070,0.5015,1.2484,0.2549
noproj,501,422378/42447307/409916.493/8af04818-4685-4c12-ae09-800e5256def1,0,0,0.0514,10.3885,10.3885,nan,nan,0.1857,0.0177,0.6200,1.1721,0.2530
noproj,502,422378/42447307/409916.593/8af04818-4685-4c12-ae09-800e5256def1,0,0,0.0506,8.3750,8.3750,nan,nan,0.1860,0.0090,0.6019,1.1743,0.2822
noproj,503,422378/42447307/409947.397/09ac92eb-bd5e-42cd-9f16-1c49db3bd921,1,1,0.9479,23.1214,23.1214,0.0858,0.1304,0.1920,0.0342,0.2420,0.8166,0.4393
noproj,504,422378/42447307/409947.497/09ac92eb-bd5e-42cd-9f16-1c49db3bd921,1,1,0.9463,19.6296,19.6296,0.0473,0.0626,0.1337,0.0414,0.2714,0.7693,0.4255
noproj,505,422378/42447307/409947.597/09ac92eb-bd5e-42cd-9f16-1c49db3bd921,1,1,0.9462,19.0162,19.0162,0.0374,0.0419,0.1068,0.0205,0.4132,0.7554,0.4099
noproj,506,422378/42447307/409947.697/09ac92eb-bd5e-42cd-9f16-1c49db3bd921,1,1,0.9425,8.8360,8.8360,0.0395,0.0498,0.0520,0.0118,0.4369,0.7121,0.4116
noproj,507,422378/42447307/409947.797/09ac92eb-bd5e-42cd-9f16-1c49db3bd921,1,1,0.9432,10.6281,10.6281,0.0883,0.0884,0.0766,0.0159,0.3610,0.7427,0.4134
noproj,508,422378/42447307/409947.997/ce338c45-368f-46fa-a4c5-093e01bbf85b,1,1,0.9466,28.4062,28.4062,0.2043,0.2103,0.0904,0.0347,0.4477,0.7520,0.3239
noproj,509,422378/42447307/409948.096/ce338c45-368f-46fa-a4c5-093e01bbf85b,1,1,0.9445,22.8323,22.8323,0.1328,0.1403,0.0728,0.0331,0.4920,0.7451,0.3614
noproj,510,422378/42447307/409948.196/ce338c45-368f-46fa-a4c5-093e01bbf85b,1,1,0.9429,22.9699,22.9699,0.1596,0.1605,0.0257,0.0359,0.3043,0.6843,0.3139
noproj,511,422378/42447307/409948.296/ce338c45-368f-46fa-a4c5-093e01bbf85b,1,1,0.9432,19.5222,19.5222,0.1371,0.1372,0.0171,0.0234,0.3557,0.6816,0.3216
noproj,512,422378/42447307/409953.594/ce338c45-368f-46fa-a4c5-093e01bbf85b,1,1,0.9369,20.9685,20.9685,0.0616,0.0649,0.0198,0.0123,0.6056,0.8122,0.3925
noproj,513,422378/42447307/409953.694/ce338c45-368f-46fa-a4c5-093e01bbf85b,1,1,0.9382,21.4654,21.4654,0.1001,0.1166,0.0286,0.0183,0.4456,0.7836,0.3410
noproj,514,422378/42447307/409953.794/ce338c45-368f-46fa-a4c5-093e01bbf85b,1,1,0.9384,22.9387,22.9387,0.0838,0.1235,0.0076,0.0108,0.5681,0.8114,0.3376
noproj,515,422378/42447307/409959.992/ce338c45-368f-46fa-a4c5-093e01bbf85b,1,1,0.9407,28.4029,28.4029,0.2347,0.4001,0.2154,0.0474,0.1481,0.9574,0.2420
noproj,516,422378/42447307/409960.092/ce338c45-368f-46fa-a4c5-093e01bbf85b,1,1,0.9394,11.5123,11.5123,0.2293,0.2382,0.0935,0.0183,0.2108,1.0497,0.2754
noproj,517,422378/42447307/409960.191/ce338c45-368f-46fa-a4c5-093e01bbf85b,1,1,0.9454,17.0444,17.0444,0.0859,0.0878,0.0750,0.0331,0.3706,1.0541,0.3920
noproj,518,422378/42447307/409960.291/09ac92eb-bd5e-42cd-9f16-1c49db3bd921,1,1,0.9508,21.4945,21.4945,0.0596,0.1283,0.0975,0.0214,0.5178,0.9919,0.3423
noproj,519,422378/42447307/409960.291/ce338c45-368f-46fa-a4c5-093e01bbf85b,1,1,0.9436,16.8559,16.8559,0.1664,0.1959,0.1309,0.0419,0.4964,0.9799,0.3319
noproj,520,422378/42447307/409960.391/09ac92eb-bd5e-42cd-9f16-1c49db3bd921,1,1,0.9507,21.9725,21.9725,0.1334,0.1506,0.0512,0.0181,0.6942,1.0187,0.3079
noproj,521,422378/42447307/409960.391/ce338c45-368f-46fa-a4c5-093e01bbf85b,1,1,0.9468,15.2505,15.2505,0.1020,0.1025,0.0777,0.0265,0.4730,1.0083,0.3862
noproj,522,422378/42447307/409960.491/09ac92eb-bd5e-42cd-9f16-1c49db3bd921,1,1,0.9533,21.6725,21.6725,0.1642,0.1766,0.0612,0.0274,0.4684,0.9950,0.2822
noproj,523,422378/42447307/409960.491/ce338c45-368f-46fa-a4c5-093e01bbf85b,1,1,0.9475,19.0604,19.0604,0.1189,0.1732,0.1265,0.0375,0.4558,0.9426,0.3673
noproj,524,422378/42447307/409960.591/09ac92eb-bd5e-42cd-9f16-1c49db3bd921,1,1,0.9520,20.2534,20.2534,0.1381,0.1575,0.0604,0.0141,0.5789,0.9725,0.2955
noproj,525,422378/42447307/409960.591/ce338c45-368f-46fa-a4c5-093e01bbf85b,1,1,0.9478,13.8871,13.8871,0.1213,0.1240,0.0880,0.0321,0.5276,0.9630,0.3657
noproj,526,422378/42447307/409960.691/09ac92eb-bd5e-42cd-9f16-1c49db3bd921,1,1,0.9499,19.7728,19.7728,0.1950,0.1969,0.0225,0.0217,0.3854,1.0215,0.3088
noproj,527,422378/42447307/409960.691/ce338c45-368f-46fa-a4c5-093e01bbf85b,1,1,0.9485,16.6383,16.6383,0.0511,0.0935,0.0620,0.0503,0.2526,0.9860,0.4094
noproj,528,422378/42447307/409960.791/09ac92eb-bd5e-42cd-9f16-1c49db3bd921,1,1,0.9494,24.2651,24.2651,0.2245,0.2292,0.0315,0.0263,0.2646,0.9766,0.2552
noproj,529,422378/42447307/409960.791/ce338c45-368f-46fa-a4c5-093e01bbf85b,1,1,0.9490,15.3436,15.3436,0.0369,0.0374,0.0520,0.0475,0.4842,0.9775,0.4152
noproj,530,422378/42447307/409960.891/09ac92eb-bd5e-42cd-9f16-1c49db3bd921,1,1,0.9503,22.1758,22.1758,0.2430,0.2452,0.0246,0.0192,0.5097,0.9912,0.2864
noproj,531,422378/42447307/409960.891/ce338c45-368f-46fa-a4c5-093e01bbf85b,1,1,0.9489,13.5137,13.5137,0.0506,0.0514,0.0423,0.0407,0.5612,0.9655,0.4086
noproj,532,422378/42447307/409960.991/09ac92eb-bd5e-42cd-9f16-1c49db3bd921,1,1,0.9507,19.1973,19.1973,0.2424,0.2424,0.0632,0.0345,0.2703,1.0134,0.3017
noproj,533,422378/42447307/409960.991/ce338c45-368f-46fa-a4c5-093e01bbf85b,1,1,0.9527,19.6271,19.6271,0.0899,0.0938,0.0635,0.0643,0.2627,0.9972,0.4216
noproj,534,422378/42447307/409961.091/09ac92eb-bd5e-42cd-9f16-1c49db3bd921,1,1,0.9495,20.5248,20.5248,0.2933,0.2935,0.0426,0.0434,0.2931,0.9405,0.2563
noproj,535,422378/42447307/409961.091/ce338c45-368f-46fa-a4c5-093e01bbf85b,1,1,0.9486,14.7357,14.7357,0.0443,0.0502,0.0467,0.0542,0.4730,0.9463,0.4272
noproj,536,422378/42447307/409961.191/09ac92eb-bd5e-42cd-9f16-1c49db3bd921,1,1,0.9493,20.3856,20.3856,0.2590,0.2603,0.0455,0.0362,0.2617,0.9600,0.2779
noproj,537,422378/42447307/409961.191/ce338c45-368f-46fa-a4c5-093e01bbf85b,1,1,0.9493,16.4675,16.4675,0.0908,0.0963,0.0754,0.0632,0.5318,0.9890,0.4463
noproj,538,422378/42447307/409961.291/09ac92eb-bd5e-42cd-9f16-1c49db3bd921,1,1,0.9482,18.3605,18.3605,0.2819,0.2826,0.1030,0.0506,0.2993,1.0025,0.3034
noproj,539,422378/42447307/409961.291/ce338c45-368f-46fa-a4c5-093e01bbf85b,1,1,0.9511,18.2129,18.2129,0.1696,0.1822,0.1523,0.0869,0.2687,1.0448,0.4431
noproj,540,422378/42447307/409961.391/09ac92eb-bd5e-42cd-9f16-1c49db3bd921,1,1,0.9472,19.6556,19.6556,0.4708,0.4797,0.1770,0.0972,0.2144,1.0343,0.2881
noproj,541,422378/42447307/409961.391/ce338c45-368f-46fa-a4c5-093e01bbf85b,1,1,0.9532,16.6898,16.6898,0.1752,0.2113,0.2011,0.0983,0.2765,1.0727,0.4149
noproj,542,422378/42447307/409961.491/09ac92eb-bd5e-42cd-9f16-1c49db3bd921,1,1,0.9458,14.2861,14.2861,0.3963,0.4002,0.1003,0.0711,0.2177,0.9557,0.2552
noproj,543,422378/42447307/409961.591/09ac92eb-bd5e-42cd-9f16-1c49db3bd921,1,1,0.9440,13.6658,13.6658,0.4314,0.4389,0.1647,0.0710,0.2410,1.0272,0.2876
noproj,544,422378/42447307/409961.691/09ac92eb-bd5e-42cd-9f16-1c49db3bd921,1,1,0.9488,12.8279,12.8279,0.3651,0.3662,0.1168,0.0468,0.2671,1.0030,0.2935
noproj,545,422378/42447307/409961.791/09ac92eb-bd5e-42cd-9f16-1c49db3bd921,1,1,0.9452,9.5759,9.5759,0.4304,0.4349,0.1717,0.0489,0.2127,1.0899,0.3130
noproj,546,422378/42447307/409961.891/09ac92eb-bd5e-42cd-9f16-1c49db3bd921,1,1,0.9516,13.4805,13.4805,0.3051,0.3051,0.0825,0.0667,0.1608,1.0223,0.3435
noproj,547,422378/42447307/409961.891/ce338c45-368f-46fa-a4c5-093e01bbf85b,1,1,0.9520,14.1671,14.1671,0.1057,0.1564,0.1602,0.0940,0.1948,1.1057,0.3814
noproj,548,422378/42447307/409961.991/09ac92eb-bd5e-42cd-9f16-1c49db3bd921,1,1,0.9501,13.5518,13.5518,0.4217,0.4229,0.1609,0.0844,0.0919,1.1480,0.3477
noproj,549,422378/42447307/409961.991/ce338c45-368f-46fa-a4c5-093e01bbf85b,1,1,0.9494,13.5095,13.5095,0.2221,0.2473,0.2580,0.1125,0.3371,1.2424,0.3947
noproj,550,422378/42447307/409962.091/09ac92eb-bd5e-42cd-9f16-1c49db3bd921,1,1,0.9521,15.3965,15.3965,0.4037,0.4045,0.1114,0.0586,0.4289,1.1586,0.3250
noproj,551,422378/42447307/409962.091/ce338c45-368f-46fa-a4c5-093e01bbf85b,1,1,0.9519,13.4647,13.4647,0.1777,0.1840,0.1969,0.0984,0.0539,1.2348,0.3378
noproj,552,422378/42447307/409962.191/ce338c45-368f-46fa-a4c5-093e01bbf85b,1,1,0.9444,9.4566,9.4566,0.1366,0.1466,0.1145,0.0688,0.1119,1.2022,0.3256
noproj,553,422378/42447307/409962.291/ce338c45-368f-46fa-a4c5-093e01bbf85b,1,1,0.9530,10.7003,10.7003,0.0772,0.0926,0.1246,0.1015,0.3394,1.2027,0.3373
noproj,554,422378/42447307/410007.589/89ca70a6-53b7-4a41-b7a6-dd7ae7c08647,1,1,0.9409,3.8032,3.8032,0.0493,0.0858,0.0932,0.0672,0.0000,0.9911,0.5897
noproj,555,422378/42447307/410007.688/89ca70a6-53b7-4a41-b7a6-dd7ae7c08647,1,1,0.9391,3.4601,3.4601,0.0875,0.1455,0.0696,0.0712,0.0000,0.9103,0.5763
noproj,556,422378/42447307/410007.788/89ca70a6-53b7-4a41-b7a6-dd7ae7c08647,1,1,0.9517,3.8128,3.8128,0.0908,0.1265,0.0662,0.0745,0.0000,0.9311,0.6338
noproj,557,422378/42447307/410007.888/89ca70a6-53b7-4a41-b7a6-dd7ae7c08647,1,1,0.9516,2.4665,2.4665,0.1272,0.1410,0.0950,0.0822,0.0000,0.8743,0.6234
noproj,558,422378/42447307/410007.988/89ca70a6-53b7-4a41-b7a6-dd7ae7c08647,1,1,0.9495,4.3730,4.3730,0.1152,0.1485,0.0805,0.0794,0.0000,0.9021,0.6141
noproj,559,422378/42447307/410008.088/89ca70a6-53b7-4a41-b7a6-dd7ae7c08647,1,1,0.9484,4.4165,4.4165,0.0590,0.1425,0.0655,0.0757,0.0000,0.9455,0.6404
noproj,560,422378/42447307/410008.188/89ca70a6-53b7-4a41-b7a6-dd7ae7c08647,1,1,0.9483,3.4500,3.4500,0.0630,0.1148,0.0693,0.0747,0.0000,0.9127,0.6438
noproj,561,422378/42447307/410008.288/89ca70a6-53b7-4a41-b7a6-dd7ae7c08647,1,1,0.9490,1.2738,1.2738,0.0947,0.1245,0.0808,0.0728,0.0000,0.8857,0.6462
noproj,562,422378/42447307/410008.388/89ca70a6-53b7-4a41-b7a6-dd7ae7c08647,1,1,0.9480,1.7206,1.7206,0.0926,0.1214,0.0783,0.0723,0.0000,0.8813,0.6284
noproj,563,422378/42447307/410008.488/89ca70a6-53b7-4a41-b7a6-dd7ae7c08647,1,1,0.9484,3.3410,3.3410,0.0804,0.1225,0.0707,0.0717,0.0000,0.8869,0.6175
noproj,564,422378/42447307/410008.588/89ca70a6-53b7-4a41-b7a6-dd7ae7c08647,1,1,0.9479,2.3155,2.3155,0.0959,0.1185,0.0835,0.0681,0.0000,0.8438,0.6226
noproj,565,422378/42447307/410008.688/89ca70a6-53b7-4a41-b7a6-dd7ae7c08647,1,1,0.9492,2.4413,2.4413,0.0973,0.1202,0.0549,0.0587,0.0000,0.8638,0.6108
noproj,566,422378/42447307/410008.788/89ca70a6-53b7-4a41-b7a6-dd7ae7c08647,1,1,0.9469,1.9986,1.9986,0.0618,0.1038,0.0458,0.0575,0.0000,0.8873,0.6061
noproj,567,422378/42447310/409574.300/faceecf8-a82f-4c16-84b6-ca6ccd385af8,0,0,0.0534,70.7822,70.7822,nan,nan,0.0134,0.0184,0.5106,0.6171,0.4182
noproj,568,422378/42447310/409574.400/faceecf8-a82f-4c16-84b6-ca6ccd385af8,0,0,0.0536,71.6997,71.6997,nan,nan,0.0136,0.0166,0.5669,0.6212,0.3904
noproj,569,422378/42447310/409574.500/faceecf8-a82f-4c16-84b6-ca6ccd385af8,0,0,0.0521,59.4170,59.4170,nan,nan,0.0184,0.0273,0.4755,0.6227,0.2673
noproj,570,422378/42447310/409574.600/faceecf8-a82f-4c16-84b6-ca6ccd385af8,0,0,0.0529,58.4209,58.4209,nan,nan,0.0234,0.0210,0.4782,0.5981,0.2359
noproj,571,422378/42447310/409574.700/faceecf8-a82f-4c16-84b6-ca6ccd385af8,0,0,0.0506,55.9920,55.9920,nan,nan,0.0186,0.0270,0.4419,0.6074,0.2100
noproj,572,422378/42447310/409574.800/faceecf8-a82f-4c16-84b6-ca6ccd385af8,0,0,0.0487,54.2209,54.2209,nan,nan,0.0272,0.0302,0.5452,0.5846,0.1693
noproj,573,422378/42447310/409574.900/faceecf8-a82f-4c16-84b6-ca6ccd385af8,0,0,0.0493,61.9399,61.9399,nan,nan,0.0190,0.0237,0.4890,0.6059,0.2421
noproj,574,422378/42447310/409575.000/faceecf8-a82f-4c16-84b6-ca6ccd385af8,0,0,0.0481,57.2724,57.2724,nan,nan,0.0653,0.0355,0.3548,0.5224,0.1770
noproj,575,422378/42447310/409575.100/faceecf8-a82f-4c16-84b6-ca6ccd385af8,0,0,0.0489,50.6086,50.6086,nan,nan,0.0581,0.0171,0.3374,0.5031,0.1054
noproj,576,422378/42447310/409575.200/faceecf8-a82f-4c16-84b6-ca6ccd385af8,0,0,0.0506,34.7017,34.7017,nan,nan,0.0900,0.0249,0.3556,0.4636,0.0652
noproj,577,422378/42447310/409580.398/faceecf8-a82f-4c16-84b6-ca6ccd385af8,0,0,0.0440,6.7478,6.7478,nan,nan,0.0732,0.0233,0.6655,0.6709,0.1249
