model,idx,key,gt_type,pred_type,p_rev,axis_signed_deg,axis_unsigned_deg,origin_line_err_m,origin_qstar_err_m,point3d_err_m,point2d_err_frac,mask_iou,z_p_m,radius_m
sf3d_only,507,422378/42447307/409947.797/09ac92eb-bd5e-42cd-9f16-1c49db3bd921,1,1,0.9539,7.7131,7.7131,0.0893,0.0896,0.0681,0.0132,0.5985,0.7348,0.4382
sf3d_only,508,422378/42447307/409947.997/ce338c45-368f-46fa-a4c5-093e01bbf85b,1,1,0.9477,8.8567,8.8567,0.1484,0.1500,0.0767,0.0399,0.5415,0.7312,0.3309
sf3d_only,509,422378/42447307/409948.096/ce338c45-368f-46fa-a4c5-093e01bbf85b,1,1,0.9522,3.5807,3.5807,0.1798,0.1812,0.0506,0.0214,0.6000,0.7200,0.2854
sf3d_only,510,422378/42447307/409948.196/ce338c45-368f-46fa-a4c5-093e01bbf85b,1,1,0.9470,1.4643,1.4643,0.2294,0.2476,0.0102,0.0136,0.5068,0.6833,0.2310
sf3d_only,511,422378/42447307/409948.296/ce338c45-368f-46fa-a4c5-093e01bbf85b,1,1,0.9474,1.3947,1.3947,0.2271,0.2387,0.0174,0.0174,0.4289,0.6676,0.2349
sf3d_only,512,422378/42447307/409953.594/ce338c45-368f-46fa-a4c5-093e01bbf85b,1,1,0.9527,9.0995,9.0995,0.0479,0.0639,0.0181,0.0177,0.5276,0.8088,0.3774
sf3d_only,513,422378/42447307/409953.694/ce338c45-368f-46fa-a4c5-093e01bbf85b,1,1,0.9492,8.0056,8.0056,0.1344,0.1717,0.0505,0.0118,0.5394,0.7619,0.3117
sf3d_only,514,422378/42447307/409953.794/ce338c45-368f-46fa-a4c5-093e01bbf85b,1,1,0.9517,12.2002,12.2002,0.0953,0.1058,0.0179,0.0127,0.5028,0.8228,0.3329
sf3d_only,515,422378/42447307/409959.992/ce338c45-368f-46fa-a4c5-093e01bbf85b,1,1,0.9317,6.9497,6.9497,0.2316,0.2400,0.0801,0.0256,0.5203,1.0859,0.2677
sf3d_only,516,422378/42447307/409960.092/ce338c45-368f-46fa-a4c5-093e01bbf85b,1,1,0.9325,4.9523,4.9523,0.2480,0.2498,0.0916,0.0179,0.4844,1.0499,0.2694
sf3d_only,517,422378/42447307/409960.191/ce338c45-368f-46fa-a4c5-093e01bbf85b,1,1,0.9198,9.6467,9.6467,0.1815,0.1982,0.0614,0.0284,0.4818,1.0650,0.3667
sf3d_only,518,422378/42447307/409960.291/09ac92eb-bd5e-42cd-9f16-1c49db3bd921,1,1,0.9472,17.1775,17.1775,0.2305,0.2527,0.0514,0.0230,0.1862,1.0418,0.2867
sf3d_only,519,422378/42447307/409960.291/ce338c45-368f-46fa-a4c5-093e01bbf85b,1,1,0.9385,3.4701,3.4701,0.2205,0.2248,0.0634,0.0277,0.5263,1.0464,0.2756
sf3d_only,520,422378/42447307/409960.391/09ac92eb-bd5e-42cd-9f16-1c49db3bd921,1,1,0.9461,15.6171,15.6171,0.2710,0.2782,0.0470,0.0219,0.2715,1.0264,0.2780
sf3d_only,521,422378/42447307/409960.391/ce338c45-368f-46fa-a4c5-093e01bbf85b,1,1,0.9350,2.4649,2.4649,0.1834,0.1839,0.0392,0.0197,0.5389,1.0451,0.3000
sf3d_only,522,422378/42447307/409960.491/09ac92eb-bd5e-42cd-9f16-1c49db3bd921,1,1,0.9521,13.3401,13.3401,0.2192,0.2415,0.0497,0.0204,0.3496,1.0043,0.3006
sf3d_only,523,422378/42447307/409960.491/ce338c45-368f-46fa-a4c5-093e01bbf85b,1,1,0.9384,1.6435,1.6435,0.1882,0.1888,0.0376,0.0312,0.3292,1.0538,0.2875
sf3d_only,524,422378/42447307/409960.591/09ac92eb-bd5e-42cd-9f16-1c49db3bd921,1,1,0.9560,14.7925,14.7925,0.2429,0.2549,0.0351,0.0222,0.4307,1.0079,0.3026
sf3d_only,525,422378/42447307/409960.591/ce338c45-368f-46fa-a4c5-093e01bbf85b,1,1,0.9401,1.8988,1.8988,0.1542,0.1573,0.0342,0.0286,0.5438,1.0399,0.3179
sf3d_only,526,422378/42447307/409960.691/09ac92eb-bd5e-42cd-9f16-1c49db3bd921,1,1,0.9416,17.4195,17.4195,0.2704,0.2770,0.0376,0.0322,0.2315,1.0172,0.2995
sf3d_only,527,422378/42447307/409960.691/ce338c45-368f-46fa-a4c5-093e01bbf85b,1,1,0.9339,3.6638,3.6638,0.1475,0.1475,0.0382,0.0279,0.4905,1.0424,0.3117
sf3d_only,528,422378/42447307/409960.791/09ac92eb-bd5e-42cd-9f16-1c49db3bd921,1,1,0.9495,15.0734,15.0734,0.2907,0.2932,0.0393,0.0294,0.1504,1.0146,0.3061
sf3d_only,529,422378/42447307/409960.791/ce338c45-368f-46fa-a4c5-093e01bbf85b,1,1,0.9408,0.8546,0.8546,0.1576,0.1578,0.0514,0.0259,0.5326,1.0477,0.2891
sf3d_only,530,422378/42447307/409960.891/09ac92eb-bd5e-42cd-9f16-1c49db3bd921,1,1,0.9512,13.2917,13.2917,0.2932,0.2955,0.0353,0.0224,0.3816,1.0006,0.2893
sf3d_only,531,422378/42447307/409960.891/ce338c45-368f-46fa-a4c5-093e01bbf85b,1,1,0.9399,1.7920,1.7920,0.1576,0.1617,0.0457,0.0348,0.5761,1.0079,0.3049
sf3d_only,532,422378/42447307/409960.991/09ac92eb-bd5e-42cd-9f16-1c49db3bd921,1,1,0.9430,15.9271,15.9271,0.3333,0.3334,0.0609,0.0277,0.1691,1.0139,0.2727
sf3d_only,533,422378/42447307/409960.991/ce338c45-368f-46fa-a4c5-093e01bbf85b,1,1,0.9354,1.2345,1.2345,0.1262,0.1331,0.0830,0.0526,0.4581,1.0267,0.3240
sf3d_only,534,422378/42447307/409961.091/09ac92eb-bd5e-42cd-9f16-1c49db3bd921,1,1,0.9477,13.5602,13.5602,0.3117,0.3124,0.0500,0.0513,0.1359,0.9548,0.2857
sf3d_only,535,422378/42447307/409961.091/ce338c45-368f-46fa-a4c5-093e01bbf85b,1,1,0.9419,2.5948,2.5948,0.1463,0.1505,0.0706,0.0627,0.5039,0.9792,0.3090
sf3d_only,536,422378/42447307/409961.191/09ac92eb-bd5e-42cd-9f16-1c49db3bd921,1,1,0.9517,11.7971,11.7971,0.3477,0.3479,0.0835,0.0496,0.3616,0.9970,0.3014
sf3d_only,537,422378/42447307/409961.191/ce338c45-368f-46fa-a4c5-093e01bbf85b,1,1,0.9430,6.6180,6.6180,0.0857,0.1144,0.1068,0.0642,0.5539,1.0184,0.3598
sf3d_only,538,422378/42447307/409961.291/09ac92eb-bd5e-42cd-9f16-1c49db3bd921,1,1,0.9526,12.2204,12.2204,0.2819,0.2822,0.0705,0.0799,0.2281,0.9282,0.2782
sf3d_only,539,422378/42447307/409961.291/ce338c45-368f-46fa-a4c5-093e01bbf85b,1,1,0.9423,6.3371,6.3371,0.0924,0.1171,0.1076,0.0935,0.5024,0.9701,0.3618
sf3d_only,540,422378/42447307/409961.391/09ac92eb-bd5e-42cd-9f16-1c49db3bd921,1,1,0.9611,9.0412,9.0412,0.3265,0.3266,0.0836,0.0491,0.1223,0.9680,0.3353
sf3d_only,541,422378/42447307/409961.391/ce338c45-368f-46fa-a4c5-093e01bbf85b,1,1,0.9470,5.2595,5.2595,0.0909,0.1049,0.1296,0.1054,0.2661,0.9663,0.3891
sf3d_only,542,422378/42447307/409961.491/09ac92eb-bd5e-42cd-9f16-1c49db3bd921,1,1,0.9523,8.9207,8.9207,0.3173,0.3179,0.0413,0.0289,0.0091,0.9249,0.2454
sf3d_only,543,422378/42447307/409961.591/09ac92eb-bd5e-42cd-9f16-1c49db3bd921,1,1,0.9511,8.4835,8.4835,0.2864,0.2865,0.0204,0.0212,0.0865,0.8801,0.2629
sf3d_only,544,422378/42447307/409961.691/09ac92eb-bd5e-42cd-9f16-1c49db3bd921,1,1,0.9550,6.9678,6.9678,0.3139,0.3139,0.0431,0.0126,0.2136,0.9461,0.3219
sf3d_only,545,422378/42447307/409961.791/09ac92eb-bd5e-42cd-9f16-1c49db3bd921,1,1,0.9474,6.8883,6.8883,0.3292,0.3304,0.0632,0.0407,0.0922,0.9796,0.2579
sf3d_only,546,422378/42447307/409961.891/09ac92eb-bd5e-42cd-9f16-1c49db3bd921,1,1,0.9555,5.8383,5.8383,0.2707,0.2711,0.0462,0.0454,0.1590,0.9774,0.2845
sf3d_only,547,422378/42447307/409961.891/ce338c45-368f-46fa-a4c5-093e01bbf85b,1,1,0.9545,4.0272,4.0272,0.2117,0.2138,0.1492,0.1236,0.2600,1.0111,0.3151
sf3d_only,548,422378/42447307/409961.991/09ac92eb-bd5e-42cd-9f16-1c49db3bd921,1,1,0.9434,6.5256,6.5256,0.2206,0.2237,0.1059,0.0767,0.0000,0.9450,0.2420
sf3d_only,549,422378/42447307/409961.991/ce338c45-368f-46fa-a4c5-093e01bbf85b,1,1,0.9571,2.1210,2.1210,0.1233,0.1333,0.1503,0.1234,0.1893,1.0552,0.3902
sf3d_only,550,422378/42447307/409962.091/09ac92eb-bd5e-42cd-9f16-1c49db3bd921,1,1,0.9428,5.9977,5.9977,0.1976,0.1989,0.1197,0.0793,0.0000,0.9725,0.2502
sf3d_only,551,422378/42447307/409962.091/ce338c45-368f-46fa-a4c5-093e01bbf85b,1,1,0.9457,7.5298,7.5298,0.3400,0.3419,0.1561,0.1205,0.0000,1.0119,0.2274
sf3d_only,552,422378/42447307/409962.191/ce338c45-368f-46fa-a4c5-093e01bbf85b,1,1,0.9500,4.1269,4.1269,0.2079,0.2081,0.1700,0.1271,0.3986,1.0495,0.3630
sf3d_only,553,422378/42447307/409962.291/ce338c45-368f-46fa-a4c5-093e01bbf85b,1,1,0.9493,2.6944,2.6944,0.3196,0.3217,0.2008,0.1381,0.0000,1.0312,0.2871
sf3d_only,554,422378/42447307/410007.589/89ca70a6-53b7-4a41-b7a6-dd7ae7c08647,1,1,0.9292,6.7712,6.7712,0.0669,0.0788,0.0732,0.0672,0.0000,0.9126,0.5837
sf3d_only,555,422378/42447307/410007.688/89ca70a6-53b7-4a41-b7a6-dd7ae7c08647,1,1,0.9353,4.4465,4.4465,0.1487,0.1650,0.0706,0.0773,0.0000,0.9305,0.5230
sf3d_only,556,422378/42447307/410007.788/89ca70a6-53b7-4a41-b7a6-dd7ae7c08647,1,1,0.9534,3.0559,3.0559,0.1684,0.1784,0.0705,0.0763,0.0000,0.9503,0.5925
sf3d_only,557,422378/42447307/410007.888/89ca70a6-53b7-4a41-b7a6-dd7ae7c08647,1,1,0.9523,2.9295,2.9295,0.1677,0.1738,0.0762,0.0772,0.0000,0.9021,0.6029
sf3d_only,558,422378/42447307/410007.988/89ca70a6-53b7-4a41-b7a6-dd7ae7c08647,1,1,0.9519,2.5994,2.5994,0.2085,0.2138,0.0730,0.0723,0.0000,0.9070,0.5605
sf3d_only,559,422378/42447307/410008.088/89ca70a6-53b7-4a41-b7a6-dd7ae7c08647,1,1,0.9503,3.4798,3.4798,0.1389,0.1617,0.0603,0.0694,0.0000,0.9509,0.6146
sf3d_only,560,422378/42447307/410008.188/89ca70a6-53b7-4a41-b7a6-dd7ae7c08647,1,1,0.9473,2.3084,2.3084,0.1507,0.1594,0.0774,0.0740,0.0000,0.8948,0.6231
sf3d_only,561,422378/42447307/410008.288/89ca70a6-53b7-4a41-b7a6-dd7ae7c08647,1,1,0.9471,3.4814,3.4814,0.1910,0.1935,0.1123,0.0715,0.0000,0.8420,0.6144
sf3d_only,562,422378/42447307/410008.388/89ca70a6-53b7-4a41-b7a6-dd7ae7c08647,1,1,0.9473,3.9401,3.9401,0.1796,0.1843,0.0951,0.0686,0.0000,0.8526,0.5921
sf3d_only,563,422378/42447307/410008.488/89ca70a6-53b7-4a41-b7a6-dd7ae7c08647,1,1,0.9463,3.3354,3.3354,0.1698,0.1782,0.0794,0.0632,0.0000,0.8621,0.6078
sf3d_only,564,422378/42447307/410008.588/89ca70a6-53b7-4a41-b7a6-dd7ae7c08647,1,1,0.9464,3.9779,3.9779,0.1663,0.1706,0.1003,0.0627,0.0000,0.8216,0.5954
sf3d_only,565,422378/42447307/410008.688/89ca70a6-53b7-4a41-b7a6-dd7ae7c08647,1,1,0.9495,3.4927,3.4927,0.1808,0.1812,0.1210,0.0629,0.0000,0.7874,0.5665
sf3d_only,566,422378/42447307/410008.788/89ca70a6-53b7-4a41-b7a6-dd7ae7c08647,1,1,0.9509,2.8864,2.8864,0.1597,0.1639,0.0758,0.0597,0.0000,0.8219,0.5692
sf3d_only,567,422378/42447310/409574.300/faceecf8-a82f-4c16-84b6-ca6ccd385af8,0,0,0.0535,80.0920,80.0920,nan,nan,0.1193,0.0179,0.4876,0.5126,0.2335
sf3d_only,568,422378/42447310/409574.400/faceecf8-a82f-4c16-84b6-ca6ccd385af8,0,0,0.0521,76.8670,76.8670,nan,nan,0.1145,0.0154,0.5350,0.5087,0.1854
sf3d_only,569,422378/42447310/409574.500/faceecf8-a82f-4c16-84b6-ca6ccd385af8,0,0,0.0496,58.7289,58.7289,nan,nan,0.1127,0.0206,0.4204,0.5149,0.1334
sf3d_only,570,422378/42447310/409574.600/faceecf8-a82f-4c16-84b6-ca6ccd385af8,0,0,0.0501,55.0295,55.0295,nan,nan,0.0974,0.0127,0.5651,0.5213,0.1444
sf3d_only,571,422378/42447310/409574.700/faceecf8-a82f-4c16-84b6-ca6ccd385af8,0,0,0.0519,49.8426,49.8426,nan,nan,0.0625,0.0167,0.4167,0.5435,0.1157
sf3d_only,572,422378/42447310/409574.800/faceecf8-a82f-4c16-84b6-ca6ccd385af8,0,0,0.0505,51.3217,51.3217,nan,nan,0.1088,0.0152,0.4376,0.4938,0.1127
sf3d_only,573,422378/42447310/409574.900/faceecf8-a82f-4c16-84b6-ca6ccd385af8,0,0,0.0524,62.5155,62.5155,nan,nan,0.1127,0.0222,0.3787,0.4839,0.1443
sf3d_only,574,422378/42447310/409575.000/faceecf8-a82f-4c16-84b6-ca6ccd385af8,0,0,0.0522,55.7688,55.7688,nan,nan,0.1121,0.0204,0.4623,0.4673,0.1033
sf3d_only,575,422378/42447310/409575.100/faceecf8-a82f-4c16-84b6-ca6ccd385af8,0,0,0.0521,72.6721,72.6721,nan,nan,0.0882,0.0282,0.3538,0.4699,0.1683
sf3d_only,576,422378/42447310/409575.200/faceecf8-a82f-4c16-84b6-ca6ccd385af8,0,0,0.0535,52.7148,52.7148,nan,nan,0.0729,0.0209,0.4453,0.4719,0.0842
sf3d_only,577,422378/42447310/409580.398/faceecf8-a82f-4c16-84b6-ca6ccd385af8,0,0,0.0512,5.1470,5.1470,nan,nan,0.1601,0.0080,0.6917,0.5863,0.1115
sf3d_only,578,422378/42447310/409610.685/8af04818-4685-4c12-ae09-800e5256def1,0,0,0.0656,0.7206,0.7206,nan,nan,0.0703,0.0117,0.1486,1.0133,0.2866
sf3d_only,579,422378/42447310/409610.785/8af04818-4685-4c12-ae09-800e5256def1,0,0,0.0558,5.1409,5.1409,nan,nan,0.0391,0.0251,0.1259,0.9781,0.2828
sf3d_only,580,422378/42447310/409610.885/8af04818-4685-4c12-ae09-800e5256def1,0,0,0.0537,6.7757,6.7757,nan,nan,0.1026,0.0285,0.1436,1.0432,0.2634
sf3d_only,581,422378/42447310/409610.985/8af04818-4685-4c12-ae09-800e5256def1,0,0,0.0519,6.1160,6.1160,nan,nan,0.0577,0.0255,0.1621,1.0013,0.2892
sf3d_only,582,422378/42447310/409611.185/8af04818-4685-4c12-ae09-800e5256def1,0,0,0.0512,8.4090,8.4090,nan,nan,0.1112,0.0253,0.1539,1.0543,0.2556
sf3d_only,583,422378/42447310/409611.285/8af04818-4685-4c12-ae09-800e5256def1,0,0,0.0517,8.6308,8.6308,nan,nan,0.0752,0.0221,0.1490,1.0180,0.2590
sf3d_only,584,422378/42447310/409611.385/8af04818-4685-4c12-ae09-800e5256def1,0,0,0.0521,9.0324,9.0324,nan,nan,0.1156,0.0203,0.1498,1.0595,0.2420
sf3d_only,585,422378/42447310/409611.485/8af04818-4685-4c12-ae09-800e5256def1,0,0,0.0538,7.9607,7.9607,nan,nan,0.1211,0.0263,0.1367,1.0629,0.2383
sf3d_only,586,422378/42447310/409611.585/8af04818-4685-4c12-ae09-800e5256def1,0,0,0.0560,7.8236,7.8236,nan,nan,0.1587,0.0231,0.1529,1.1007,0.2468
sf3d_only,587,422378/42447310/409611.685/8af04818-4685-4c12-ae09-800e5256def1,0,0,0.0567,8.8652,8.8652,nan,nan,0.1925,0.0182,0.1731,1.1310,0.2637
sf3d_only,588,422378/42447310/409611.885/8af04818-4685-4c12-ae09-800e5256def1,0,0,0.0563,7.3169,7.3169,nan,nan,0.1966,0.0244,0.1319,1.1395,0.2505
sf3d_only,589,422378/42447310/409611.985/8af04818-4685-4c12-ae09-800e5256def1,0,0,0.0573,7.8112,7.8112,nan,nan,0.2305,0.0167,0.1813,1.1783,0.2865
sf3d_only,590,422378/42447310/409612.085/8af04818-4685-4c12-ae09-800e5256def1,0,0,0.0572,6.1780,6.1780,nan,nan,0.2664,0.0220,0.1298,1.2183,0.2392
sf3d_only,591,422378/42447310/409612.185/8af04818-4685-4c12-ae09-800e5256def1,0,0,0.0573,4.9510,4.9510,nan,nan,0.1964,0.0222,0.1623,1.1542,0.2695
sf3d_only,592,422378/42447310/409612.301/8af04818-4685-4c12-ae09-800e5256def1,0,0,0.0602,4.2669,4.2669,nan,nan,0.2503,0.0243,0.0778,1.1985,0.2750
sf3d_only,593,422378/42447310/409612.401/8af04818-4685-4c12-ae09-800e5256def1,0,0,0.0602,3.4274,3.4274,nan,nan,0.1037,0.0250,0.0818,1.0538,0.3187
sf3d_only,594,422378/42447310/409644.688/86ffb68b-827a-49b6-aaab-5197d0c9278b,1,1,0.9558,0.6256,0.6256,0.0374,0.1134,0.1942,0.0208,0.2300,0.8270,0.6295
sf3d_only,595,422378/42447310/409644.688/89ca70a6-53b7-4a41-b7a6-dd7ae7c08647,1,1,0.9558,0.6256,0.6256,0.0338,0.1264,0.1166,0.1210,0.0000,0.8270,0.6295
sf3d_only,596,422378/42447310/409644.788/86ffb68b-827a-49b6-aaab-5197d0c9278b,1,1,0.9566,3.1514,3.1514,0.0615,0.1142,0.1970,0.0196,0.2343,0.8592,0.6272
sf3d_only,597,422378/42447310/409644.788/89ca70a6-53b7-4a41-b7a6-dd7ae7c08647,1,1,0.9566,3.1514,3.1514,0.0546,0.1238,0.1187,0.1134,0.0000,0.8592,0.6272
sf3d_only,598,422378/42447310/409644.888/86ffb68b-827a-49b6-aaab-5197d0c9278b,1,1,0.9504,4.2250,4.2250,0.0913,0.1166,0.1726,0.0136,0.2447,0.8592,0.6444
sf3d_only,599,422378/42447310/409644.888/89ca70a6-53b7-4a41-b7a6-dd7ae7c08647,1,1,0.9504,4.2250,4.2250,0.0867,0.1232,0.1085,0.1176,0.0000,0.8592,0.6444
sf3d_only,600,422378/42447310/409644.988/89ca70a6-53b7-4a41-b7a6-dd7ae7c08647,1,1,0.9514,4.2525,4.2525,0.0897,0.1090,0.0878,0.1154,0.0000,0.8221,0.6229
sf3d_only,601,422378/42447310/409645.088/89ca70a6-53b7-4a41-b7a6-dd7ae7c08647,1,1,0.9563,5.7049,5.7049,0.1047,0.1179,0.0845,0.1108,0.0000,0.8334,0.6284
sf3d_only,602,422378/42447310/409645.188/89ca70a6-53b7-4a41-b7a6-dd7ae7c08647,1,1,0.9558,5.7713,5.7713,0.0754,0.1022,0.1012,0.1068,0.0000,0.9031,0.6167
sf3d_only,603,422378/42447310/409645.288/89ca70a6-53b7-4a41-b7a6-dd7ae7c08647,1,1,0.9578,6.2287,6.2287,0.0778,0.1056,0.0995,0.1087,0.0000,0.9043,0.6283
sf3d_only,604,422378/42447310/409645.388/89ca70a6-53b7-4a41-b7a6-dd7ae7c08647,1,1,0.9583,6.5724,6.5724,0.0887,0.1085,0.0901,0.1108,0.0000,0.8837,0.6533
sf3d_only,605,422378/42447310/409645.488/89ca70a6-53b7-4a41-b7a6-dd7ae7c08647,1,1,0.9607,6.4725,6.4725,0.1412,0.1467,0.0905,0.1119,0.0000,0.8866,0.6344
sf3d_only,606,422378/42447310/409645.588/89ca70a6-53b7-4a41-b7a6-dd7ae7c08647,1,1,0.9624,7.0899,7.0899,0.1506,0.1555,0.0848,0.1079,0.0000,0.8504,0.6068
sf3d_only,607,422378/42447310/409645.688/89ca70a6-53b7-4a41-b7a6-dd7ae7c08647,1,1,0.9325,6.9587,6.9587,0.1382,0.1497,0.0812,0.0782,0.0000,0.8232,0.5549
sf3d_only,608,422383/42447275/408617.316/a1bf79d4-26b5-4468-856a-a1500da0d3dd,1,1,0.6515,153.1352,26.8648,0.2854,0.2854,0.3109,0.1573,0.0798,1.2711,0.3471
sf3d_only,609,422383/42447275/408618.516/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.5685,133.0513,46.9487,nan,nan,0.3655,0.2062,0.0000,1.1479,0.6643
sf3d_only,610,422383/42447275/408618.616/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.5087,159.4304,20.5696,nan,nan,0.4952,0.3366,0.0000,1.1852,0.7161
sf3d_only,611,422383/42447275/408618.716/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.6252,165.3224,14.6776,nan,nan,0.7191,0.5389,0.0000,1.1979,0.6546
sf3d_only,612,422383/42447275/408618.816/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,0,0.3233,36.8407,36.8407,nan,nan,0.7739,0.5811,0.0000,1.2186,0.3688
sf3d_only,613,422383/42447275/408621.315/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.7377,130.0223,49.9777,nan,nan,0.3671,0.0320,0.2661,1.0404,0.7753
sf3d_only,614,422383/42447275/408621.415/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.8010,129.7510,50.2490,nan,nan,0.3966,0.0673,0.1575,1.0164,0.7697
sf3d_only,615,422383/42447275/408621.515/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.8316,133.6135,46.3865,nan,nan,0.4341,0.0700,0.1868,0.9681,0.7621
sf3d_only,616,422383/42447275/408621.615/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.8282,135.7142,44.2858,nan,nan,0.4157,0.0644,0.1836,0.9752,0.7426
sf3d_only,617,422383/42447275/408621.715/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.7479,135.9227,44.0773,nan,nan,0.3523,0.0931,0.0013,1.0339,0.7241
sf3d_only,618,422383/42447275/408621.831/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.6675,135.6901,44.3099,nan,nan,0.3901,0.0846,0.1374,0.9749,0.7289
sf3d_only,619,422383/42447275/408621.931/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.8184,131.9836,48.0164,nan,nan,0.3382,0.0836,0.1278,1.0097,0.6876
sf3d_only,620,422383/42447275/408622.031/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.7708,129.0786,50.9214,nan,nan,0.3985,0.0788,0.1736,0.9196,0.6955
sf3d_only,621,422383/42447275/408622.131/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.7522,130.6095,49.3905,nan,nan,0.4516,0.1035,0.0885,0.8429,0.6546
sf3d_only,622,422383/42447275/408622.231/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.6902,131.2736,48.7264,nan,nan,0.4944,0.0944,0.0665,0.7670,0.6603
sf3d_only,623,422383/42447275/408622.331/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.6826,135.1518,44.8482,nan,nan,0.4763,0.0747,0.2146,0.7510,0.6808
sf3d_only,624,422383/42447275/408623.531/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.7889,103.5730,76.4270,nan,nan,0.3119,0.0651,0.3554,0.5144,0.4396
sf3d_only,625,422383/42447275/408623.730/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.7836,103.7222,76.2778,nan,nan,0.3196,0.0572,0.2811,0.4753,0.4512
sf3d_only,626,422383/42447275/408623.830/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.8086,102.9248,77.0752,nan,nan,0.2707,0.0412,0.3792,0.5318,0.5077
sf3d_only,627,422383/42447275/408623.930/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.8605,99.8610,80.1390,nan,nan,0.3381,0.0581,0.2762,0.4919,0.5289
sf3d_only,628,422383/42447275/408624.030/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.8660,101.8130,78.1870,nan,nan,0.3612,0.0334,0.4027,0.4879,0.5564
sf3d_only,629,422383/42447275/408624.130/807a9798-2c91-4f20-a650-b103b924d95e,1,1,0.9573,17.6657,17.6657,0.0591,0.0712,0.0298,0.0088,0.5912,0.8301,0.3958
sf3d_only,630,422383/42447275/408634.026/77f7e7a9-5f4e-40ce-b10a-bc3f58d731c3,0,0,0.0869,29.6612,29.6612,nan,nan,0.2726,0.0524,0.0000,0.9315,0.1531
sf3d_only,631,422383/42447275/408634.126/77f7e7a9-5f4e-40ce-b10a-bc3f58d731c3,0,0,0.0818,28.2666,28.2666,nan,nan,0.2913,0.0426,0.0000,0.8885,0.1315
sf3d_only,632,422383/42447275/408634.226/77f7e7a9-5f4e-40ce-b10a-bc3f58d731c3,0,0,0.0643,23.8571,23.8571,nan,nan,0.3111,0.0496,0.0000,0.8479,0.1695
sf3d_only,633,422383/42447275/408634.926/339e8967-d520-4928-8daf-bff3ad2f4a72,0,0,0.0458,5.9849,5.9849,nan,nan,0.0853,0.0266,0.3406,0.7685,0.1369
sf3d_only,634,422383/42447275/408635.026/339e8967-d520-4928-8daf-bff3ad2f4a72,0,0,0.0484,5.2751,5.2751,nan,nan,0.0982,0.0224,0.2497,0.7685,0.1760
sf3d_only,635,422383/42447275/408635.126/339e8967-d520-4928-8daf-bff3ad2f4a72,0,0,0.0550,5.8422,5.8422,nan,nan,0.0642,0.0212,0.2459,0.7225,0.1851
sf3d_only,636,422383/42447275/408635.126/39d9fac2-9a6e-478f-90e1-aab579babec7,0,0,0.0504,8.0349,8.0349,nan,nan,0.1653,0.0125,0.3399,0.8945,0.1322
sf3d_only,637,422383/42447275/408635.226/39d9fac2-9a6e-478f-90e1-aab579babec7,0,0,0.0537,12.5235,12.5235,nan,nan,0.1512,0.0153,0.3301,0.8686,0.1432
sf3d_only,638,422383/42447275/408635.326/39d9fac2-9a6e-478f-90e1-aab579babec7,0,0,0.0575,12.2413,12.2413,nan,nan,0.1161,0.0364,0.3183,0.8221,0.1275
sf3d_only,639,422383/42447275/408638.025/9af3926f-d2c5-4508-9c4c-dd438702dac3,1,1,0.8530,15.3278,15.3278,0.9016,0.9084,0.8844,0.7477,0.0000,1.1514,0.1050
sf3d_only,640,422383/42447275/408638.125/9af3926f-d2c5-4508-9c4c-dd438702dac3,1,1,0.7879,20.8763,20.8763,0.9945,1.0021,0.8910,0.7518,0.0000,1.1660,0.1815
sf3d_only,641,422383/42447275/408645.621/9af3926f-d2c5-4508-9c4c-dd438702dac3,1,1,0.9276,13.6568,13.6568,0.1591,0.1957,0.2631,0.3059,0.1802,0.6576,0.2309
sf3d_only,642,422383/42447275/408645.721/9af3926f-d2c5-4508-9c4c-dd438702dac3,1,1,0.9278,17.6493,17.6493,0.2050,0.2248,0.2490,0.2232,0.4289,0.6240,0.2467
sf3d_only,643,422383/42447275/408645.821/9af3926f-d2c5-4508-9c4c-dd438702dac3,1,1,0.9270,14.2567,14.2567,0.2133,0.2224,0.2401,0.1793,0.3653,0.6027,0.2452
