model,object,axis_unsigned_deg,axis_signed_deg,p_rev,radius_m,hinge_offset_frac,z_p
20260913_joint4_decoder_l2anchor_query_w1024,espressomachine/espressomachine,82.040,82.040,0.9571,4.8614,0.0998,5.577
20260913_joint4_decoder_l2anchor_query_w1024,espressomachine/espressomachine,86.855,93.145,0.9524,1.5641,0.1342,2.170
20260913_joint4_decoder_l2anchor_query_w1024,espressomachine/espressomachine,75.900,75.900,0.9596,3.6908,0.1397,4.848
20260913_joint4_decoder_l2anchor_query_w1024,espressomachine/espressomachine,85.093,85.093,0.9575,0.4733,0.1279,3.324
20260913_joint4_decoder_l2anchor_query_w1024,espressomachine/espressomachine,84.327,84.327,0.9568,3.9933,0.1048,4.925
20260913_joint4_decoder_l2anchor_query_w1024,espressomachine/espressomachine,76.779,103.221,0.9523,3.1417,0.1507,0.321
20260913_joint4_decoder_l2anchor_query_w1024,espressomachine/espressomachine,88.716,91.284,0.9536,3.6920,0.1099,4.667
20260913_joint4_decoder_l2anchor_query_w1024,espressomachine/espressomachine,75.727,104.273,0.9494,2.7260,0.1826,0.542
20260913_joint4_decoder_l2anchor_query_w1024,espressomachine/espressomachine,82.576,82.576,0.9579,3.7563,0.1082,5.135
20260913_joint4_decoder_l2anchor_query_w1024,espressomachine/espressomachine,79.517,100.483,0.9533,0.3050,0.1107,3.700
20260913_joint4_decoder_l2anchor_query_w1024,espressomachine/espressomachine,82.272,97.728,0.9511,0.4730,0.1016,3.508
20260913_joint4_decoder_l2anchor_query_w1024,espressomachine/espressomachine,81.210,81.210,0.9558,4.2268,0.1130,5.094
20260913_joint4_decoder_l2anchor_query_w1024,espressomachine/espressomachine,69.539,110.461,0.9519,3.0989,0.1714,0.419
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,7.666,7.666,0.9493,1.7148,0.0645,3.150
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,14.061,14.061,0.9438,1.6056,0.1214,2.002
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,10.648,10.648,0.9526,1.8577,0.0635,3.322
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,17.803,17.803,0.9494,2.1508,0.1147,1.540
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,37.401,37.401,0.9510,0.0912,0.0407,1.626
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,22.564,22.564,0.9473,4.2300,0.1254,0.180
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,15.458,15.458,0.9512,1.6329,0.0928,3.130
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,45.657,45.657,0.9477,1.0645,0.0734,2.455
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,16.583,16.583,0.9518,1.3720,0.0702,2.981
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,15.314,15.314,0.9484,1.5743,0.1181,1.852
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,19.194,19.194,0.9487,1.3588,0.0840,2.946
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,77.565,77.565,0.9502,1.6416,0.1864,1.760
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,7.148,7.148,0.9512,1.4718,0.0893,2.954
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,6.661,6.661,0.9415,1.9465,0.1541,1.705
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,33.987,33.987,0.9509,0.9331,0.0371,2.505
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,15.978,15.978,0.9451,2.3539,0.1319,1.493
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,8.953,8.953,0.9514,1.3692,0.1010,2.906
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,51.928,51.928,0.9472,1.2571,0.1186,2.297
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,6.951,6.951,0.9515,0.9977,0.0506,2.622
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,47.178,47.178,0.9500,1.2903,0.0083,2.284
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,15.511,15.511,0.9503,1.6665,0.0551,3.180
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,20.978,20.978,0.9466,2.1464,0.1122,1.587
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,29.323,29.323,0.9472,1.2771,0.0737,2.880
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,58.836,58.836,0.9548,2.3046,0.1134,1.233
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,14.878,14.878,0.9499,1.4877,0.1053,3.030
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,48.163,48.163,0.9504,1.0762,0.0185,2.250
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,10.758,10.758,0.9511,1.3328,0.0754,2.806
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,43.746,43.746,0.9527,1.4393,0.0717,2.088
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,5.058,5.058,0.9458,1.7450,0.1062,3.073
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,33.794,33.794,0.9482,1.4307,0.0779,2.087
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,24.159,24.159,0.9462,0.9708,0.0497,2.547
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,57.479,57.479,0.9477,1.0675,0.1081,2.566
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,12.084,12.084,0.9503,1.7003,0.0464,3.087
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,64.320,64.320,0.9563,1.8994,0.1287,1.625
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,88.534,88.534,0.9535,0.3127,0.2177,1.208
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,70.648,70.648,0.9502,0.5077,0.1281,1.221
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,30.181,30.181,0.9517,0.3176,0.1787,1.173
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,86.501,93.499,0.9399,0.2096,0.1386,1.376
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,24.956,24.956,0.9510,0.3010,0.2125,1.117
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,74.962,74.962,0.9532,0.2077,0.0749,1.121
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,60.881,119.119,0.9387,0.7988,0.0622,0.834
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,20.428,20.428,0.9496,0.1579,0.0991,1.505
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,70.367,109.633,0.9437,0.3563,0.1409,1.433
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,19.849,19.849,0.9497,0.2047,0.1514,1.417
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,45.198,45.198,0.9528,0.1946,0.1664,1.364
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,36.956,36.956,0.9477,0.2576,0.1476,1.269
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,39.318,39.318,0.9478,0.1962,0.1554,1.569
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,41.537,41.537,0.9496,0.2619,0.1524,1.257
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,89.073,90.927,0.9447,0.7702,0.1178,1.262
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,40.533,40.533,0.9520,0.2485,0.1220,1.176
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,46.270,46.270,0.9515,0.1891,0.1058,1.286
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,32.744,32.744,0.9448,0.2478,0.1913,1.440
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,29.289,29.289,0.9504,0.1768,0.1354,1.582
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,89.655,90.345,0.9453,0.1976,0.1322,1.649
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,31.152,31.152,0.9514,0.1892,0.1640,1.355
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,37.761,37.761,0.9504,0.2638,0.1731,1.283
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,32.213,32.213,0.9516,0.2440,0.1642,1.221
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,30.583,30.583,0.9523,0.1660,0.1167,1.601
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,41.661,41.661,0.9513,0.2110,0.1650,1.178
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,30.619,30.619,0.9505,0.2652,0.1678,1.288
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,33.055,33.055,0.9489,0.2479,0.1685,1.393
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,72.430,107.570,0.9463,0.4681,0.0677,1.262
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,24.897,24.897,0.9545,0.2330,0.1736,1.182
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,28.770,28.770,0.9454,0.2337,0.1412,1.426
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,30.248,30.248,0.9537,0.2556,0.1740,1.126
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,35.575,35.575,0.9490,0.3163,0.1642,1.244
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,40.504,40.504,0.9520,0.2207,0.1735,1.433
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,34.387,34.387,0.9543,0.1383,0.1242,1.406
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,41.936,41.936,0.9561,0.2482,0.1371,1.224
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,71.784,108.216,0.9477,0.4486,0.0042,1.068
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,31.281,31.281,0.9503,0.1550,0.1310,1.330
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,29.055,29.055,0.9499,0.1288,0.0925,1.454
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,89.561,89.561,0.9444,0.6642,0.0028,1.218
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,28.513,28.513,0.9520,0.2313,0.0959,1.189
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,63.649,63.649,0.9430,0.6692,0.0922,1.151
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,37.114,37.114,0.9510,0.2928,0.1607,1.196
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,48.059,48.059,0.9538,0.1317,0.0495,1.367
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,88.877,88.877,0.9483,0.3185,0.0054,1.411
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,49.700,49.700,0.9533,0.1051,0.0621,1.370
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,43.892,43.892,0.9503,0.0648,0.0666,1.419
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,42.843,42.843,0.9469,0.1452,0.1334,1.503
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,80.293,80.293,0.9522,0.7557,0.0806,1.127
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,80.769,80.769,0.9491,0.2390,0.2075,1.171
