model,object,axis_unsigned_deg,axis_signed_deg,p_rev,radius_m,hinge_offset_frac,z_p
20260913_joint4_decoder_l2anchor_query,phone/phone,30.097,30.097,0.9575,1.3250,0.1493,1.310
20260913_joint4_decoder_l2anchor_query,phone/phone,17.319,17.319,0.9368,1.4949,0.1745,2.994
20260913_joint4_decoder_l2anchor_query,phone/phone,7.409,7.409,0.9561,2.5344,0.0396,0.563
20260913_joint4_decoder_l2anchor_query,phone/phone,13.284,13.284,0.9409,2.0667,0.1923,3.298
20260913_joint4_decoder_l2anchor_query,phone/phone,28.002,28.002,0.9588,0.5528,0.0305,1.876
20260913_joint4_decoder_l2anchor_query,phone/phone,23.131,23.131,0.9585,0.5240,0.0867,1.900
20260913_joint4_decoder_l2anchor_query,phone/phone,31.169,31.169,0.9607,1.7849,0.1163,0.961
20260913_joint4_decoder_l2anchor_query,phone/phone,14.976,14.976,0.9358,1.8708,0.1663,3.099
20260913_joint4_decoder_l2anchor_query,phone/phone,74.870,74.870,0.9588,1.4233,0.1186,1.248
20260913_joint4_decoder_l2anchor_query,phone/phone,18.057,18.057,0.9480,1.9926,0.1571,3.226
20260913_joint4_decoder_l2anchor_query,phone/phone,22.541,22.541,0.9582,0.9860,0.0335,1.439
20260913_joint4_decoder_l2anchor_query,phone/phone,16.647,16.647,0.9458,2.0006,0.2051,3.272
20260913_joint4_decoder_l2anchor_query,phone/phone,7.228,7.228,0.9528,1.4433,0.0128,1.175
20260913_joint4_decoder_l2anchor_query,phone/phone,7.572,7.572,0.9447,2.0189,0.1742,3.251
20260913_joint4_decoder_l2anchor_query,phone/phone,34.621,34.621,0.9591,0.9020,0.0540,1.761
20260913_joint4_decoder_l2anchor_query,phone/phone,12.194,12.194,0.9510,1.5296,0.1673,2.828
20260913_joint4_decoder_l2anchor_query,phone/phone,45.679,45.679,0.9603,1.2912,0.2531,1.351
20260913_joint4_decoder_l2anchor_query,phone/phone,15.141,15.141,0.9555,0.9874,0.0158,2.376
20260913_joint4_decoder_l2anchor_query,phone/phone,4.618,4.618,0.9593,1.4924,0.0533,1.298
20260913_joint4_decoder_l2anchor_query,phone/phone,33.019,33.019,0.9437,1.4429,0.1405,2.948
20260913_joint4_decoder_l2anchor_query,phone/phone,58.087,58.087,0.9575,1.2785,0.0388,1.286
20260913_joint4_decoder_l2anchor_query,phone/phone,9.051,9.051,0.9498,1.9690,0.1457,3.156
20260913_joint4_decoder_l2anchor_query,phone/phone,39.952,39.952,0.9593,0.9792,0.1744,1.434
20260913_joint4_decoder_l2anchor_query,phone/phone,10.715,10.715,0.9450,1.1370,0.0044,2.533
20260913_joint4_decoder_l2anchor_query,phone/phone,65.179,65.179,0.9613,1.3500,0.0142,1.375
20260913_joint4_decoder_l2anchor_query,phone/phone,15.391,15.391,0.9510,2.1845,0.1419,3.189
20260913_joint4_decoder_l2anchor_query,phone/phone,19.925,19.925,0.9565,0.8664,0.0248,1.708
20260913_joint4_decoder_l2anchor_query,phone/phone,19.587,19.587,0.9474,1.9056,0.2216,3.120
20260913_joint4_decoder_l2anchor_query,phone/phone,54.630,54.630,0.9573,0.5717,0.1025,2.245
20260913_joint4_decoder_l2anchor_query,phone/phone,8.623,8.623,0.9510,1.1687,0.0804,2.608
20260913_joint4_decoder_l2anchor_query,phone/phone,72.424,72.424,0.9543,0.9422,0.0211,1.461
20260913_joint4_decoder_l2anchor_query,scissors/scissors,56.696,123.304,0.9542,0.1111,0.1531,1.687
20260913_joint4_decoder_l2anchor_query,scissors/scissors,44.020,44.020,0.9454,0.5645,0.0356,1.200
20260913_joint4_decoder_l2anchor_query,scissors/scissors,28.167,28.167,0.9522,0.3249,0.1186,1.349
20260913_joint4_decoder_l2anchor_query,scissors/scissors,18.307,18.307,0.9539,1.2106,0.0530,0.510
20260913_joint4_decoder_l2anchor_query,scissors/scissors,26.848,26.848,0.9525,0.3146,0.0822,1.518
20260913_joint4_decoder_l2anchor_query,scissors/scissors,88.842,88.842,0.9597,0.4587,0.2085,1.734
20260913_joint4_decoder_l2anchor_query,scissors/scissors,70.958,109.042,0.9611,0.3696,0.1977,2.193
20260913_joint4_decoder_l2anchor_query,scissors/scissors,74.761,74.761,0.9581,0.4329,0.2194,1.568
20260913_joint4_decoder_l2anchor_query,scissors/scissors,46.190,46.190,0.9555,0.0857,0.1211,1.757
20260913_joint4_decoder_l2anchor_query,scissors/scissors,13.146,13.146,0.9534,0.0572,0.1084,1.626
20260913_joint4_decoder_l2anchor_query,scissors/scissors,68.930,68.930,0.9482,0.4752,0.0005,1.521
20260913_joint4_decoder_l2anchor_query,scissors/scissors,45.430,45.430,0.9490,0.2949,0.0047,1.499
20260913_joint4_decoder_l2anchor_query,scissors/scissors,34.821,34.821,0.9586,0.0286,0.0239,1.630
20260913_joint4_decoder_l2anchor_query,scissors/scissors,7.702,7.702,0.9550,0.0747,0.2087,1.429
20260913_joint4_decoder_l2anchor_query,scissors/scissors,47.781,47.781,0.9477,0.3898,0.0091,1.417
20260913_joint4_decoder_l2anchor_query,scissors/scissors,24.144,24.144,0.9545,0.4210,0.0003,1.218
20260913_joint4_decoder_l2anchor_query,scissors/scissors,29.282,29.282,0.9519,0.6286,0.0738,1.224
20260913_joint4_decoder_l2anchor_query,scissors/scissors,40.477,40.477,0.9489,0.3904,0.0639,1.430
20260913_joint4_decoder_l2anchor_query,scissors/scissors,33.535,33.535,0.9531,0.1071,0.0319,1.655
20260913_joint4_decoder_l2anchor_query,scissors/scissors,47.778,47.778,0.9566,0.9255,0.0791,0.874
20260913_joint4_decoder_l2anchor_query,scissors/scissors,37.271,37.271,0.9516,0.3487,0.0747,1.628
20260913_joint4_decoder_l2anchor_query,scissors/scissors,29.945,29.945,0.9535,0.4397,0.1549,1.381
20260913_joint4_decoder_l2anchor_query,scissors/scissors,25.673,25.673,0.9503,0.4176,0.0478,1.591
20260913_joint4_decoder_l2anchor_query,scissors/scissors,28.220,28.220,0.9573,0.1490,0.0258,1.563
20260913_joint4_decoder_l2anchor_query,scissors/scissors,86.187,93.813,0.9540,0.1284,0.1012,1.425
20260913_joint4_decoder_l2anchor_query,scissors/scissors,27.083,27.083,0.9532,0.3137,0.0416,1.471
20260913_joint4_decoder_l2anchor_query,scissors/scissors,37.733,37.733,0.9469,0.1745,0.1049,1.705
20260913_joint4_decoder_l2anchor_query,scissors/scissors,27.245,27.245,0.9396,0.3875,0.0122,1.426
20260913_joint4_decoder_l2anchor_query,scissors/scissors,45.095,45.095,0.9555,0.2766,0.0996,1.353
20260913_joint4_decoder_l2anchor_query,scissors/scissors,16.170,16.170,0.9535,0.1145,0.0589,1.565
20260913_joint4_decoder_l2anchor_query,scissors/scissors,47.743,47.743,0.9557,0.3926,0.0306,1.241
20260913_joint4_decoder_l2anchor_query,scissors/scissors,31.765,31.765,0.9522,0.2611,0.0164,1.418
20260913_joint4_decoder_l2anchor_query,scissors/scissors,13.995,13.995,0.9560,0.1475,0.0036,1.572
20260913_joint4_decoder_l2anchor_query,scissors/scissors,57.280,57.280,0.9574,0.3427,0.0971,1.587
20260913_joint4_decoder_l2anchor_query,scissors/scissors,43.772,43.772,0.9583,0.4360,0.0621,1.667
20260913_joint4_decoder_l2anchor_query,scissors/scissors,69.806,69.806,0.9533,0.2073,0.1396,1.634
20260913_joint4_decoder_l2anchor_query,scissors/scissors,51.266,51.266,0.9566,0.2244,0.0788,1.465
20260913_joint4_decoder_l2anchor_query,scissors/scissors,39.793,39.793,0.9579,0.3687,0.1296,1.649
20260913_joint4_decoder_l2anchor_query,scissors/scissors,69.661,69.661,0.9504,1.6866,0.1109,0.199
20260913_joint4_decoder_l2anchor_query,scissors/scissors,55.834,55.834,0.9584,0.2744,0.1360,1.456
20260913_joint4_decoder_l2anchor_query,scissors/scissors,47.463,47.463,0.9554,1.1854,0.0648,0.665
20260913_joint4_decoder_l2anchor_query,scissors/scissors,58.035,58.035,0.9553,0.3471,0.0870,1.656
20260913_joint4_decoder_l2anchor_query,scissors/scissors,80.217,99.783,0.9582,0.2977,0.1170,1.819
20260913_joint4_decoder_l2anchor_query,scissors/scissors,77.898,77.898,0.9617,0.4554,0.1398,2.098
20260913_joint4_decoder_l2anchor_query,scissors/scissors,84.929,95.071,0.9563,0.2589,0.1350,1.830
20260913_joint4_decoder_l2anchor_query,scissors/scissors,87.719,87.719,0.9582,0.2150,0.0127,1.681
20260913_joint4_decoder_l2anchor_query,scissors/scissors,88.789,88.789,0.9545,0.3307,0.1236,1.401
20260913_joint4_decoder_l2anchor_query,scissors/scissors,54.458,54.458,0.9452,0.5233,0.0769,1.285
20260913_joint4_decoder_l2anchor_query,scissors/scissors,24.033,155.967,0.9639,0.2209,0.1752,1.315
