model,source,key,gt_type,p_rev,type_ok,point_err,end_err,disp_err,gt_len,mask_iou
depth,hoi4d,ZY20210800002_H2_C6_N21/S246_s01_T2_w0_f047,1,0.9432,1,0.02066,0.04758,0.04796,0.19668,0.6629
depth,hoi4d,ZY20210800002_H2_C6_N21/S246_s01_T2_w1_f079,1,0.9467,1,0.00975,0.03639,0.02685,0.18902,0.6908
depth,hoi4d,ZY20210800002_H2_C6_N21/S246_s01_T2_w2_f166,1,0.9432,1,0.00943,0.05580,0.06057,0.20171,0.6776
depth,hoi4d,ZY20210800002_H2_C6_N21/S43_s02_T1_w0_f033,1,0.9471,1,0.01148,0.02995,0.01948,0.09229,0.6968
depth,hoi4d,ZY20210800002_H2_C6_N21/S43_s02_T1_w1_f097,1,0.9434,1,0.01873,0.02299,0.04142,0.10879,0.6897
depth,hoi4d,ZY20210800002_H2_C6_N21/S43_s02_T1_w2_f172,1,0.9445,1,0.00403,0.02631,0.02970,0.11646,0.7146
depth,hoi4d,ZY20210800002_H2_C6_N21/S43_s02_T1_w3_f226,1,0.9441,1,0.01207,0.04877,0.06057,0.12412,0.6485
depth,hoi4d,ZY20210800002_H2_C6_N33/S246_s04_T3_w2_f104,1,0.9450,1,0.01279,0.04356,0.03159,0.18682,0.6673
depth,hoi4d,ZY20210800002_H2_C6_N33/S246_s04_T3_w3_f200,1,0.9448,1,0.01216,0.05883,0.04890,0.25747,0.7809
depth,hoi4d,ZY20210800002_H2_C6_N33/S246_s04_T3_w4_f238,1,0.9438,1,0.02320,0.05293,0.03478,0.23572,0.6819
depth,hoi4d,ZY20210800003_H3_C14_N30/S334_s01_T1_w0_f049,1,0.9325,1,0.01536,0.04052,0.02729,0.04349,0.5185
depth,hoi4d,ZY20210800003_H3_C14_N30/S334_s01_T1_w1_f072,1,0.9541,1,0.01416,0.00947,0.02041,0.02553,0.3131
depth,hoi4d,ZY20210800003_H3_C14_N30/S334_s01_T1_w2_f181,1,0.9278,1,0.01539,0.04145,0.04125,0.06985,0.6308
depth,hoi4d,ZY20210800003_H3_C14_N30/S334_s01_T1_w3_f230,1,0.9424,1,0.00959,0.01887,0.02592,0.02893,0.4382
depth,hoi4d,ZY20210800003_H3_C14_N30/S334_s03_T2_w0_f052,1,0.9380,1,0.01811,0.02503,0.00696,0.02822,0.4579
depth,hoi4d,ZY20210800003_H3_C14_N30/S334_s03_T2_w1_f072,1,0.9340,1,0.00849,0.02016,0.01584,0.02032,0.4338
depth,hoi4d,ZY20210800003_H3_C14_N35/S166_s03_T1_w0_f055,1,0.9514,1,0.00914,0.02607,0.02337,0.11437,0.6995
depth,hoi4d,ZY20210800003_H3_C14_N35/S166_s03_T1_w1_f102,1,0.9244,1,0.00833,0.02582,0.01773,0.07074,0.5950
depth,hoi4d,ZY20210800003_H3_C14_N35/S166_s03_T1_w2_f205,1,0.9435,1,0.00984,0.02183,0.02181,0.08164,0.6907
depth,hoi4d,ZY20210800003_H3_C14_N35/S166_s03_T1_w3_f236,1,0.9338,1,0.03114,0.06089,0.03148,0.07592,0.3954
depth,hoi4d,ZY20210800003_H3_C14_N35/S207_s03_T2_w0_f044,1,0.9394,1,0.01176,0.04838,0.04208,0.06423,0.4312
depth,hoi4d,ZY20210800003_H3_C14_N35/S207_s03_T2_w1_f060,1,0.9231,1,0.00929,0.06995,0.06976,0.11273,0.3144
depth,hoi4d,ZY20210800003_H3_C14_N35/S207_s03_T2_w4_f186,1,0.9267,1,0.01075,0.02476,0.01640,0.10940,0.3272
depth,hoi4d,ZY20210800003_H3_C14_N36/S334_s02_T1_w0_f045,1,0.9449,1,0.00819,0.05272,0.06022,0.07164,0.4418
depth,hoi4d,ZY20210800003_H3_C14_N36/S334_s02_T1_w1_f091,1,0.9477,1,0.01409,0.02863,0.01977,0.02912,0.3944
depth,hoi4d,ZY20210800003_H3_C14_N36/S334_s02_T1_w2_f192,1,0.9403,1,0.01180,0.04917,0.04628,0.06513,0.6390
depth,hoi4d,ZY20210800003_H3_C14_N36/S334_s02_T1_w3_f236,1,0.9426,1,0.00964,0.01688,0.01086,0.01728,0.3824
depth,hoi4d,ZY20210800003_H3_C14_N36/S334_s03_T2_w0_f039,1,0.9507,1,0.00490,0.01695,0.02185,0.05366,0.4667
depth,hoi4d,ZY20210800003_H3_C14_N36/S334_s03_T2_w1_f060,1,0.9409,1,0.00593,0.01919,0.01329,0.01881,0.3924
depth,hoi4d,ZY20210800003_H3_C14_N36/S334_s03_T2_w2_f134,1,0.9422,1,0.01305,0.01276,0.01867,0.05857,0.5979
depth,hoi4d,ZY20210800003_H3_C17_N08/S167_s02_T2_w1_f052,1,0.9309,1,0.02125,0.09746,0.10503,0.37891,0.1081
depth,hoi4d,ZY20210800003_H3_C17_N08/S167_s02_T2_w2_f086,1,0.9439,1,0.03362,0.01181,0.04508,0.30410,0.0796
depth,hoi4d,ZY20210800003_H3_C17_N08/S167_s02_T2_w5_f186,1,0.9433,1,0.01596,0.07221,0.08781,0.35542,0.1816
depth,hoi4d,ZY20210800003_H3_C17_N08/S167_s02_T2_w6_f214,1,0.9496,1,0.01689,0.03275,0.02307,0.26927,0.0000
depth,hoi4d,ZY20210800003_H3_C17_N25/S171_s02_T3_w2_f119,0,0.0501,1,0.01547,0.02043,0.03093,0.04731,0.0000
depth,hoi4d,ZY20210800003_H3_C17_N25/S171_s02_T3_w3_f130,0,0.0481,1,0.01914,0.00455,0.01842,0.02712,0.3092
depth,hoi4d,ZY20210800003_H3_C17_N64/S264_s04_T2_w1_f053,1,0.9532,1,0.02362,0.15483,0.13179,0.20968,0.0000
depth,hoi4d,ZY20210800003_H3_C17_N64/S264_s04_T2_w2_f080,1,0.9501,1,0.02363,0.03455,0.05794,0.27257,0.0289
depth,hoi4d,ZY20210800003_H3_C17_N64/S264_s04_T2_w5_f189,1,0.9468,1,0.06900,0.10193,0.04700,0.21817,0.0000
depth,hoi4d,ZY20210800003_H3_C17_N64/S264_s04_T2_w6_f211,1,0.9468,1,0.03616,0.01607,0.02729,0.30451,0.0005
depth,hoi4d,ZY20210800003_H3_C17_N64/S266_s02_T3_w2_f116,0,0.0451,1,0.01228,0.02584,0.03642,0.07787,0.3783
depth,hoi4d,ZY20210800003_H3_C17_N64/S266_s02_T3_w6_f246,0,0.0478,1,0.01252,0.00629,0.01025,0.05404,0.3747
depth,hoi4d,ZY20210800003_H3_C17_N69/S264_s05_T2_w1_f052,1,0.9516,1,0.11145,0.25822,0.14681,0.26643,0.4520
depth,hoi4d,ZY20210800003_H3_C17_N69/S264_s05_T2_w2_f072,1,0.9510,1,0.33140,0.21216,0.14161,0.29893,0.4780
depth,hoi4d,ZY20210800003_H3_C17_N69/S264_s05_T2_w5_f178,1,0.9559,1,0.09505,0.25090,0.16196,0.21648,0.3349
depth,hoi4d,ZY20210800003_H3_C17_N69/S264_s05_T2_w6_f196,1,0.9491,1,0.34642,0.22776,0.13244,0.28001,0.3208
depth,hoi4d,ZY20210800003_H3_C17_N69/S266_s03_T3_w4_f251,0,0.0449,1,0.01803,0.01451,0.01442,0.03713,0.5892
depth,hoi4d,ZY20210800003_H3_C17_N69/S266_s03_T3_w6_f245,0,0.0513,1,0.01955,0.02180,0.01958,0.04386,0.0250
depth,hoi4d,ZY20210800003_H3_C1_N03/S86_s02_T2_w0_f039,0,0.0522,1,0.01526,0.01084,0.01283,0.10655,0.5598
depth,hoi4d,ZY20210800003_H3_C1_N03/S86_s02_T2_w1_f126,0,0.0449,1,0.01011,0.06401,0.05419,0.16905,0.1533
depth,hoi4d,ZY20210800003_H3_C1_N03/S86_s02_T2_w2_f205,0,0.0464,1,0.01511,0.04387,0.05253,0.07059,0.6308
depth,hoi4d,ZY20210800003_H3_C1_N03/S86_s02_T2_w3_f251,0,0.0463,1,0.02403,0.03659,0.01300,0.05251,0.7382
depth,hoi4d,ZY20210800003_H3_C1_N28/S90_s03_T2_w0_f023,0,0.0508,1,0.07089,0.15975,0.09014,0.12292,0.5579
depth,hoi4d,ZY20210800003_H3_C1_N28/S90_s03_T2_w1_f093,0,0.0466,1,0.04093,0.14958,0.17933,0.30829,0.5383
depth,hoi4d,ZY20210800003_H3_C1_N28/S90_s03_T2_w2_f169,0,0.0541,1,0.06992,0.11104,0.06099,0.06168,0.5744
depth,hoi4d,ZY20210800003_H3_C1_N28/S90_s03_T2_w3_f212,0,0.0428,1,0.04250,0.01873,0.06111,0.04094,0.4546
depth,hoi4d,ZY20210800003_H3_C3_N24/S277_s05_T2_w2_f178,1,0.9488,1,0.01262,0.03053,0.02639,0.13921,0.4808
depth,hoi4d,ZY20210800003_H3_C3_N24/S277_s05_T2_w3_f214,1,0.9410,1,0.00813,0.04171,0.03812,0.15335,0.7310
depth,hoi4d,ZY20210800003_H3_C3_N24/S277_s05_T2_w4_f236,1,0.9429,1,0.00806,0.02394,0.02958,0.29315,0.6468
depth,hoi4d,ZY20210800003_H3_C3_N26/S279_s01_T2_w2_f189,1,0.9368,1,0.01825,0.01142,0.02047,0.11765,0.8862
depth,hoi4d,ZY20210800003_H3_C3_N26/S279_s01_T2_w3_f220,1,0.9411,1,0.01093,0.02401,0.01408,0.14159,0.6983
depth,hoi4d,ZY20210800003_H3_C3_N26/S279_s01_T2_w4_f239,1,0.9426,1,0.00714,0.03105,0.03742,0.29691,0.7594
depth,hoi4d,ZY20210800003_H3_C3_N26/S282_s02_T2_w2_f189,1,0.9405,1,0.02492,0.00869,0.02341,0.11755,0.6497
depth,hoi4d,ZY20210800003_H3_C3_N26/S282_s02_T2_w3_f224,1,0.9446,1,0.02731,0.05162,0.02694,0.13990,0.6674
depth,hoi4d,ZY20210800003_H3_C3_N26/S282_s02_T2_w4_f239,1,0.9403,1,0.00901,0.00853,0.01312,0.30397,0.6851
depth,hoi4d,ZY20210800003_H3_C3_N31/S279_s02_T2_w2_f186,1,0.9394,1,0.00924,0.00657,0.00318,0.14503,0.8877
depth,hoi4d,ZY20210800003_H3_C3_N31/S279_s02_T2_w3_f219,1,0.9361,1,0.00828,0.03307,0.03586,0.13265,0.7914
depth,hoi4d,ZY20210800003_H3_C3_N31/S279_s02_T2_w4_f235,1,0.9460,1,0.00565,0.03482,0.03531,0.30406,0.6075
depth,hoi4d,ZY20210800003_H3_C3_N31/S282_s03_T2_w2_f178,1,0.9437,1,0.00605,0.01178,0.00586,0.10819,0.8469
depth,hoi4d,ZY20210800003_H3_C3_N31/S282_s03_T2_w3_f210,1,0.9372,1,0.00836,0.00375,0.01076,0.16666,0.7757
depth,hoi4d,ZY20210800003_H3_C3_N31/S282_s03_T2_w4_f228,1,0.9450,1,0.00777,0.03722,0.03900,0.31168,0.5796
depth,hoi4d,ZY20210800003_H3_C3_N34/S279_s03_T2_w2_f176,1,0.9491,1,0.02315,0.01921,0.01336,0.11578,0.8134
depth,hoi4d,ZY20210800003_H3_C3_N34/S279_s03_T2_w3_f203,1,0.9390,1,0.01756,0.03359,0.05114,0.20302,0.6685
depth,hoi4d,ZY20210800003_H3_C3_N34/S279_s03_T2_w4_f224,1,0.9468,1,0.00978,0.02913,0.03883,0.34715,0.6105
depth,hoi4d,ZY20210800003_H3_C3_N34/S282_s04_T2_w2_f197,1,0.9437,1,0.03807,0.06150,0.02368,0.11908,0.7720
depth,hoi4d,ZY20210800003_H3_C3_N34/S282_s04_T2_w3_f229,1,0.9425,1,0.02197,0.06824,0.05712,0.21217,0.7150
depth,hoi4d,ZY20210800003_H3_C3_N34/S282_s04_T2_w4_f246,1,0.9515,1,0.00743,0.03189,0.03849,0.27090,0.4683
depth,hoi4d,ZY20210800003_H3_C4_N05/S50_s01_T3_w1_f086,0,0.0477,1,0.00740,0.10913,0.10326,0.11454,0.3778
depth,hoi4d,ZY20210800003_H3_C4_N05/S50_s01_T3_w3_f214,0,0.0482,1,0.02185,0.00969,0.02980,0.12992,0.3696
depth,hoi4d,ZY20210800003_H3_C4_N05/S50_s01_T4_w2_f140,0,0.0544,1,0.00656,0.01641,0.01624,0.08394,0.7164
depth,hoi4d,ZY20210800003_H3_C4_N45/S48_s03_T1_w0_f037,0,0.0583,1,0.02246,0.01854,0.03308,0.13796,0.6212
depth,hoi4d,ZY20210800003_H3_C4_N45/S48_s03_T1_w1_f087,0,0.0495,1,0.02501,0.03578,0.04350,0.12248,0.5898
depth,hoi4d,ZY20210800003_H3_C4_N45/S48_s03_T1_w2_f157,0,0.0531,1,0.01421,0.05320,0.04115,0.12312,0.6596
depth,hoi4d,ZY20210800003_H3_C4_N45/S48_s03_T1_w3_f208,0,0.0525,1,0.01030,0.07680,0.07586,0.12068,0.5788
depth,hoi4d,ZY20210800003_H3_C4_N45/S48_s03_T2_w0_f055,0,0.0502,1,0.01752,0.01181,0.01475,0.18063,0.1207
depth,hoi4d,ZY20210800003_H3_C4_N45/S48_s03_T2_w1_f105,0,0.0531,1,0.01097,0.04048,0.03204,0.18469,0.6469
depth,hoi4d,ZY20210800003_H3_C4_N45/S48_s03_T2_w2_f181,0,0.0489,1,0.01225,0.01533,0.01885,0.17410,0.1299
depth,hoi4d,ZY20210800003_H3_C4_N45/S48_s03_T2_w3_f226,0,0.0547,1,0.00821,0.06526,0.05798,0.16655,0.6595
depth,hoi4d,ZY20210800004_H4_C14_N14/S174_s03_T1_w0_f078,0,0.0541,1,0.03297,0.01738,0.02098,0.04235,0.6257
depth,hoi4d,ZY20210800004_H4_C14_N14/S174_s03_T1_w1_f089,1,0.9293,1,0.02044,0.11081,0.12661,0.30732,0.7454
depth,hoi4d,ZY20210800004_H4_C14_N14/S174_s03_T1_w2_f120,1,0.9440,1,0.00861,0.02401,0.03254,0.20258,0.4962
depth,hoi4d,ZY20210800004_H4_C14_N14/S174_s03_T1_w3_f214,0,0.0511,1,0.01740,0.02225,0.00868,0.05298,0.7656
depth,hoi4d,ZY20210800004_H4_C14_N14/S174_s03_T1_w4_f225,1,0.9444,1,0.02295,0.01278,0.01652,0.14019,0.7692
depth,hoi4d,ZY20210800004_H4_C14_N14/S174_s03_T1_w5_f240,1,0.9444,1,0.02554,0.02838,0.03788,0.14601,0.5272
depth,hoi4d,ZY20210800004_H4_C14_N14/S210_s04_T2_w0_f040,0,0.0526,1,0.00771,0.01075,0.01751,0.03870,0.8484
depth,hoi4d,ZY20210800004_H4_C14_N14/S210_s04_T2_w1_f051,1,0.9428,1,0.01071,0.02094,0.02133,0.14655,0.7647
depth,hoi4d,ZY20210800004_H4_C14_N14/S210_s04_T2_w2_f065,1,0.9329,1,0.01034,0.05597,0.06559,0.17550,0.0000
depth,hoi4d,ZY20210800004_H4_C14_N14/S210_s04_T2_w3_f135,0,0.0518,1,0.00518,0.03090,0.02701,0.04841,0.7503
depth,hoi4d,ZY20210800004_H4_C14_N14/S210_s04_T2_w4_f145,1,0.9427,1,0.01389,0.00850,0.01186,0.15716,0.7916
depth,hoi4d,ZY20210800004_H4_C14_N24/S211_s01_T2_w0_f050,0,0.0515,1,0.00204,0.01199,0.01027,0.03677,0.7764
depth,hoi4d,ZY20210800004_H4_C14_N24/S211_s01_T2_w1_f060,1,0.9412,1,0.01757,0.03790,0.04786,0.23324,0.8369
depth,hoi4d,ZY20210800004_H4_C14_N24/S211_s01_T2_w2_f078,1,0.9413,1,0.00958,0.01965,0.01370,0.26693,0.7484
depth,hoi4d,ZY20210800004_H4_C14_N24/S211_s01_T2_w3_f155,0,0.0544,1,0.01122,0.00640,0.01641,0.03810,0.7751
depth,hoi4d,ZY20210800004_H4_C14_N24/S211_s01_T2_w4_f164,1,0.9350,1,0.03224,0.06180,0.04642,0.23716,0.8138
depth,hoi4d,ZY20210800004_H4_C14_N30/S335_s01_T1_w0_f054,1,0.9334,1,0.00790,0.05054,0.05465,0.04996,0.6746
depth,hoi4d,ZY20210800004_H4_C14_N30/S335_s01_T1_w1_f074,1,0.9393,1,0.00827,0.01528,0.00708,0.02746,0.1049
depth,hoi4d,ZY20210800004_H4_C14_N30/S335_s01_T1_w2_f189,1,0.9187,1,0.01187,0.06778,0.07848,0.07153,0.4392
depth,hoi4d,ZY20210800004_H4_C14_N30/S335_s01_T1_w3_f208,1,0.9382,1,0.01750,0.01272,0.02648,0.04715,0.3511
depth,hoi4d,ZY20210800004_H4_C14_N30/S335_s02_T2_w0_f060,1,0.9458,1,0.02169,0.01644,0.02306,0.06702,0.5545
depth,hoi4d,ZY20210800004_H4_C14_N30/S335_s02_T2_w1_f078,1,0.9344,1,0.00617,0.01944,0.01350,0.06397,0.4581
depth,hoi4d,ZY20210800004_H4_C14_N30/S335_s02_T2_w4_f240,1,0.9262,1,0.01819,0.02049,0.01720,0.04365,0.5301
depth,hoi4d,ZY20210800004_H4_C14_N34/S177_s03_T1_w0_f065,1,0.9482,1,0.01686,0.04249,0.02619,0.08836,0.6072
depth,hoi4d,ZY20210800004_H4_C14_N34/S177_s03_T1_w1_f093,1,0.9450,1,0.01588,0.02586,0.01057,0.08657,0.0000
depth,hoi4d,ZY20210800004_H4_C14_N34/S177_s03_T1_w2_f195,1,0.9357,1,0.01171,0.04557,0.03791,0.10015,0.6669
depth,hoi4d,ZY20210800004_H4_C14_N34/S177_s03_T1_w3_f217,1,0.9355,1,0.01999,0.01317,0.00754,0.08847,0.4997
depth,hoi4d,ZY20210800004_H4_C14_N34/S211_s03_T2_w0_f045,1,0.9195,1,0.02432,0.01587,0.03884,0.10233,0.5567
depth,hoi4d,ZY20210800004_H4_C14_N34/S211_s03_T2_w1_f070,1,0.9236,1,0.02607,0.02789,0.01908,0.09766,0.3772
depth,hoi4d,ZY20210800004_H4_C14_N34/S211_s03_T2_w2_f158,1,0.9402,1,0.01811,0.03255,0.01654,0.13782,0.6089
depth,hoi4d,ZY20210800004_H4_C17_N16/S190_s04_T2_w2_f093,1,0.9496,1,0.00318,0.04470,0.04309,0.33542,0.0000
depth,hoi4d,ZY20210800004_H4_C17_N16/S190_s04_T2_w6_f230,1,0.9462,1,0.01369,0.02682,0.02326,0.40418,0.4822
depth,hoi4d,ZY20210800004_H4_C17_N18/S190_s05_T2_w1_f051,1,0.9395,1,0.02565,0.12635,0.13524,0.34064,0.2457
depth,hoi4d,ZY20210800004_H4_C17_N18/S190_s05_T2_w2_f093,1,0.9571,1,0.01819,0.06383,0.07363,0.31866,0.0000
depth,hoi4d,ZY20210800004_H4_C17_N18/S190_s05_T2_w5_f197,1,0.9496,1,0.01396,0.05203,0.04090,0.31572,0.1754
depth,hoi4d,ZY20210800004_H4_C17_N18/S190_s05_T2_w6_f228,1,0.9486,1,0.00364,0.01894,0.01818,0.34404,0.0000
depth,hoi4d,ZY20210800004_H4_C17_N23/S194_s01_T2_w2_f092,1,0.9458,1,0.02356,0.08235,0.08956,0.47165,0.4681
depth,hoi4d,ZY20210800004_H4_C17_N23/S194_s01_T2_w5_f196,1,0.9553,1,0.03866,0.13502,0.14155,0.37794,0.2752
depth,hoi4d,ZY20210800004_H4_C17_N64/S259_s04_T2_w1_f065,1,0.9556,1,0.11864,0.22191,0.11290,0.27431,0.3203
depth,hoi4d,ZY20210800004_H4_C17_N64/S259_s04_T2_w2_f093,1,0.9513,1,0.03771,0.06881,0.09365,0.22357,0.1981
depth,hoi4d,ZY20210800004_H4_C17_N64/S259_s04_T2_w5_f209,1,0.9557,1,0.07445,0.13772,0.10994,0.22941,0.2312
depth,hoi4d,ZY20210800004_H4_C17_N64/S259_s04_T2_w6_f236,1,0.9355,1,0.01093,0.08032,0.09100,0.20854,0.2346
depth,hoi4d,ZY20210800004_H4_C17_N73/S262_s01_T2_w1_f066,1,0.9537,1,0.04340,0.09931,0.06513,0.22802,0.0034
depth,hoi4d,ZY20210800004_H4_C17_N73/S262_s01_T2_w2_f089,1,0.9338,1,0.01820,0.01871,0.02645,0.18889,0.0000
depth,hoi4d,ZY20210800004_H4_C17_N73/S262_s01_T2_w5_f201,1,0.9524,1,0.09009,0.18413,0.10985,0.20920,0.3061
depth,hoi4d,ZY20210800004_H4_C17_N73/S262_s01_T2_w6_f225,1,0.9489,1,0.01675,0.06793,0.07754,0.18821,0.0000
depth,hoi4d,ZY20210800004_H4_C17_N73/S262_s02_T3_w2_f116,0,0.0467,1,0.01410,0.02098,0.01048,0.04781,0.2070
depth,hoi4d,ZY20210800004_H4_C17_N73/S262_s02_T3_w6_f253,0,0.0471,1,0.01437,0.03872,0.03098,0.01708,0.1611
depth,hoi4d,ZY20210800004_H4_C17_N73/S262_s02_T3_w7_f266,0,0.0441,1,0.01170,0.05213,0.04386,0.06088,0.4538
depth,hoi4d,ZY20210800004_H4_C1_N42/S240_s01_T2_w0_f043,0,0.0489,1,0.01303,0.11514,0.10877,0.02484,0.4651
depth,hoi4d,ZY20210800004_H4_C1_N42/S240_s01_T2_w1_f049,0,0.0455,1,0.01804,0.12994,0.11464,0.20343,0.6429
depth,hoi4d,ZY20210800004_H4_C1_N42/S240_s01_T2_w2_f077,0,0.0462,1,0.01762,0.02639,0.01498,0.13446,0.3394
depth,hoi4d,ZY20210800004_H4_C1_N42/S240_s01_T2_w3_f104,0,0.0457,1,0.02021,0.11399,0.10786,0.02326,0.4388
depth,hoi4d,ZY20210800004_H4_C1_N42/S240_s01_T2_w5_f215,0,0.0482,1,0.01999,0.01895,0.03406,0.14273,0.7999
depth,hoi4d,ZY20210800004_H4_C1_N42/S240_s01_T2_w6_f234,0,0.0427,1,0.01293,0.10821,0.09723,0.20562,0.2642
depth,hoi4d,ZY20210800004_H4_C1_N44/S240_s01_T2_w0_f053,0,0.0513,1,0.03920,0.02555,0.05324,0.14896,0.2393
depth,hoi4d,ZY20210800004_H4_C1_N44/S240_s01_T2_w1_f087,0,0.0562,1,0.02794,0.08793,0.06051,0.11999,0.1436
depth,hoi4d,ZY20210800004_H4_C1_N44/S240_s01_T2_w4_f219,0,0.0495,1,0.04505,0.06037,0.03622,0.12279,0.6102
depth,hoi4d,ZY20210800004_H4_C1_N44/S240_s01_T2_w5_f242,0,0.0468,1,0.03194,0.08011,0.05804,0.15282,0.1650
depth,hoi4d,ZY20210800004_H4_C3_N54/S373_s04_T2_w2_f166,1,0.9490,1,0.03959,0.20543,0.18459,0.34617,0.8984
depth,hoi4d,ZY20210800004_H4_C3_N54/S373_s04_T2_w3_f231,1,0.9514,1,0.00608,0.02009,0.02187,0.34789,0.6607
depth,hoi4d,ZY20210800004_H4_C3_N54/S374_s03_T2_w2_f192,1,0.9489,1,0.01537,0.21246,0.20449,0.35953,0.8442
depth,hoi4d,ZY20210800004_H4_C3_N54/S374_s03_T2_w3_f245,1,0.9467,1,0.03801,0.09023,0.12110,0.39396,0.8102
depth,hoi4d,ZY20210800004_H4_C3_N58/S373_s05_T2_w2_f196,1,0.9472,1,0.00857,0.04472,0.05017,0.63037,0.8453
depth,hoi4d,ZY20210800004_H4_C3_N58/S373_s05_T2_w3_f237,1,0.9502,1,0.03507,0.05233,0.06244,0.41282,0.6915
depth,hoi4d,ZY20210800004_H4_C3_N58/S375_s01_T2_w2_f188,1,0.9476,1,0.01528,0.04385,0.02873,0.46110,0.8613
depth,hoi4d,ZY20210800004_H4_C3_N58/S375_s01_T2_w3_f237,1,0.9462,1,0.02510,0.10127,0.12086,0.22374,0.7387
depth,hoi4d,ZY20210800004_H4_C3_N58/S375_s03_T2_w2_f177,1,0.9539,1,0.01635,0.06414,0.04869,0.35579,0.8337
depth,hoi4d,ZY20210800004_H4_C3_N58/S375_s03_T2_w3_f218,1,0.9507,1,0.02323,0.06683,0.08583,0.26726,0.7946
depth,hoi4d,ZY20210800004_H4_C3_N68/S380_s03_T2_w2_f170,1,0.9472,1,0.00709,0.06160,0.05924,0.35139,0.8405
depth,hoi4d,ZY20210800004_H4_C3_N68/S380_s03_T2_w3_f208,1,0.9455,1,0.01803,0.00696,0.02496,0.27971,0.6154
depth,hoi4d,ZY20210800004_H4_C3_N68/S380_s05_T2_w2_f190,1,0.9452,1,0.00360,0.04905,0.04546,0.33373,0.7951
depth,hoi4d,ZY20210800004_H4_C3_N68/S380_s05_T2_w3_f234,1,0.9493,1,0.01335,0.04910,0.04248,0.33479,0.7373
depth,hoi4d,ZY20210800004_H4_C4_N02/S254_s01_T1_w0_f064,0,0.0492,1,0.01536,0.05655,0.05694,0.08747,0.6210
depth,hoi4d,ZY20210800004_H4_C4_N02/S254_s01_T1_w1_f100,0,0.0415,1,0.01234,0.01772,0.01133,0.10771,0.5086
depth,hoi4d,ZY20210800004_H4_C4_N02/S254_s01_T1_w2_f201,0,0.0508,1,0.02933,0.04638,0.06511,0.06549,0.6335
depth,hoi4d,ZY20210800004_H4_C4_N02/S254_s01_T1_w3_f233,0,0.0429,1,0.00886,0.02452,0.02195,0.12208,0.6569
depth,hoi4d,ZY20210800004_H4_C4_N02/S260_s03_T2_w0_f059,0,0.0383,1,0.00851,0.13664,0.14441,0.25732,0.0699
depth,hoi4d,ZY20210800004_H4_C4_N02/S260_s03_T2_w1_f084,0,0.0501,1,0.01898,0.01106,0.01811,0.24302,0.4798
depth,hoi4d,ZY20210800004_H4_C4_N02/S260_s03_T2_w2_f169,1,0.9452,1,0.00582,0.05580,0.06089,0.27962,0.7509
depth,hoi4d,ZY20210800004_H4_C4_N02/S260_s03_T2_w3_f195,1,0.9442,1,0.02983,0.07168,0.09484,0.27368,0.6823
depth,hoi4d,ZY20210800004_H4_C4_N08/S219_s02_T3_w2_f120,0,0.0474,1,0.02789,0.03039,0.02866,0.11072,0.7695
depth,hoi4d,ZY20210800004_H4_C4_N08/S254_s02_T1_w0_f061,0,0.0517,1,0.03926,0.03082,0.01185,0.13239,0.4545
depth,hoi4d,ZY20210800004_H4_C4_N08/S254_s02_T1_w1_f091,0,0.0491,1,0.03934,0.00422,0.04119,0.12946,0.4939
depth,hoi4d,ZY20210800004_H4_C4_N08/S254_s02_T1_w2_f185,0,0.0526,1,0.01510,0.03542,0.04958,0.12274,0.4964
depth,hoi4d,ZY20210800004_H4_C4_N08/S254_s02_T1_w3_f218,0,0.0483,1,0.01970,0.04891,0.04562,0.10869,0.4087
depth,hoi4d,ZY20210800004_H4_C4_N08/S260_s05_T2_w0_f056,1,0.9395,1,0.02947,0.12239,0.11621,0.24227,0.2750
depth,hoi4d,ZY20210800004_H4_C4_N08/S260_s05_T2_w1_f089,1,0.9515,1,0.01122,0.04981,0.05687,0.22868,0.5849
depth,hoi4d,ZY20210800004_H4_C4_N08/S260_s05_T2_w2_f204,1,0.9396,1,0.03011,0.11934,0.09709,0.24870,0.1924
depth,hoi4d,ZY20210800004_H4_C4_N08/S260_s05_T2_w3_f233,1,0.9482,1,0.01710,0.05633,0.06981,0.22300,0.6180
depth,hoi4d,ZY20210800004_H4_C4_N10/S254_s03_T1_w0_f056,0,0.0434,1,0.02258,0.08355,0.09912,0.22711,0.4373
depth,hoi4d,ZY20210800004_H4_C4_N10/S254_s03_T1_w1_f091,0,0.0462,1,0.00722,0.06019,0.06740,0.10713,0.2348
depth,hoi4d,ZY20210800004_H4_C4_N10/S254_s03_T1_w2_f194,0,0.0397,1,0.02632,0.01539,0.01741,0.10124,0.5520
depth,hoi4d,ZY20210800004_H4_C4_N10/S260_s05_T2_w0_f058,1,0.9519,1,0.01146,0.08349,0.09103,0.21733,0.1516
depth,hoi4d,ZY20210800004_H4_C4_N10/S260_s05_T2_w1_f090,0,0.0448,1,0.01350,0.03856,0.04169,0.22355,0.3755
depth,hoi4d,ZY20210800004_H4_C4_N10/S260_s05_T2_w2_f199,1,0.9461,1,0.02022,0.06570,0.04679,0.20776,0.5360
depth,hoi4d,ZY20210800004_H4_C4_N10/S260_s05_T2_w3_f236,1,0.9496,1,0.01150,0.08203,0.08801,0.20778,0.6024
depth,hoi4d,ZY20210800004_H4_C4_N40/S217_s03_T3_w2_f110,0,0.0443,1,0.01301,0.07990,0.09097,0.09106,0.6286
