model,key,category,gt_type,moving,axis_unsigned_deg,axis_signed_deg,p_rev,type_ok,gt_hinge_to_point_frac
depth,ZY20210800004_H4_C14_N14/S210_s04_T2_w2_f065,C14,rot,Dustbincover,75.1041,104.8959,0.9329,1,0.0580
depth,ZY20210800004_H4_C14_N14/S210_s04_T2_w3_f135,C14,rot,Dustbincover,73.1799,73.1799,0.0518,0,0.1140
depth,ZY20210800004_H4_C14_N14/S210_s04_T2_w4_f145,C14,rot,Dustbincover,21.9662,158.0338,0.9427,1,0.1433
depth,ZY20210800004_H4_C14_N24/S211_s01_T2_w0_f050,C14,rot,Dustbincover,66.8875,66.8875,0.0515,0,0.2132
depth,ZY20210800004_H4_C14_N24/S211_s01_T2_w1_f060,C14,rot,Dustbincover,1.8389,1.8389,0.9412,1,0.2014
depth,ZY20210800004_H4_C14_N24/S211_s01_T2_w2_f078,C14,rot,Dustbincover,89.5075,90.4925,0.9413,1,0.0934
depth,ZY20210800004_H4_C14_N24/S211_s01_T2_w3_f155,C14,rot,Dustbincover,74.3271,74.3271,0.0544,0,0.1516
depth,ZY20210800004_H4_C14_N24/S211_s01_T2_w4_f164,C14,rot,Dustbincover,6.7404,6.7404,0.9350,1,0.1989
depth,ZY20210800004_H4_C14_N30/S335_s01_T1_w0_f054,C14,rot,Dustbincover,76.9583,76.9583,0.9334,1,0.0545
depth,ZY20210800004_H4_C14_N30/S335_s01_T1_w1_f074,C14,rot,Dustbincover,78.6103,101.3897,0.9393,1,0.0619
depth,ZY20210800004_H4_C14_N30/S335_s01_T1_w2_f189,C14,rot,Dustbincover,73.3829,73.3829,0.9187,1,0.0429
depth,ZY20210800004_H4_C14_N30/S335_s01_T1_w3_f208,C14,rot,Dustbincover,78.7592,101.2408,0.9382,1,0.0403
depth,ZY20210800004_H4_C14_N30/S335_s02_T2_w0_f060,C14,rot,Dustbincover,88.2557,88.2557,0.9458,1,0.0657
depth,ZY20210800004_H4_C14_N30/S335_s02_T2_w1_f078,C14,rot,Dustbincover,49.4335,49.4335,0.9344,1,0.0336
depth,ZY20210800004_H4_C14_N30/S335_s02_T2_w4_f240,C14,rot,Dustbincover,58.6423,121.3577,0.9262,1,0.0632
depth,ZY20210800004_H4_C14_N34/S177_s03_T1_w0_f065,C14,rot,Dustbincover,51.6810,51.6810,0.9482,1,0.0798
depth,ZY20210800004_H4_C14_N34/S177_s03_T1_w1_f093,C14,rot,Dustbincover,46.4072,133.5928,0.9450,1,0.0754
depth,ZY20210800004_H4_C14_N34/S177_s03_T1_w2_f195,C14,rot,Dustbincover,45.1840,45.1840,0.9357,1,0.0847
depth,ZY20210800004_H4_C14_N34/S177_s03_T1_w3_f217,C14,rot,Dustbincover,49.1499,130.8501,0.9355,1,0.0835
depth,ZY20210800004_H4_C14_N34/S211_s03_T2_w0_f045,C14,rot,Dustbincover,47.7081,47.7081,0.9195,1,0.0649
depth,ZY20210800004_H4_C14_N34/S211_s03_T2_w1_f070,C14,rot,Dustbincover,77.6840,102.3160,0.9236,1,0.0708
depth,ZY20210800004_H4_C14_N34/S211_s03_T2_w2_f158,C14,rot,Dustbincover,46.7660,46.7660,0.9402,1,0.0597
depth,ZY20210800004_H4_C3_N54/S373_s04_T2_w2_f166,C3,rot,Laptopdisplay,12.0806,12.0806,0.9490,1,0.2800
depth,ZY20210800004_H4_C3_N54/S373_s04_T2_w3_f231,C3,rot,Laptopdisplay,58.8230,58.8230,0.9514,1,0.2572
depth,ZY20210800004_H4_C3_N54/S374_s03_T2_w2_f192,C3,rot,Laptopdisplay,7.4955,7.4955,0.9489,1,0.2816
depth,ZY20210800004_H4_C3_N54/S374_s03_T2_w3_f245,C3,rot,Laptopdisplay,59.4631,59.4631,0.9467,1,0.1147
depth,ZY20210800004_H4_C3_N58/S373_s05_T2_w2_f196,C3,rot,Laptopdisplay,13.1374,13.1374,0.9472,1,0.2483
depth,ZY20210800004_H4_C3_N58/S373_s05_T2_w3_f237,C3,rot,Laptopdisplay,61.1331,61.1331,0.9502,1,0.1723
depth,ZY20210800004_H4_C3_N58/S375_s01_T2_w2_f188,C3,rot,Laptopdisplay,36.1335,36.1335,0.9476,1,0.2648
depth,ZY20210800004_H4_C3_N58/S375_s01_T2_w3_f237,C3,rot,Laptopdisplay,65.6402,65.6402,0.9462,1,0.1344
depth,ZY20210800004_H4_C3_N58/S375_s03_T2_w2_f177,C3,rot,Laptopdisplay,16.6730,16.6730,0.9539,1,0.2639
depth,ZY20210800004_H4_C3_N58/S375_s03_T2_w3_f218,C3,rot,Laptopdisplay,61.0894,61.0894,0.9507,1,0.1449
depth,ZY20210800004_H4_C3_N68/S380_s03_T2_w2_f170,C3,rot,Laptopdisplay,18.5773,18.5773,0.9472,1,0.2184
depth,ZY20210800004_H4_C3_N68/S380_s03_T2_w3_f208,C3,rot,Laptopdisplay,61.2133,61.2133,0.9455,1,0.1907
depth,ZY20210800004_H4_C3_N68/S380_s05_T2_w2_f190,C3,rot,Laptopdisplay,22.1686,22.1686,0.9452,1,0.2366
depth,ZY20210800004_H4_C3_N68/S380_s05_T2_w3_f234,C3,rot,Laptopdisplay,57.9626,57.9626,0.9493,1,0.2078
depth,ZY20210800004_H4_C4_N02/S254_s01_T1_w0_f064,C4,trans,Lockerdrawer,22.6757,22.6757,0.0492,1,nan
depth,ZY20210800004_H4_C4_N02/S254_s01_T1_w1_f100,C4,trans,Lockerdrawer,45.9659,45.9659,0.0415,1,nan
depth,ZY20210800004_H4_C4_N02/S254_s01_T1_w2_f201,C4,trans,Lockerdrawer,11.8342,11.8342,0.0508,1,nan
depth,ZY20210800004_H4_C4_N02/S254_s01_T1_w3_f233,C4,trans,Lockerdrawer,40.3182,40.3182,0.0429,1,nan
depth,ZY20210800004_H4_C4_N02/S260_s03_T2_w0_f059,C4,rot,Lockersldingdoor,87.6870,87.6870,0.0383,0,0.2719
depth,ZY20210800004_H4_C4_N02/S260_s03_T2_w1_f084,C4,rot,Lockersldingdoor,59.1356,59.1356,0.0501,0,0.2644
depth,ZY20210800004_H4_C4_N02/S260_s03_T2_w2_f169,C4,trans,Lockersldingdoor,78.9962,78.9962,0.9452,0,nan
depth,ZY20210800004_H4_C4_N02/S260_s03_T2_w3_f195,C4,rot,Lockersldingdoor,33.5905,33.5905,0.9442,1,0.3017
depth,ZY20210800004_H4_C4_N08/S219_s02_T3_w2_f120,C4,trans,Lockersldingdoor,43.1973,136.8027,0.0474,1,nan
depth,ZY20210800004_H4_C4_N08/S254_s02_T1_w0_f061,C4,trans,Lockerdrawer,11.8507,11.8507,0.0517,1,nan
depth,ZY20210800004_H4_C4_N08/S254_s02_T1_w1_f091,C4,trans,Lockerdrawer,40.6826,40.6826,0.0491,1,nan
depth,ZY20210800004_H4_C4_N08/S254_s02_T1_w2_f185,C4,trans,Lockerdrawer,28.0949,28.0949,0.0526,1,nan
depth,ZY20210800004_H4_C4_N08/S254_s02_T1_w3_f218,C4,trans,Lockerdrawer,42.6591,42.6591,0.0483,1,nan
depth,ZY20210800004_H4_C4_N08/S260_s05_T2_w0_f056,C4,rot,Lockersldingdoor,72.3732,107.6268,0.9395,1,0.2337
depth,ZY20210800004_H4_C4_N08/S260_s05_T2_w1_f089,C4,rot,Lockersldingdoor,28.1753,28.1753,0.9515,1,0.2464
depth,ZY20210800004_H4_C4_N08/S260_s05_T2_w2_f204,C4,rot,Lockersldingdoor,84.9437,84.9437,0.9396,1,0.1993
depth,ZY20210800004_H4_C4_N08/S260_s05_T2_w3_f233,C4,rot,Lockersldingdoor,24.9144,24.9144,0.9482,1,0.2208
depth,ZY20210800004_H4_C4_N10/S254_s03_T1_w0_f056,C4,trans,Lockerdrawer,20.9142,20.9142,0.0434,1,nan
depth,ZY20210800004_H4_C4_N10/S254_s03_T1_w1_f091,C4,trans,Lockerdrawer,65.1777,65.1777,0.0462,1,nan
depth,ZY20210800004_H4_C4_N10/S254_s03_T1_w2_f194,C4,trans,Lockerdrawer,40.2498,40.2498,0.0397,1,nan
depth,ZY20210800004_H4_C4_N10/S260_s05_T2_w0_f058,C4,rot,Lockersldingdoor,45.9847,45.9847,0.9519,1,0.1656
depth,ZY20210800004_H4_C4_N10/S260_s05_T2_w1_f090,C4,rot,Lockersldingdoor,61.3858,61.3858,0.0448,0,0.2000
depth,ZY20210800004_H4_C4_N10/S260_s05_T2_w2_f199,C4,trans,Lockersldingdoor,35.7747,144.2253,0.9461,0,nan
depth,ZY20210800004_H4_C4_N10/S260_s05_T2_w3_f236,C4,rot,Lockersldingdoor,25.9972,25.9972,0.9496,1,0.2278
depth,ZY20210800004_H4_C4_N40/S217_s03_T3_w2_f110,C4,trans,Lockerdrawer,83.3285,83.3285,0.0443,1,nan
depth,ZY20210800004_H4_C4_N40/S257_s05_T2_w0_f060,C4,rot,Lockersldingdoor,9.5349,9.5349,0.9573,1,0.1177
depth,ZY20210800004_H4_C4_N40/S257_s05_T2_w1_f091,C4,rot,Lockersldingdoor,40.3122,139.6878,0.9489,1,0.2171
depth,ZY20210800004_H4_C4_N40/S257_s05_T2_w2_f195,C4,rot,Lockersldingdoor,9.6453,9.6453,0.9565,1,0.1039
depth,ZY20210800004_H4_C4_N40/S257_s05_T2_w3_f223,C4,rot,Lockersldingdoor,56.1251,123.8749,0.9487,1,0.2048
depth,ZY20210800004_H4_C4_N41/S217_s03_T3_w2_f116,C4,trans,Lockerdrawer,31.5643,31.5643,0.0465,1,nan
depth,ZY20210800004_H4_C4_N41/S223_s01_T4_w2_f125,C4,trans,Lockerdrawer,21.0946,158.9054,0.0526,1,nan
depth,ZY20210800004_H4_C4_N41/S260_s01_T2_w0_f064,C4,rot,Lockersldingdoor,28.8619,151.1381,0.9430,1,0.2822
depth,ZY20210800004_H4_C4_N41/S260_s01_T2_w1_f100,C4,rot,Lockersldingdoor,16.8418,16.8418,0.9449,1,0.2405
depth,ZY20210800004_H4_C4_N41/S260_s01_T2_w2_f209,C4,rot,Lockersldingdoor,29.0480,150.9520,0.9452,1,0.2652
depth,ZY20210800004_H4_C4_N41/S260_s01_T2_w3_f238,C4,rot,Lockersldingdoor,12.7002,12.7002,0.9537,1,0.2301
depth,ZY20210800004_H4_C4_N45/S217_s04_T3_w2_f123,C4,trans,Lockersldingdoor,75.3046,75.3046,0.0429,1,nan
depth,ZY20210800004_H4_C4_N45/S223_s02_T4_w2_f184,C4,trans,Lockersldingdoor,29.8810,29.8810,0.0480,1,nan
depth,ZY20210800004_H4_C4_N45/S260_s02_T2_w0_f054,C4,rot,Lockersldingdoor,85.4062,85.4062,0.0578,0,0.2762
depth,ZY20210800004_H4_C4_N45/S260_s02_T2_w1_f086,C4,rot,Lockersldingdoor,51.3567,51.3567,0.0550,0,0.2315
depth,ZY20210800004_H4_C4_N45/S260_s02_T2_w2_f197,C4,rot,Lockersldingdoor,36.1801,143.8199,0.9517,1,0.2749
depth,ZY20210800004_H4_C4_N45/S260_s02_T2_w3_f230,C4,rot,Lockersldingdoor,53.3847,53.3847,0.0500,0,0.2475
depth,ZY20210800004_H4_C6_N03/S249_s01_T2_w0_f060,C6,rot,Safedoor,15.9614,15.9614,0.9398,1,0.0708
depth,ZY20210800004_H4_C6_N03/S249_s01_T2_w1_f083,C6,rot,Safedoor,74.6338,105.3662,0.9427,1,0.1357
depth,ZY20210800004_H4_C6_N03/S249_s01_T2_w2_f199,C6,rot,Safedoor,13.9574,13.9574,0.9364,1,0.0712
depth,ZY20210800004_H4_C6_N03/S82_s02_T1_w0_f040,C6,rot,Safedoor,14.6655,14.6655,0.9407,1,0.0486
depth,ZY20210800004_H4_C6_N03/S82_s02_T1_w1_f099,C6,rot,Safedoor,62.9547,117.0453,0.9411,1,0.1232
depth,ZY20210800004_H4_C6_N03/S82_s02_T1_w2_f191,C6,rot,Safedoor,13.1036,13.1036,0.9375,1,0.0566
depth,ZY20210800004_H4_C6_N03/S82_s02_T1_w3_f229,C6,rot,Safedoor,64.7599,115.2401,0.9423,1,0.1092
depth,ZY20210800004_H4_C6_N03/S82_s02_T2_w0_f027,C6,rot,Safedoor,25.1785,25.1785,0.9405,1,0.0216
depth,ZY20210800004_H4_C6_N03/S82_s02_T2_w1_f074,C6,rot,Safedoor,25.8165,154.1835,0.9469,1,0.0989
depth,ZY20210800004_H4_C6_N03/S82_s02_T2_w2_f163,C6,rot,Safedoor,24.3278,155.6722,0.9391,1,0.0616
depth,ZY20210800004_H4_C6_N07/S249_s02_T2_w0_f061,C6,rot,Safedoor,22.0304,22.0304,0.9459,1,0.0445
depth,ZY20210800004_H4_C6_N07/S249_s02_T2_w1_f087,C6,rot,Safedoor,75.0844,104.9156,0.9451,1,0.1098
depth,ZY20210800004_H4_C6_N07/S249_s02_T2_w2_f197,C6,rot,Safedoor,16.1253,163.8747,0.9463,1,0.0375
depth,ZY20210800004_H4_C6_N07/S82_s04_T1_w0_f026,C6,rot,Safedoor,19.5308,19.5308,0.9428,1,0.0410
depth,ZY20210800004_H4_C6_N07/S82_s04_T1_w1_f079,C6,rot,Safedoor,31.2758,31.2758,0.9458,1,0.0629
depth,ZY20210800004_H4_C6_N07/S82_s04_T1_w2_f150,C6,rot,Safedoor,19.6408,19.6408,0.9318,1,0.0202
depth,ZY20210800004_H4_C6_N07/S82_s04_T1_w3_f217,C6,rot,Safedoor,54.2147,125.7853,0.9485,1,0.0735
depth,ZY20210800004_H4_C6_N07/S82_s04_T2_w0_f024,C6,rot,Safedoor,29.7044,29.7044,0.9505,1,0.0673
depth,ZY20210800004_H4_C6_N07/S82_s04_T2_w1_f082,C6,rot,Safedoor,29.0404,29.0404,0.9515,1,0.0601
depth,ZY20210800004_H4_C6_N07/S82_s04_T2_w2_f133,C6,rot,Safedoor,32.6781,32.6781,0.9446,1,0.0647
depth,ZY20210800004_H4_C6_N09/S249_s03_T2_w0_f050,C6,rot,Safedoor,20.8864,20.8864,0.9411,1,0.0549
depth,ZY20210800004_H4_C6_N09/S249_s03_T2_w1_f072,C6,rot,Safedoor,71.3185,108.6815,0.9424,1,0.0893
depth,ZY20210800004_H4_C6_N09/S249_s03_T2_w2_f174,C6,rot,Safedoor,19.5767,160.4233,0.9411,1,0.0324
depth,ZY20210800004_H4_C6_N09/S82_s05_T1_w0_f033,C6,rot,Safedoor,26.7537,26.7537,0.9566,1,0.0342
depth,ZY20210800004_H4_C6_N09/S82_s05_T1_w1_f104,C6,rot,Safedoor,67.4711,112.5289,0.9458,1,0.1198
depth,ZY20210800004_H4_C6_N09/S82_s05_T1_w2_f177,C6,rot,Safedoor,65.8991,114.1009,0.9388,1,0.0511
depth,ZY20210800004_H4_C6_N09/S82_s05_T1_w3_f221,C6,rot,Safedoor,74.5129,105.4871,0.9446,1,0.1668
depth,ZY20210800004_H4_C6_N21/S250_s01_T3_w2_f112,C6,rot,Safedoor,78.0512,101.9488,0.9493,1,0.2619
depth,ZY20210800004_H4_C6_N21/S250_s01_T3_w3_f212,C6,rot,Safedoor,41.1751,41.1751,0.9359,1,0.1323
depth,ZY20210800004_H4_C6_N21/S250_s01_T3_w4_f239,C6,rot,Safedoor,81.4900,98.5100,0.9477,1,0.2635
depth,ZY20210800004_H4_C6_N54/S378_s01_T1_w0_f049,C6,rot,Safedoor,27.7044,27.7044,0.9523,1,0.1382
depth,ZY20210800004_H4_C6_N54/S378_s01_T1_w1_f120,C6,rot,Safedoor,28.5845,151.4155,0.9491,1,0.0662
depth,ZY20210800004_H4_C6_N54/S378_s01_T1_w2_f147,C6,rot,Safedoor,74.5184,105.4816,0.9440,1,0.1037
depth,ZY20210800004_H4_C6_N54/S378_s01_T1_w3_f227,C6,rot,Safedoor,32.8111,147.1889,0.9473,1,0.0655
depth,ZY20210800004_H4_C6_N54/S378_s01_T1_w4_f245,C6,rot,Safedoor,70.2242,109.7758,0.9434,1,0.0786
depth,ZY20210800004_H4_C6_N54/S378_s02_T2_w0_f041,C6,rot,Safedoor,27.4137,27.4137,0.9458,1,0.1394
depth,ZY20210800004_H4_C6_N54/S378_s02_T2_w1_f111,C6,rot,Safedoor,28.8177,151.1823,0.9435,1,0.0692
depth,ZY20210800004_H4_C6_N54/S378_s02_T2_w2_f136,C6,rot,Safedoor,65.2338,114.7662,0.9450,1,0.1053
depth,ZY20210800004_H4_C6_N54/S378_s02_T2_w3_f204,C6,rot,Safedoor,32.8691,147.1309,0.9470,1,0.0423
depth,ZY20210800004_H4_C6_N54/S378_s03_T3_w2_f101,C6,rot,Safedoor,85.3572,94.6428,0.9452,1,0.1007
depth,ZY20210800004_H4_C6_N54/S378_s03_T3_w3_f197,C6,rot,Safedoor,50.4221,50.4221,0.9488,1,0.1090
depth,ZY20210800004_H4_C6_N54/S378_s03_T3_w4_f221,C6,rot,Safedoor,77.5187,102.4813,0.9457,1,0.1238
depth,ZY20210800004_H4_C6_N54/S378_s04_T1_w0_f043,C6,trans,Safedoor,46.3903,46.3903,0.9437,0,nan
depth,ZY20210800004_H4_C6_N54/S378_s04_T1_w1_f110,C6,rot,Safedoor,33.9288,33.9288,0.9397,1,0.0937
depth,ZY20210800004_H4_C6_N54/S378_s04_T1_w2_f132,C6,rot,Safedoor,62.6848,117.3152,0.9474,1,0.0877
depth,ZY20210800004_H4_C6_N54/S378_s04_T1_w3_f219,C6,rot,Safedoor,35.0505,144.9495,0.9410,1,0.1284
depth,ZY20210800004_H4_C6_N54/S378_s04_T1_w4_f242,C6,rot,Safedoor,63.0825,116.9175,0.9474,1,0.1046
depth,ZY20210800004_H4_C6_N54/S378_s05_T2_w0_f036,C6,rot,Safedoor,23.1513,23.1513,0.9442,1,0.1335
depth,ZY20210800004_H4_C6_N54/S378_s05_T2_w1_f116,C6,rot,Safedoor,23.0538,23.0538,0.9446,1,0.0792
depth,ZY20210800004_H4_C6_N54/S378_s05_T2_w2_f135,C6,rot,Safedoor,61.9397,118.0603,0.9471,1,0.1105
depth,ZY20210800004_H4_C6_N54/S378_s05_T2_w3_f202,C6,rot,Safedoor,21.1475,158.8525,0.9468,1,0.1074
