model,idx,key,gt_type,pred_type,p_rev,axis_signed_deg,axis_unsigned_deg,origin_line_err_m,origin_qstar_err_m,point3d_err_m,point2d_err_frac,mask_iou,z_p_m,radius_m
depth,745,422383/42447287/408771.620/9af3926f-d2c5-4508-9c4c-dd438702dac3,1,1,0.9519,0.2691,0.2691,0.0670,0.1081,0.2467,0.0195,0.4535,0.9090,0.3167
depth,746,422383/42447287/408771.720/9af3926f-d2c5-4508-9c4c-dd438702dac3,1,1,0.9533,0.6635,0.6635,0.0804,0.1466,0.2817,0.0165,0.5292,0.9224,0.3216
depth,747,422383/42447287/408778.117/339e8967-d520-4928-8daf-bff3ad2f4a72,0,0,0.0525,6.4105,6.4105,nan,nan,0.1292,0.0199,0.6829,1.0291,0.0639
depth,748,422383/42447287/408778.217/339e8967-d520-4928-8daf-bff3ad2f4a72,0,0,0.0530,9.5325,9.5325,nan,nan,0.1018,0.0108,0.6603,0.9882,0.0738
depth,749,422383/42447287/408778.317/339e8967-d520-4928-8daf-bff3ad2f4a72,0,0,0.0524,7.8472,7.8472,nan,nan,0.1085,0.0101,0.6186,0.9825,0.0584
depth,750,422383/42447287/408778.417/339e8967-d520-4928-8daf-bff3ad2f4a72,0,0,0.0531,8.2123,8.2123,nan,nan,0.1028,0.0045,0.5373,0.9717,0.0634
depth,751,422383/42447287/408778.517/339e8967-d520-4928-8daf-bff3ad2f4a72,0,0,0.0512,8.6199,8.6199,nan,nan,0.0982,0.0033,0.6471,0.9637,0.0664
depth,752,422383/42447287/408778.617/339e8967-d520-4928-8daf-bff3ad2f4a72,0,0,0.0516,8.3718,8.3718,nan,nan,0.1004,0.0155,0.7023,0.9611,0.0770
depth,753,422383/42447287/408778.717/339e8967-d520-4928-8daf-bff3ad2f4a72,0,0,0.0534,8.2513,8.2513,nan,nan,0.1056,0.0101,0.5054,0.9697,0.0674
depth,754,422383/42447287/408778.817/339e8967-d520-4928-8daf-bff3ad2f4a72,0,0,0.0530,6.5785,6.5785,nan,nan,0.1050,0.0140,0.5476,0.9725,0.0564
depth,755,422383/42447287/408778.917/339e8967-d520-4928-8daf-bff3ad2f4a72,0,0,0.0535,8.0376,8.0376,nan,nan,0.1223,0.0042,0.5444,0.9847,0.0692
depth,756,422383/42447287/408779.017/339e8967-d520-4928-8daf-bff3ad2f4a72,0,0,0.0542,6.9416,6.9416,nan,nan,0.1503,0.0060,0.6514,1.0151,0.0811
depth,757,422383/42447287/408779.117/339e8967-d520-4928-8daf-bff3ad2f4a72,0,0,0.0546,4.9707,4.9707,nan,nan,0.1114,0.0140,0.6408,0.9781,0.0792
depth,758,422383/42447287/408779.416/339e8967-d520-4928-8daf-bff3ad2f4a72,0,0,0.0539,5.8264,5.8264,nan,nan,0.1520,0.0194,0.5584,1.0559,0.0908
depth,759,422383/42447287/408784.914/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9434,75.7362,75.7362,nan,nan,0.2381,0.0526,0.0358,1.3372,0.8318
depth,760,422383/42447287/408785.014/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9557,41.2254,41.2254,nan,nan,0.6771,0.4045,0.0000,1.8753,0.3912
depth,761,422383/42447287/408785.114/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9547,35.2041,35.2041,nan,nan,0.3909,0.0776,0.0000,1.1916,0.5610
depth,762,422383/42447287/408785.214/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9507,30.3090,30.3090,nan,nan,0.1664,0.0546,0.0000,1.3806,0.5706
depth,763,422383/42447287/408785.314/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9579,85.4303,85.4303,nan,nan,0.4107,0.1061,0.0000,1.1523,1.1169
depth,764,422383/42447287/408785.414/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9489,19.9999,19.9999,nan,nan,0.1039,0.0648,0.0000,1.4755,0.5130
depth,765,422383/42447287/408785.514/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9496,66.2640,66.2640,nan,nan,0.4489,0.2351,0.0000,1.6847,0.6804
depth,766,422383/42447287/408785.614/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9568,53.8140,53.8140,nan,nan,0.2947,0.1942,0.0000,1.3209,0.3064
depth,767,422383/42447287/408785.714/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9562,76.2401,76.2401,nan,nan,0.3803,0.2552,0.0000,1.3309,0.5395
depth,768,422383/42447287/408785.814/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9552,34.5544,34.5544,nan,nan,0.4178,0.2966,0.0000,1.5170,0.6309
depth,769,422383/42447287/408785.914/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9483,71.9983,71.9983,nan,nan,0.4872,0.3079,0.0000,1.2898,0.5467
depth,770,422383/42447287/408786.014/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9540,61.1934,61.1934,nan,nan,0.5190,0.3336,0.0000,1.2255,0.4620
depth,771,422383/42447287/408786.114/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9598,95.5465,84.4535,nan,nan,0.6067,0.3177,0.0000,1.0321,0.5003
depth,772,422383/42447287/408786.214/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9544,96.6123,83.3877,nan,nan,0.9402,0.4407,0.0000,0.6600,0.6371
depth,773,422383/42447287/408786.314/807a9798-2c91-4f20-a650-b103b924d95e,1,1,0.9496,2.6555,2.6555,0.2138,0.2563,0.1894,0.0092,0.6589,1.0164,0.5036
depth,774,422383/42447287/408786.414/807a9798-2c91-4f20-a650-b103b924d95e,1,1,0.9505,3.0272,3.0272,0.1879,0.2305,0.1613,0.0089,0.6038,0.9632,0.4855
depth,775,422383/42447287/408786.613/807a9798-2c91-4f20-a650-b103b924d95e,1,1,0.9501,3.7296,3.7296,0.2120,0.2585,0.1908,0.0049,0.6430,0.9692,0.4715
depth,776,422383/42447287/408786.713/807a9798-2c91-4f20-a650-b103b924d95e,1,1,0.9500,3.0843,3.0843,0.1764,0.2224,0.1649,0.0020,0.6692,0.9528,0.4591
depth,777,422383/42447287/408786.713/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9527,85.4859,85.4859,nan,nan,0.6645,0.3725,0.0023,0.8491,0.4860
depth,778,422383/42447287/408786.813/807a9798-2c91-4f20-a650-b103b924d95e,1,1,0.9495,3.3558,3.3558,0.1884,0.2395,0.1766,0.0039,0.7048,0.9612,0.4564
depth,779,422383/42447287/408786.813/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9531,99.8059,80.1941,nan,nan,0.8674,0.4230,0.0000,0.5957,0.6012
depth,780,422383/42447287/408786.913/807a9798-2c91-4f20-a650-b103b924d95e,1,1,0.9508,2.2349,2.2349,0.1908,0.2566,0.2113,0.0047,0.6347,0.9970,0.4564
depth,781,422383/42447287/408786.913/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9507,99.2497,80.7503,nan,nan,0.8623,0.4465,0.0000,0.6149,0.6202
depth,782,422383/42447287/408787.013/807a9798-2c91-4f20-a650-b103b924d95e,1,1,0.9518,2.4998,2.4998,0.1949,0.2542,0.2255,0.0051,0.6612,1.0195,0.4593
depth,783,422383/42447287/408787.013/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9419,70.3805,70.3805,nan,nan,0.6053,0.3747,0.0000,0.9418,0.8443
depth,784,422383/42447287/408787.113/807a9798-2c91-4f20-a650-b103b924d95e,1,1,0.9513,1.9547,1.9547,0.1940,0.2559,0.2578,0.0087,0.6293,1.0513,0.4283
depth,785,422383/42447287/408787.113/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9431,63.3573,63.3573,nan,nan,0.4671,0.3485,0.0000,1.2009,0.5792
depth,786,422383/42447287/408787.230/807a9798-2c91-4f20-a650-b103b924d95e,1,1,0.9502,1.9155,1.9155,0.1809,0.2624,0.2686,0.0082,0.6465,1.0602,0.4322
depth,787,422383/42447287/408787.230/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9548,85.3823,85.3823,nan,nan,0.5350,0.3782,0.0000,1.0922,0.3325
depth,788,422383/42447287/408787.330/807a9798-2c91-4f20-a650-b103b924d95e,1,1,0.9494,2.1423,2.1423,0.1793,0.2788,0.3103,0.0133,0.6967,1.0963,0.4013
depth,789,422383/42447287/408787.330/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9566,86.4092,86.4092,nan,nan,0.4034,0.2888,0.0000,1.1406,0.4685
depth,790,422383/42447287/408787.430/807a9798-2c91-4f20-a650-b103b924d95e,1,1,0.9513,2.0540,2.0540,0.1838,0.2921,0.3259,0.0093,0.6706,1.1072,0.4073
depth,791,422383/42447287/408787.430/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9517,59.0314,59.0314,nan,nan,0.5496,0.3602,0.0000,1.0322,0.3800
depth,792,422383/42447287/408787.530/807a9798-2c91-4f20-a650-b103b924d95e,1,1,0.9501,0.8760,0.8760,0.1662,0.3039,0.3195,0.0109,0.7050,1.0972,0.4039
depth,793,422383/42447287/408787.530/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9474,63.3602,63.3602,nan,nan,0.3867,0.2649,0.0000,1.1696,0.7073
depth,794,422383/42447287/408787.630/807a9798-2c91-4f20-a650-b103b924d95e,1,1,0.9509,0.9354,0.9354,0.1759,0.3109,0.3554,0.0071,0.6474,1.1274,0.3982
depth,795,422383/42447287/408787.630/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9486,26.2764,26.2764,nan,nan,0.2541,0.1863,0.0000,1.4454,0.5042
depth,796,422383/42447287/408787.730/807a9798-2c91-4f20-a650-b103b924d95e,1,1,0.9509,0.8349,0.8349,0.1495,0.2937,0.3203,0.0078,0.6023,1.0889,0.3895
depth,797,422383/42447287/408787.730/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9528,26.7027,26.7027,nan,nan,0.3689,0.1084,0.0000,1.7027,0.3971
depth,798,422383/42447287/408787.830/807a9798-2c91-4f20-a650-b103b924d95e,1,1,0.9545,0.2698,0.2698,0.1831,0.3528,0.3645,0.0231,0.6822,1.1293,0.4057
depth,799,422383/42447287/408787.830/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9524,23.8445,23.8445,nan,nan,0.2800,0.1445,0.0000,1.5746,0.5855
depth,800,422383/42447287/408787.930/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9497,41.6990,41.6990,nan,nan,0.4027,0.0820,0.0000,1.7692,0.6672
depth,801,422383/42447287/408788.030/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9500,33.0783,33.0783,nan,nan,0.3488,0.0624,0.0000,1.7248,0.4023
depth,802,422383/42447287/408788.129/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9569,12.3505,12.3505,nan,nan,0.3196,0.0650,0.0000,1.6986,0.5488
depth,803,422383/42447287/408788.229/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9541,34.7049,34.7049,nan,nan,0.4558,0.0888,0.0000,1.8019,0.6527
depth,804,422383/42447287/408788.329/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9529,56.4925,56.4925,nan,nan,0.4688,0.0783,0.0000,1.8253,0.7897
depth,805,422383/42447287/408788.429/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9466,63.5407,63.5407,nan,nan,0.5173,0.0951,0.0000,1.8486,0.4853
depth,806,422383/42447287/408788.529/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9462,79.8361,79.8361,nan,nan,0.3951,0.0637,0.0000,1.7605,0.6203
depth,807,422383/42447287/408788.629/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9537,69.2174,69.2174,nan,nan,0.6123,0.0511,0.0000,1.9468,0.6845
depth,808,422383/42447287/408788.729/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9551,75.3918,75.3918,nan,nan,0.0344,0.0233,0.0000,1.4220,0.5145
depth,809,422383/42447287/408788.829/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9545,65.4283,65.4283,nan,nan,0.4684,0.0589,0.0000,1.8344,0.8147
depth,810,422383/42447287/408788.929/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9575,76.8560,76.8560,nan,nan,0.5683,0.2337,0.0000,0.9541,0.8237
depth,811,422383/42447287/408794.627/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9336,89.7713,89.7713,nan,nan,0.0885,0.0265,0.3878,1.0849,0.8172
depth,812,422383/42447287/408794.727/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9315,89.3164,89.3164,nan,nan,0.0556,0.0233,0.4081,1.1265,0.8297
depth,813,422383/42447287/408794.827/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9432,93.0728,86.9272,nan,nan,0.1268,0.0620,0.2595,1.0894,0.8246
depth,814,422383/42447287/408794.927/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9320,90.4704,89.5296,nan,nan,0.1267,0.0497,0.3007,1.0895,0.8395
depth,815,422383/42447287/408795.027/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9315,87.6943,87.6943,nan,nan,0.1214,0.0498,0.3072,1.1059,0.8171
depth,816,422383/42447287/408795.127/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9271,91.1119,88.8881,nan,nan,0.1189,0.0129,0.4153,1.0978,0.7965
depth,817,422383/42447287/408795.227/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9250,91.7901,88.2099,nan,nan,0.0994,0.0114,0.4060,1.1229,0.7655
depth,818,422383/42447287/408795.327/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9288,93.0964,86.9036,nan,nan,0.1642,0.0115,0.4439,1.0595,0.7640
depth,819,422383/42447287/408795.426/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9351,94.2470,85.7530,nan,nan,0.1798,0.0099,0.4365,1.0405,0.7908
depth,820,422383/42447287/408795.526/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9355,93.1925,86.8075,nan,nan,0.2055,0.0190,0.4026,1.0094,0.8065
depth,821,422383/42447287/408795.626/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9397,91.0222,88.9778,nan,nan,0.1643,0.0175,0.3672,1.0356,0.7921
depth,822,422383/42447287/408795.726/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9431,89.7071,89.7071,nan,nan,0.1372,0.0142,0.2887,1.0462,0.7388
depth,823,422383/42447287/408795.826/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9440,86.4609,86.4609,nan,nan,0.1934,0.0064,0.3592,0.9775,0.7466
depth,824,422383/42447287/408795.926/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9455,85.9307,85.9307,nan,nan,0.2235,0.0151,0.2157,0.9339,0.7597
depth,825,422383/42447287/408796.026/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9426,77.2488,77.2488,nan,nan,0.1880,0.0153,0.3764,0.9525,0.7220
depth,826,422383/42447287/408796.726/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9397,79.1170,79.1170,nan,nan,0.1940,0.0106,0.4137,0.9785,0.7467
depth,827,422383/42447287/408796.826/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9439,85.5224,85.5224,nan,nan,0.1522,0.0198,0.4182,1.0401,0.7005
depth,828,422383/42447287/408796.926/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9422,92.9360,87.0640,nan,nan,0.1573,0.0206,0.3837,1.0800,0.7816
depth,829,422383/42447287/408797.026/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9392,89.8173,89.8173,nan,nan,0.0797,0.0114,0.4300,1.1709,0.7810
depth,830,422383/42447287/408797.126/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9400,90.5062,89.4938,nan,nan,0.0821,0.0122,0.4467,1.1846,0.8273
depth,831,422383/42447287/408797.226/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9416,91.1522,88.8478,nan,nan,0.0485,0.0321,0.3925,1.2797,0.7729
depth,832,422383/42447287/408797.326/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9414,96.0352,83.9648,nan,nan,0.0421,0.0275,0.4008,1.2888,0.7669
depth,833,422383/42447287/408797.426/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9348,94.1649,85.8351,nan,nan,0.0574,0.0287,0.4798,1.2331,0.7869
depth,834,422383/42447287/408797.526/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9424,102.6700,77.3300,nan,nan,0.0587,0.0409,0.4179,1.2446,0.7620
depth,835,422383/42447287/408797.626/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9439,102.2983,77.7017,nan,nan,0.1063,0.0738,0.3352,1.2091,0.8322
depth,836,422383/42447287/408797.726/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9382,102.5431,77.4569,nan,nan,0.1181,0.0676,0.3867,1.1449,0.8841
depth,837,422383/42447287/408802.324/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9537,54.4097,54.4097,nan,nan,0.5614,0.3355,0.0000,1.7118,0.8715
depth,838,422383/42447287/408802.424/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9527,76.9641,76.9641,nan,nan,0.6919,0.3616,0.0000,1.9010,0.6917
depth,839,422383/42447287/408802.524/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9577,61.8366,61.8366,nan,nan,0.5275,0.2848,0.0000,1.7754,0.9131
depth,840,422383/42447287/408802.624/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9575,24.5551,24.5551,nan,nan,0.6026,0.3203,0.0000,1.7833,0.8187
depth,841,422383/42447287/408802.723/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9532,65.1595,65.1595,nan,nan,0.5820,0.2374,0.0000,1.9682,0.6642
depth,842,422383/42447287/408802.823/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9592,45.3722,45.3722,nan,nan,0.2708,0.1305,0.0000,1.7149,0.6744
depth,843,422383/42447287/408802.923/807a9798-2c91-4f20-a650-b103b924d95e,1,1,0.9514,4.0734,4.0734,0.0758,0.1242,0.2334,0.0190,0.4846,1.0523,0.3635
depth,844,422383/42447287/408802.923/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9566,51.8087,51.8087,nan,nan,0.2716,0.0989,0.0000,1.8021,0.5681
depth,845,422383/42447287/408803.023/807a9798-2c91-4f20-a650-b103b924d95e,1,1,0.9485,4.6679,4.6679,0.0748,0.1065,0.2348,0.0147,0.5982,1.0502,0.3629
depth,846,422383/42447287/408803.023/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9549,62.3589,62.3589,nan,nan,0.7050,0.3059,0.0000,0.9193,0.6525
depth,847,422383/42447287/408803.123/807a9798-2c91-4f20-a650-b103b924d95e,1,1,0.9453,5.9259,5.9259,0.0822,0.0981,0.2362,0.0248,0.5071,1.0517,0.3564
depth,848,422383/42447287/408803.123/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9553,87.1311,87.1311,nan,nan,1.0007,0.3930,0.0000,0.6046,0.9221
depth,849,422383/42447287/408803.223/807a9798-2c91-4f20-a650-b103b924d95e,1,1,0.9437,5.7661,5.7661,0.0655,0.0770,0.2179,0.0262,0.4171,1.0333,0.3495
depth,850,422383/42447287/408803.223/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9638,115.9724,64.0276,nan,nan,0.5730,0.3384,0.0000,1.1154,1.6110
depth,851,422383/42447287/408803.323/807a9798-2c91-4f20-a650-b103b924d95e,1,1,0.9434,6.8566,6.8566,0.0864,0.0954,0.2189,0.0247,0.5562,1.0325,0.3687
depth,852,422383/42447287/408803.323/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9557,85.5631,85.5631,nan,nan,0.9129,0.3757,0.0000,0.6922,0.5979
depth,853,422383/42447287/408803.423/807a9798-2c91-4f20-a650-b103b924d95e,1,1,0.9465,5.0126,5.0126,0.0661,0.0769,0.1487,0.0250,0.6500,0.9646,0.4022
depth,854,422383/42447287/408803.423/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9522,67.5480,67.5480,nan,nan,0.6485,0.3196,0.0000,0.9931,0.3646
depth,855,422383/42447287/408803.523/807a9798-2c91-4f20-a650-b103b924d95e,1,1,0.9492,5.6294,5.6294,0.0997,0.1157,0.1485,0.0273,0.6172,0.9557,0.4357
depth,856,422383/42447287/408803.523/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9610,99.8203,80.1797,nan,nan,0.4681,0.2870,0.0000,1.2133,0.7678
depth,857,422383/42447287/408803.623/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9501,77.3813,77.3813,nan,nan,0.5340,0.2737,0.0000,1.0871,0.5664
depth,858,422383/42447287/408803.723/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9517,85.0542,85.0542,nan,nan,0.5567,0.2541,0.0000,1.0558,0.7026
depth,859,422383/42447287/408803.823/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9602,81.4163,81.4163,nan,nan,0.1615,0.1157,0.0000,1.5227,0.5307
depth,860,422383/42447287/408803.923/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9298,103.1456,76.8544,nan,nan,0.5571,0.1672,0.0000,1.9607,0.5815
depth,861,422383/42447287/408804.023/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9549,77.8705,77.8705,nan,nan,0.3643,0.1708,0.0000,1.7465,0.5929
depth,862,422383/42447287/408804.123/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9550,74.0959,74.0959,nan,nan,0.2931,0.1660,0.0000,1.6386,0.7651
depth,863,422383/42447287/408804.223/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9682,106.3508,73.6492,nan,nan,0.6464,0.3294,0.0000,1.7885,0.6467
depth,864,422383/42447287/408804.323/953db8ea-17dc-4340-9cc7-ac38a9109b46,0,1,0.9580,87.1926,87.1926,nan,nan,0.9535,0.5397,0.0000,1.6256,0.4050
depth,865,422383/42447287/408834.327/94824aa7-c80f-4fe6-b0a5-8f5b42c4fe34,1,1,0.9527,9.9278,9.9278,0.2654,0.2690,0.0763,0.0026,0.5617,1.0145,0.7935
depth,866,422383/42447287/408834.427/94824aa7-c80f-4fe6-b0a5-8f5b42c4fe34,1,1,0.9487,13.5979,13.5979,0.2645,0.2715,0.0562,0.0150,0.2797,0.9824,0.8145
depth,867,422383/42447287/408834.527/94824aa7-c80f-4fe6-b0a5-8f5b42c4fe34,1,1,0.9489,17.0182,17.0182,0.1952,0.2021,0.0406,0.0151,0.4625,0.8849,0.8133
depth,868,422383/42447287/408834.627/94824aa7-c80f-4fe6-b0a5-8f5b42c4fe34,1,1,0.9483,10.9876,10.9876,0.2235,0.2262,0.0240,0.0141,0.3124,0.9305,0.7983
depth,869,422383/42447287/408834.727/94824aa7-c80f-4fe6-b0a5-8f5b42c4fe34,1,1,0.9509,8.7962,8.7962,0.2418,0.2457,0.0378,0.0309,0.2673,0.9141,0.8050
depth,870,422383/42447287/408834.827/94824aa7-c80f-4fe6-b0a5-8f5b42c4fe34,1,1,0.9537,7.6213,7.6213,0.2592,0.2611,0.0325,0.0268,0.3619,0.8929,0.8414
depth,871,422383/42447287/408834.927/94824aa7-c80f-4fe6-b0a5-8f5b42c4fe34,1,1,0.9549,10.5448,10.5448,0.2942,0.2949,0.0376,0.0274,0.1548,0.8785,0.8655
depth,872,422383/42447287/408835.727/c2d7404b-7a18-4916-9944-f0bd72f770e5,0,0,0.0497,19.4182,19.4182,nan,nan,0.2929,0.0079,0.5040,1.3519,0.2137
depth,873,422383/42447287/408835.826/c2d7404b-7a18-4916-9944-f0bd72f770e5,0,0,0.0486,20.1446,20.1446,nan,nan,0.2428,0.0081,0.4659,1.2908,0.1649
depth,874,422383/42447287/408835.926/c2d7404b-7a18-4916-9944-f0bd72f770e5,0,0,0.0479,18.5027,18.5027,nan,nan,0.2431,0.0061,0.4657,1.2630,0.1473
depth,875,422383/42447287/408836.026/c2d7404b-7a18-4916-9944-f0bd72f770e5,0,0,0.0471,15.2788,15.2788,nan,nan,0.2903,0.0108,0.4688,1.2740,0.0750
depth,876,422383/42447287/408836.126/c2d7404b-7a18-4916-9944-f0bd72f770e5,0,0,0.0479,16.6783,16.6783,nan,nan,0.2257,0.0128,0.4052,1.1841,0.1052
depth,877,422383/42447287/408836.226/c2d7404b-7a18-4916-9944-f0bd72f770e5,0,0,0.0507,26.1716,26.1716,nan,nan,0.1922,0.0103,0.4194,1.1178,0.2247
depth,878,422383/42447287/408836.326/c2d7404b-7a18-4916-9944-f0bd72f770e5,0,0,0.0516,20.0235,20.0235,nan,nan,0.2461,0.0110,0.4611,1.1281,0.1278
depth,879,422383/42447287/408836.426/c2d7404b-7a18-4916-9944-f0bd72f770e5,0,0,0.0508,25.4672,25.4672,nan,nan,0.1318,0.0086,0.4993,0.9920,0.2258
depth,880,422383/42447287/408836.526/c2d7404b-7a18-4916-9944-f0bd72f770e5,0,0,0.0500,26.4426,26.4426,nan,nan,0.2528,0.0137,0.4589,1.0640,0.2463
depth,881,422383/42447287/408836.626/c2d7404b-7a18-4916-9944-f0bd72f770e5,0,0,0.0471,26.9415,26.9415,nan,nan,0.2313,0.0155,0.4909,1.0145,0.2386
depth,882,422383/42447287/408836.726/c2d7404b-7a18-4916-9944-f0bd72f770e5,0,0,0.0472,26.7928,26.7928,nan,nan,0.1729,0.0161,0.4632,0.9264,0.2206
depth,883,422383/42447287/408836.826/c2d7404b-7a18-4916-9944-f0bd72f770e5,0,0,0.0493,36.5470,36.5470,nan,nan,0.1071,0.0152,0.5195,0.8305,0.3172
depth,884,422383/42447294/408871.628/53c26b39-b885-479d-a006-1a7241521950,0,0,0.0484,3.5667,3.5667,nan,nan,0.3720,0.0208,0.1445,1.4412,0.1604
depth,885,422383/42447294/408871.728/53c26b39-b885-479d-a006-1a7241521950,0,0,0.0458,5.7186,5.7186,nan,nan,0.4038,0.0144,0.3377,1.5173,0.2202
depth,886,422383/42447294/408871.828/53c26b39-b885-479d-a006-1a7241521950,0,0,0.0541,6.4158,6.4158,nan,nan,0.5321,0.3685,0.0000,1.3134,0.1679
depth,887,422383/42447294/408871.928/53c26b39-b885-479d-a006-1a7241521950,0,0,0.0517,7.5230,7.5230,nan,nan,0.5143,0.3447,0.0000,1.3555,0.1417
depth,888,422383/42447294/408871.928/c2d7404b-7a18-4916-9944-f0bd72f770e5,0,0,0.0478,30.2884,30.2884,nan,nan,0.1934,0.0027,0.7976,1.1227,0.2982
depth,889,422383/42447294/408872.028/c2d7404b-7a18-4916-9944-f0bd72f770e5,0,0,0.0476,33.9832,33.9832,nan,nan,0.3591,0.0066,0.6508,1.3086,0.3057
depth,890,422383/42447294/408872.128/c2d7404b-7a18-4916-9944-f0bd72f770e5,0,0,0.0452,34.6928,34.6928,nan,nan,0.2696,0.0066,0.6216,1.2398,0.3057
depth,891,422383/42447294/408872.228/c2d7404b-7a18-4916-9944-f0bd72f770e5,0,0,0.0445,25.6632,25.6632,nan,nan,0.3141,0.0053,0.7132,1.2979,0.1893
