model,object,axis_unsigned_deg,axis_signed_deg,p_rev,radius_m,hinge_offset_frac,z_p
20260913_joint4_decoder_l2anchor_dense,espressomachine/espressomachine,50.132,50.132,0.9482,0.6169,0.1525,2.515
20260913_joint4_decoder_l2anchor_dense,espressomachine/espressomachine,43.109,43.109,0.9438,2.8367,0.1146,0.190
20260913_joint4_decoder_l2anchor_dense,phone/phone,12.024,12.024,0.9648,0.9987,0.0536,2.383
20260913_joint4_decoder_l2anchor_dense,phone/phone,23.744,156.256,0.9442,0.7528,0.1955,1.878
20260913_joint4_decoder_l2anchor_dense,phone/phone,9.905,9.905,0.9667,0.7140,0.0563,1.822
20260913_joint4_decoder_l2anchor_dense,phone/phone,32.591,147.409,0.9431,0.7263,0.0063,2.124
20260913_joint4_decoder_l2anchor_dense,phone/phone,36.897,36.897,0.9618,0.6694,0.1720,2.068
20260913_joint4_decoder_l2anchor_dense,phone/phone,20.681,159.319,0.9339,1.1173,0.2085,1.914
20260913_joint4_decoder_l2anchor_dense,phone/phone,23.822,23.822,0.9535,0.6236,0.1086,1.866
20260913_joint4_decoder_l2anchor_dense,phone/phone,45.745,134.255,0.9400,0.8713,0.0561,2.108
20260913_joint4_decoder_l2anchor_dense,phone/phone,48.531,48.531,0.9644,0.9606,0.1718,2.237
20260913_joint4_decoder_l2anchor_dense,phone/phone,43.533,136.467,0.9368,0.5611,0.0405,2.053
20260913_joint4_decoder_l2anchor_dense,phone/phone,29.774,29.774,0.9533,0.5513,0.1103,1.917
20260913_joint4_decoder_l2anchor_dense,phone/phone,82.246,97.754,0.9472,0.8451,0.2083,1.773
20260913_joint4_decoder_l2anchor_dense,phone/phone,32.173,32.173,0.9596,0.7515,0.0054,2.205
20260913_joint4_decoder_l2anchor_dense,phone/phone,28.372,151.628,0.9418,0.8751,0.1322,1.943
20260913_joint4_decoder_l2anchor_dense,phone/phone,33.474,33.474,0.9630,0.7670,0.1792,2.020
20260913_joint4_decoder_l2anchor_dense,phone/phone,27.015,152.985,0.9326,0.8641,0.0625,2.052
20260913_joint4_decoder_l2anchor_dense,phone/phone,10.176,10.176,0.9591,0.5809,0.0984,1.977
20260913_joint4_decoder_l2anchor_dense,phone/phone,26.488,153.512,0.9357,0.9125,0.0730,1.969
20260913_joint4_decoder_l2anchor_dense,phone/phone,22.588,22.588,0.9590,0.8034,0.0566,2.181
20260913_joint4_decoder_l2anchor_dense,phone/phone,53.687,126.313,0.9510,0.7232,0.0842,2.356
20260913_joint4_decoder_l2anchor_dense,phone/phone,14.944,14.944,0.9387,1.0164,0.0280,2.036
20260913_joint4_decoder_l2anchor_dense,phone/phone,23.287,156.713,0.9309,0.9453,0.1132,2.000
20260913_joint4_decoder_l2anchor_dense,phone/phone,21.808,21.808,0.9575,0.6797,0.1540,1.902
20260913_joint4_decoder_l2anchor_dense,phone/phone,51.107,128.893,0.9527,0.6205,0.1855,1.539
20260913_joint4_decoder_l2anchor_dense,phone/phone,36.809,36.809,0.9605,0.9452,0.1347,2.321
20260913_joint4_decoder_l2anchor_dense,phone/phone,30.074,149.926,0.9496,0.5733,0.0339,2.113
20260913_joint4_decoder_l2anchor_dense,phone/phone,36.246,36.246,0.9528,0.9879,0.1329,2.068
20260913_joint4_decoder_l2anchor_dense,phone/phone,35.749,144.251,0.9415,0.6515,0.0034,2.155
20260913_joint4_decoder_l2anchor_dense,phone/phone,5.018,5.018,0.9640,1.3681,0.1195,2.490
20260913_joint4_decoder_l2anchor_dense,phone/phone,40.054,139.946,0.9428,0.7496,0.0525,2.182
20260913_joint4_decoder_l2anchor_dense,phone/phone,21.454,21.454,0.9635,0.7129,0.1805,1.949
20260913_joint4_decoder_l2anchor_dense,phone/phone,50.313,129.687,0.9501,0.5298,0.2288,1.890
20260913_joint4_decoder_l2anchor_dense,phone/phone,47.203,47.203,0.9609,1.2765,0.1901,2.431
20260913_joint4_decoder_l2anchor_dense,phone/phone,52.768,127.232,0.9575,0.6667,0.1278,1.876
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,72.713,72.713,0.9427,0.4908,0.1941,1.294
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,20.683,20.683,0.9365,0.8204,0.0088,0.985
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,76.834,76.834,0.9457,0.3070,0.1605,1.273
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,29.840,29.840,0.9290,0.5763,0.0337,1.003
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,75.823,75.823,0.9375,0.3250,0.1483,1.229
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,51.776,51.776,0.9463,0.3730,0.2088,1.321
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,18.616,18.616,0.9331,0.5627,0.1433,1.095
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,76.018,76.018,0.9443,0.2571,0.1763,1.396
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,58.248,58.248,0.9349,0.6538,0.0019,1.083
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,81.285,81.285,0.9365,0.3774,0.1378,1.260
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,78.732,78.732,0.9393,0.4692,0.1155,1.283
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,76.112,76.112,0.9370,0.3456,0.0368,1.302
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,77.766,77.766,0.9387,0.3030,0.1105,1.338
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,80.607,99.393,0.9378,0.1477,0.1331,1.342
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,30.163,30.163,0.9313,0.5903,0.0782,1.041
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,58.563,58.563,0.9553,0.1803,0.1287,1.351
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,74.667,74.667,0.9577,0.1488,0.1814,1.533
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,77.246,77.246,0.9368,0.1435,0.0661,1.488
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,83.491,83.491,0.9343,0.1558,0.0557,1.443
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,74.360,74.360,0.9272,0.4399,0.0207,1.067
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,86.611,86.611,0.9363,0.4071,0.0865,1.198
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,69.246,69.246,0.9469,0.1971,0.1164,1.460
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,67.753,67.753,0.9434,0.2697,0.1122,1.248
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,78.401,78.401,0.9337,0.1774,0.0823,1.435
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,69.702,69.702,0.9414,0.2431,0.1481,1.386
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,71.647,71.647,0.9469,0.2556,0.1420,1.435
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,87.309,87.309,0.9372,0.1988,0.0606,1.403
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,23.183,23.183,0.9269,0.8539,0.0570,0.841
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,55.832,55.832,0.9512,0.3069,0.1058,1.122
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,87.287,87.287,0.9393,0.2165,0.0792,1.379
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,85.626,85.626,0.9379,0.2117,0.0530,1.142
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,82.287,82.287,0.9378,0.2676,0.0112,1.468
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,85.736,85.736,0.9393,0.2900,0.0923,1.221
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,86.207,86.207,0.9338,0.2255,0.0650,1.386
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,89.494,89.494,0.9475,0.1622,0.1310,1.350
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,46.914,46.914,0.9309,0.4798,0.0755,1.123
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,77.280,77.280,0.9341,0.1956,0.0158,1.362
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,86.367,86.367,0.9365,0.1170,0.0654,1.392
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,66.596,66.596,0.9223,0.5725,0.0624,1.203
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,82.526,82.526,0.9384,0.2078,0.0185,1.269
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,48.947,48.947,0.9279,0.5839,0.0058,1.247
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,74.730,74.730,0.9409,0.2112,0.0125,1.320
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,88.893,88.893,0.9442,0.1593,0.1574,1.459
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,29.604,29.604,0.9348,0.6168,0.0697,1.102
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,76.971,76.971,0.9452,0.2178,0.1925,1.363
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,88.124,88.124,0.9404,0.2222,0.1670,1.396
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,82.212,82.212,0.9383,0.3086,0.0642,1.271
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,83.032,83.032,0.9328,0.8521,0.0788,0.870
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,82.815,82.815,0.9523,0.5481,0.2087,1.137
