model,key,category,gt_type,moving,axis_unsigned_deg,axis_signed_deg,p_rev,type_ok,gt_hinge_to_point_frac
sf3d_only,ZY20210800003_H3_C4_N45/S48_s03_T2_w1_f105,C4,rot,Lockersldingdoor,65.3170,65.3170,0.0542,0,0.2621
sf3d_only,ZY20210800003_H3_C4_N45/S48_s03_T2_w2_f181,C4,rot,Lockersldingdoor,82.1422,97.8578,0.0572,0,0.2037
sf3d_only,ZY20210800003_H3_C4_N45/S48_s03_T2_w3_f226,C4,rot,Lockersldingdoor,44.6147,44.6147,0.0513,0,0.2386
sf3d_only,ZY20210800004_H4_C14_N14/S174_s03_T1_w0_f078,C14,rot,Dustbincover,35.5940,144.4060,0.0538,0,0.1300
sf3d_only,ZY20210800004_H4_C14_N14/S174_s03_T1_w1_f089,C14,rot,Dustbincover,86.3541,86.3541,0.0575,0,0.1346
sf3d_only,ZY20210800004_H4_C14_N14/S174_s03_T1_w2_f120,C14,rot,Dustbincover,85.4854,85.4854,0.0417,0,0.0745
sf3d_only,ZY20210800004_H4_C14_N14/S174_s03_T1_w3_f214,C14,rot,Dustbincover,50.8061,129.1939,0.0470,0,0.1287
sf3d_only,ZY20210800004_H4_C14_N14/S174_s03_T1_w4_f225,C14,rot,Dustbincover,79.1516,79.1516,0.0597,0,0.1367
sf3d_only,ZY20210800004_H4_C14_N14/S174_s03_T1_w5_f240,C14,rot,Dustbincover,87.8005,92.1995,0.0459,0,0.0747
sf3d_only,ZY20210800004_H4_C14_N14/S210_s04_T2_w0_f040,C14,rot,Dustbincover,39.3530,140.6470,0.0444,0,0.0953
sf3d_only,ZY20210800004_H4_C14_N14/S210_s04_T2_w1_f051,C14,rot,Dustbincover,85.0095,94.9905,0.0507,0,0.1280
sf3d_only,ZY20210800004_H4_C14_N14/S210_s04_T2_w2_f065,C14,rot,Dustbincover,78.5200,78.5200,0.0417,0,0.0580
sf3d_only,ZY20210800004_H4_C14_N14/S210_s04_T2_w3_f135,C14,rot,Dustbincover,36.2928,143.7072,0.0416,0,0.1140
sf3d_only,ZY20210800004_H4_C14_N14/S210_s04_T2_w4_f145,C14,rot,Dustbincover,84.5742,95.4258,0.0505,0,0.1433
sf3d_only,ZY20210800004_H4_C14_N24/S211_s01_T2_w0_f050,C14,rot,Dustbincover,36.0006,143.9994,0.0425,0,0.2132
sf3d_only,ZY20210800004_H4_C14_N24/S211_s01_T2_w1_f060,C14,rot,Dustbincover,81.7566,81.7566,0.0436,0,0.2014
sf3d_only,ZY20210800004_H4_C14_N24/S211_s01_T2_w2_f078,C14,rot,Dustbincover,86.0407,86.0407,0.0400,0,0.0934
sf3d_only,ZY20210800004_H4_C14_N24/S211_s01_T2_w3_f155,C14,rot,Dustbincover,14.8793,165.1207,0.0381,0,0.1516
sf3d_only,ZY20210800004_H4_C14_N24/S211_s01_T2_w4_f164,C14,rot,Dustbincover,67.5795,67.5795,0.0512,0,0.1989
sf3d_only,ZY20210800004_H4_C14_N30/S335_s01_T1_w0_f054,C14,rot,Dustbincover,81.6938,81.6938,0.0451,0,0.0545
sf3d_only,ZY20210800004_H4_C14_N30/S335_s01_T1_w1_f074,C14,rot,Dustbincover,69.7572,69.7572,0.0394,0,0.0619
sf3d_only,ZY20210800004_H4_C14_N30/S335_s01_T1_w2_f189,C14,rot,Dustbincover,79.7991,79.7991,0.0435,0,0.0429
sf3d_only,ZY20210800004_H4_C14_N30/S335_s01_T1_w3_f208,C14,rot,Dustbincover,65.4101,65.4101,0.0340,0,0.0403
sf3d_only,ZY20210800004_H4_C14_N30/S335_s02_T2_w0_f060,C14,rot,Dustbincover,81.9161,81.9161,0.0375,0,0.0657
sf3d_only,ZY20210800004_H4_C14_N30/S335_s02_T2_w1_f078,C14,rot,Dustbincover,28.4770,151.5230,0.0341,0,0.0336
sf3d_only,ZY20210800004_H4_C14_N30/S335_s02_T2_w4_f240,C14,rot,Dustbincover,70.2975,70.2975,0.0340,0,0.0632
sf3d_only,ZY20210800004_H4_C14_N34/S177_s03_T1_w0_f065,C14,rot,Dustbincover,86.1806,86.1806,0.0504,0,0.0798
sf3d_only,ZY20210800004_H4_C14_N34/S177_s03_T1_w1_f093,C14,rot,Dustbincover,85.1689,85.1689,0.0579,0,0.0754
sf3d_only,ZY20210800004_H4_C14_N34/S177_s03_T1_w2_f195,C14,rot,Dustbincover,80.8266,99.1734,0.0449,0,0.0847
sf3d_only,ZY20210800004_H4_C14_N34/S177_s03_T1_w3_f217,C14,rot,Dustbincover,78.8611,78.8611,0.0417,0,0.0835
sf3d_only,ZY20210800004_H4_C14_N34/S211_s03_T2_w0_f045,C14,rot,Dustbincover,68.2425,68.2425,0.0853,0,0.0649
sf3d_only,ZY20210800004_H4_C14_N34/S211_s03_T2_w1_f070,C14,rot,Dustbincover,70.0836,70.0836,0.0470,0,0.0708
sf3d_only,ZY20210800004_H4_C14_N34/S211_s03_T2_w2_f158,C14,rot,Dustbincover,75.0373,75.0373,0.1068,0,0.0597
sf3d_only,ZY20210800004_H4_C3_N54/S373_s04_T2_w2_f166,C3,rot,Laptopdisplay,77.4637,102.5363,0.0756,0,0.2800
sf3d_only,ZY20210800004_H4_C3_N54/S373_s04_T2_w3_f231,C3,rot,Laptopdisplay,84.9369,95.0631,0.0868,0,0.2572
sf3d_only,ZY20210800004_H4_C3_N54/S374_s03_T2_w2_f192,C3,rot,Laptopdisplay,86.8248,93.1752,0.0571,0,0.2816
sf3d_only,ZY20210800004_H4_C3_N54/S374_s03_T2_w3_f245,C3,rot,Laptopdisplay,80.2371,80.2371,0.0492,0,0.1147
sf3d_only,ZY20210800004_H4_C3_N58/S373_s05_T2_w2_f196,C3,rot,Laptopdisplay,34.5768,145.4232,0.0425,0,0.2483
sf3d_only,ZY20210800004_H4_C3_N58/S373_s05_T2_w3_f237,C3,rot,Laptopdisplay,75.9581,75.9581,0.0489,0,0.1723
sf3d_only,ZY20210800004_H4_C3_N58/S375_s01_T2_w2_f188,C3,rot,Laptopdisplay,40.4364,139.5636,0.0442,0,0.2648
sf3d_only,ZY20210800004_H4_C3_N58/S375_s01_T2_w3_f237,C3,rot,Laptopdisplay,65.3486,65.3486,0.0489,0,0.1344
sf3d_only,ZY20210800004_H4_C3_N58/S375_s03_T2_w2_f177,C3,rot,Laptopdisplay,67.7962,112.2038,0.0432,0,0.2639
sf3d_only,ZY20210800004_H4_C3_N58/S375_s03_T2_w3_f218,C3,rot,Laptopdisplay,79.2796,79.2796,0.0485,0,0.1449
sf3d_only,ZY20210800004_H4_C3_N68/S380_s03_T2_w2_f170,C3,rot,Laptopdisplay,38.4933,141.5067,0.0467,0,0.2184
sf3d_only,ZY20210800004_H4_C3_N68/S380_s03_T2_w3_f208,C3,rot,Laptopdisplay,45.4680,45.4680,0.0639,0,0.1907
sf3d_only,ZY20210800004_H4_C3_N68/S380_s05_T2_w2_f190,C3,rot,Laptopdisplay,54.7842,125.2158,0.1318,0,0.2366
sf3d_only,ZY20210800004_H4_C3_N68/S380_s05_T2_w3_f234,C3,rot,Laptopdisplay,55.1425,55.1425,0.1221,0,0.2078
sf3d_only,ZY20210800004_H4_C4_N02/S254_s01_T1_w0_f064,C4,trans,Lockerdrawer,20.3320,20.3320,0.0476,1,nan
sf3d_only,ZY20210800004_H4_C4_N02/S254_s01_T1_w1_f100,C4,trans,Lockerdrawer,13.9218,166.0782,0.0389,1,nan
sf3d_only,ZY20210800004_H4_C4_N02/S254_s01_T1_w2_f201,C4,trans,Lockerdrawer,21.1618,21.1618,0.0466,1,nan
sf3d_only,ZY20210800004_H4_C4_N02/S254_s01_T1_w3_f233,C4,trans,Lockerdrawer,13.0107,166.9893,0.0394,1,nan
sf3d_only,ZY20210800004_H4_C4_N02/S260_s03_T2_w0_f059,C4,rot,Lockersldingdoor,82.8820,97.1180,0.0411,0,0.2719
sf3d_only,ZY20210800004_H4_C4_N02/S260_s03_T2_w1_f084,C4,rot,Lockersldingdoor,89.7079,89.7079,0.0401,0,0.2644
sf3d_only,ZY20210800004_H4_C4_N02/S260_s03_T2_w2_f169,C4,trans,Lockersldingdoor,84.3313,95.6687,0.8935,0,nan
sf3d_only,ZY20210800004_H4_C4_N02/S260_s03_T2_w3_f195,C4,rot,Lockersldingdoor,75.8488,104.1512,0.4483,0,0.3017
sf3d_only,ZY20210800004_H4_C4_N08/S219_s02_T3_w2_f120,C4,trans,Lockersldingdoor,45.8439,45.8439,0.0458,1,nan
sf3d_only,ZY20210800004_H4_C4_N08/S254_s02_T1_w0_f061,C4,trans,Lockerdrawer,17.8774,17.8774,0.0479,1,nan
sf3d_only,ZY20210800004_H4_C4_N08/S254_s02_T1_w1_f091,C4,trans,Lockerdrawer,21.5927,158.4073,0.0539,1,nan
sf3d_only,ZY20210800004_H4_C4_N08/S254_s02_T1_w2_f185,C4,trans,Lockerdrawer,14.6766,14.6766,0.0492,1,nan
sf3d_only,ZY20210800004_H4_C4_N08/S254_s02_T1_w3_f218,C4,trans,Lockerdrawer,13.7091,166.2909,0.0700,1,nan
sf3d_only,ZY20210800004_H4_C4_N08/S260_s05_T2_w0_f056,C4,rot,Lockersldingdoor,63.2567,63.2567,0.8251,1,0.2337
sf3d_only,ZY20210800004_H4_C4_N08/S260_s05_T2_w1_f089,C4,rot,Lockersldingdoor,80.1750,99.8250,0.4467,0,0.2464
sf3d_only,ZY20210800004_H4_C4_N08/S260_s05_T2_w2_f204,C4,rot,Lockersldingdoor,20.1271,159.8729,0.6520,1,0.1993
sf3d_only,ZY20210800004_H4_C4_N08/S260_s05_T2_w3_f233,C4,rot,Lockersldingdoor,56.1129,123.8871,0.7171,1,0.2208
sf3d_only,ZY20210800004_H4_C4_N10/S254_s03_T1_w0_f056,C4,trans,Lockerdrawer,44.3828,44.3828,0.0461,1,nan
sf3d_only,ZY20210800004_H4_C4_N10/S254_s03_T1_w1_f091,C4,trans,Lockerdrawer,44.5296,135.4704,0.0392,1,nan
sf3d_only,ZY20210800004_H4_C4_N10/S254_s03_T1_w2_f194,C4,trans,Lockerdrawer,26.8952,26.8952,0.0504,1,nan
sf3d_only,ZY20210800004_H4_C4_N10/S260_s05_T2_w0_f058,C4,rot,Lockersldingdoor,33.5605,33.5605,0.6062,1,0.1656
sf3d_only,ZY20210800004_H4_C4_N10/S260_s05_T2_w1_f090,C4,rot,Lockersldingdoor,79.8044,100.1956,0.0438,0,0.2000
sf3d_only,ZY20210800004_H4_C4_N10/S260_s05_T2_w2_f199,C4,trans,Lockersldingdoor,24.9223,155.0777,0.7793,0,nan
sf3d_only,ZY20210800004_H4_C4_N10/S260_s05_T2_w3_f236,C4,rot,Lockersldingdoor,50.8918,129.1082,0.6363,1,0.2278
sf3d_only,ZY20210800004_H4_C4_N40/S217_s03_T3_w2_f110,C4,trans,Lockerdrawer,6.4640,173.5360,0.0467,1,nan
sf3d_only,ZY20210800004_H4_C4_N40/S257_s05_T2_w0_f060,C4,rot,Lockersldingdoor,5.2869,5.2869,0.9194,1,0.1177
sf3d_only,ZY20210800004_H4_C4_N40/S257_s05_T2_w1_f091,C4,rot,Lockersldingdoor,23.3375,156.6625,0.8703,1,0.2171
sf3d_only,ZY20210800004_H4_C4_N40/S257_s05_T2_w2_f195,C4,rot,Lockersldingdoor,14.8049,14.8049,0.9405,1,0.1039
sf3d_only,ZY20210800004_H4_C4_N40/S257_s05_T2_w3_f223,C4,rot,Lockersldingdoor,21.3719,158.6281,0.8631,1,0.2048
sf3d_only,ZY20210800004_H4_C4_N41/S217_s03_T3_w2_f116,C4,trans,Lockerdrawer,29.6537,150.3463,0.0699,1,nan
sf3d_only,ZY20210800004_H4_C4_N41/S223_s01_T4_w2_f125,C4,trans,Lockerdrawer,8.4157,171.5843,0.0541,1,nan
sf3d_only,ZY20210800004_H4_C4_N41/S260_s01_T2_w0_f064,C4,rot,Lockersldingdoor,67.5322,67.5322,0.8995,1,0.2822
sf3d_only,ZY20210800004_H4_C4_N41/S260_s01_T2_w1_f100,C4,rot,Lockersldingdoor,82.6465,97.3535,0.8575,1,0.2405
sf3d_only,ZY20210800004_H4_C4_N41/S260_s01_T2_w2_f209,C4,rot,Lockersldingdoor,40.8983,139.1017,0.8629,1,0.2652
sf3d_only,ZY20210800004_H4_C4_N41/S260_s01_T2_w3_f238,C4,rot,Lockersldingdoor,67.2395,112.7605,0.8631,1,0.2301
sf3d_only,ZY20210800004_H4_C4_N45/S217_s04_T3_w2_f123,C4,trans,Lockersldingdoor,77.9347,102.0653,0.0700,1,nan
sf3d_only,ZY20210800004_H4_C4_N45/S223_s02_T4_w2_f184,C4,trans,Lockersldingdoor,8.1916,8.1916,0.0499,1,nan
sf3d_only,ZY20210800004_H4_C4_N45/S260_s02_T2_w0_f054,C4,rot,Lockersldingdoor,75.6725,104.3275,0.0576,0,0.2762
sf3d_only,ZY20210800004_H4_C4_N45/S260_s02_T2_w1_f086,C4,rot,Lockersldingdoor,60.9593,60.9593,0.0517,0,0.2315
sf3d_only,ZY20210800004_H4_C4_N45/S260_s02_T2_w2_f197,C4,rot,Lockersldingdoor,60.5672,119.4328,0.6582,1,0.2749
sf3d_only,ZY20210800004_H4_C4_N45/S260_s02_T2_w3_f230,C4,rot,Lockersldingdoor,55.1350,55.1350,0.0477,0,0.2475
sf3d_only,ZY20210800004_H4_C6_N03/S249_s01_T2_w0_f060,C6,rot,Safedoor,32.2262,147.7738,0.9392,1,0.0708
sf3d_only,ZY20210800004_H4_C6_N03/S249_s01_T2_w1_f083,C6,rot,Safedoor,51.9237,51.9237,0.7294,1,0.1357
sf3d_only,ZY20210800004_H4_C6_N03/S249_s01_T2_w2_f199,C6,rot,Safedoor,28.4446,151.5554,0.9275,1,0.0712
sf3d_only,ZY20210800004_H4_C6_N03/S82_s02_T1_w0_f040,C6,rot,Safedoor,34.2633,145.7367,0.9405,1,0.0486
sf3d_only,ZY20210800004_H4_C6_N03/S82_s02_T1_w1_f099,C6,rot,Safedoor,46.3875,133.6125,0.6710,1,0.1232
sf3d_only,ZY20210800004_H4_C6_N03/S82_s02_T1_w2_f191,C6,rot,Safedoor,42.1152,137.8848,0.9359,1,0.0566
sf3d_only,ZY20210800004_H4_C6_N03/S82_s02_T1_w3_f229,C6,rot,Safedoor,88.8628,88.8628,0.7298,1,0.1092
sf3d_only,ZY20210800004_H4_C6_N03/S82_s02_T2_w0_f027,C6,rot,Safedoor,44.7071,135.2929,0.9278,1,0.0216
sf3d_only,ZY20210800004_H4_C6_N03/S82_s02_T2_w1_f074,C6,rot,Safedoor,50.6415,129.3585,0.4539,0,0.0989
sf3d_only,ZY20210800004_H4_C6_N03/S82_s02_T2_w2_f163,C6,rot,Safedoor,57.1868,57.1868,0.8698,1,0.0616
sf3d_only,ZY20210800004_H4_C6_N07/S249_s02_T2_w0_f061,C6,rot,Safedoor,40.7583,139.2417,0.9392,1,0.0445
sf3d_only,ZY20210800004_H4_C6_N07/S249_s02_T2_w1_f087,C6,rot,Safedoor,40.2001,40.2001,0.8006,1,0.1098
sf3d_only,ZY20210800004_H4_C6_N07/S249_s02_T2_w2_f197,C6,rot,Safedoor,38.4363,38.4363,0.9409,1,0.0375
sf3d_only,ZY20210800004_H4_C6_N07/S82_s04_T1_w0_f026,C6,rot,Safedoor,54.6027,125.3973,0.9215,1,0.0410
sf3d_only,ZY20210800004_H4_C6_N07/S82_s04_T1_w1_f079,C6,rot,Safedoor,87.1594,87.1594,0.1284,0,0.0629
sf3d_only,ZY20210800004_H4_C6_N07/S82_s04_T1_w2_f150,C6,rot,Safedoor,89.7115,90.2885,0.3362,0,0.0202
sf3d_only,ZY20210800004_H4_C6_N07/S82_s04_T1_w3_f217,C6,rot,Safedoor,53.4848,126.5152,0.1108,0,0.0735
sf3d_only,ZY20210800004_H4_C6_N07/S82_s04_T2_w0_f024,C6,rot,Safedoor,42.8242,137.1758,0.9167,1,0.0673
sf3d_only,ZY20210800004_H4_C6_N07/S82_s04_T2_w1_f082,C6,rot,Safedoor,44.2244,135.7756,0.8913,1,0.0601
sf3d_only,ZY20210800004_H4_C6_N07/S82_s04_T2_w2_f133,C6,rot,Safedoor,49.8110,130.1890,0.9177,1,0.0647
sf3d_only,ZY20210800004_H4_C6_N09/S249_s03_T2_w0_f050,C6,rot,Safedoor,34.1445,145.8555,0.9359,1,0.0549
sf3d_only,ZY20210800004_H4_C6_N09/S249_s03_T2_w1_f072,C6,rot,Safedoor,57.4973,57.4973,0.7704,1,0.0893
sf3d_only,ZY20210800004_H4_C6_N09/S249_s03_T2_w2_f174,C6,rot,Safedoor,36.0572,36.0572,0.9436,1,0.0324
sf3d_only,ZY20210800004_H4_C6_N09/S82_s05_T1_w0_f033,C6,rot,Safedoor,49.9407,130.0593,0.9167,1,0.0342
sf3d_only,ZY20210800004_H4_C6_N09/S82_s05_T1_w1_f104,C6,rot,Safedoor,27.5179,152.4821,0.7172,1,0.1198
sf3d_only,ZY20210800004_H4_C6_N09/S82_s05_T1_w2_f177,C6,rot,Safedoor,28.8785,28.8785,0.9049,1,0.0511
sf3d_only,ZY20210800004_H4_C6_N09/S82_s05_T1_w3_f221,C6,rot,Safedoor,22.1927,157.8073,0.7505,1,0.1668
sf3d_only,ZY20210800004_H4_C6_N21/S250_s01_T3_w2_f112,C6,rot,Safedoor,56.7156,56.7156,0.9030,1,0.2619
sf3d_only,ZY20210800004_H4_C6_N21/S250_s01_T3_w3_f212,C6,rot,Safedoor,33.7553,33.7553,0.9241,1,0.1323
sf3d_only,ZY20210800004_H4_C6_N21/S250_s01_T3_w4_f239,C6,rot,Safedoor,70.6154,70.6154,0.8495,1,0.2635
sf3d_only,ZY20210800004_H4_C6_N54/S378_s01_T1_w0_f049,C6,rot,Safedoor,41.5905,138.4095,0.9138,1,0.1382
sf3d_only,ZY20210800004_H4_C6_N54/S378_s01_T1_w1_f120,C6,rot,Safedoor,56.5755,56.5755,0.9014,1,0.0662
sf3d_only,ZY20210800004_H4_C6_N54/S378_s01_T1_w2_f147,C6,rot,Safedoor,71.6538,71.6538,0.9020,1,0.1037
sf3d_only,ZY20210800004_H4_C6_N54/S378_s01_T1_w3_f227,C6,rot,Safedoor,30.6586,30.6586,0.9125,1,0.0655
sf3d_only,ZY20210800004_H4_C6_N54/S378_s01_T1_w4_f245,C6,rot,Safedoor,41.5255,41.5255,0.8381,1,0.0786
sf3d_only,ZY20210800004_H4_C6_N54/S378_s02_T2_w0_f041,C6,rot,Safedoor,40.7880,40.7880,0.9581,1,0.1394
sf3d_only,ZY20210800004_H4_C6_N54/S378_s02_T2_w1_f111,C6,rot,Safedoor,45.1167,134.8833,0.9496,1,0.0692
sf3d_only,ZY20210800004_H4_C6_N54/S378_s02_T2_w2_f136,C6,rot,Safedoor,27.1377,152.8623,0.7384,1,0.1053
sf3d_only,ZY20210800004_H4_C6_N54/S378_s02_T2_w3_f204,C6,rot,Safedoor,47.9385,132.0615,0.9520,1,0.0423
sf3d_only,ZY20210800004_H4_C6_N54/S378_s03_T3_w2_f101,C6,rot,Safedoor,16.1944,163.8056,0.4075,0,0.1007
sf3d_only,ZY20210800004_H4_C6_N54/S378_s03_T3_w3_f197,C6,rot,Safedoor,31.1929,148.8071,0.8818,1,0.1090
sf3d_only,ZY20210800004_H4_C6_N54/S378_s03_T3_w4_f221,C6,rot,Safedoor,14.6306,165.3694,0.6946,1,0.1238
sf3d_only,ZY20210800004_H4_C6_N54/S378_s04_T1_w0_f043,C6,trans,Safedoor,73.8407,73.8407,0.9452,0,nan
sf3d_only,ZY20210800004_H4_C6_N54/S378_s04_T1_w1_f110,C6,rot,Safedoor,55.1435,124.8565,0.9600,1,0.0937
sf3d_only,ZY20210800004_H4_C6_N54/S378_s04_T1_w2_f132,C6,rot,Safedoor,86.8045,93.1955,0.9309,1,0.0877
sf3d_only,ZY20210800004_H4_C6_N54/S378_s04_T1_w3_f219,C6,rot,Safedoor,15.6827,15.6827,0.9636,1,0.1284
sf3d_only,ZY20210800004_H4_C6_N54/S378_s04_T1_w4_f242,C6,rot,Safedoor,8.2388,171.7612,0.9339,1,0.1046
sf3d_only,ZY20210800004_H4_C6_N54/S378_s05_T2_w0_f036,C6,rot,Safedoor,64.4146,115.5854,0.9561,1,0.1335
sf3d_only,ZY20210800004_H4_C6_N54/S378_s05_T2_w1_f116,C6,rot,Safedoor,21.3398,21.3398,0.9386,1,0.0792
sf3d_only,ZY20210800004_H4_C6_N54/S378_s05_T2_w2_f135,C6,rot,Safedoor,14.0703,165.9297,0.9470,1,0.1105
sf3d_only,ZY20210800004_H4_C6_N54/S378_s05_T2_w3_f202,C6,rot,Safedoor,27.3816,152.6184,0.9265,1,0.1074
noproj,ZY20210800001_H1_C14_N25/S158_s03_T1_w0_f056,C14,rot,Dustbincover,64.0910,115.9090,0.0584,0,0.0750
noproj,ZY20210800001_H1_C14_N25/S158_s03_T1_w1_f064,C14,rot,Dustbincover,32.3251,147.6749,0.9459,1,0.0819
noproj,ZY20210800001_H1_C14_N25/S158_s03_T1_w2_f088,C14,rot,Dustbincover,76.1079,76.1079,0.9513,1,0.0608
noproj,ZY20210800001_H1_C14_N25/S158_s03_T1_w3_f185,C14,rot,Dustbincover,57.1755,122.8245,0.0631,0,0.0664
noproj,ZY20210800001_H1_C14_N25/S158_s03_T1_w4_f195,C14,rot,Dustbincover,52.2606,127.7394,0.9363,1,0.0519
noproj,ZY20210800001_H1_C14_N25/S158_s03_T1_w5_f214,C14,rot,Dustbincover,80.5118,80.5118,0.9443,1,0.1119
noproj,ZY20210800001_H1_C14_N25/S209_s03_T2_w0_f052,C14,rot,Dustbincover,65.3346,114.6654,0.9461,1,0.0619
noproj,ZY20210800001_H1_C14_N25/S209_s03_T2_w1_f082,C14,rot,Dustbincover,76.9009,76.9009,0.9475,1,0.1129
noproj,ZY20210800001_H1_C14_N25/S209_s03_T2_w2_f166,C14,rot,Dustbincover,84.8542,95.1458,0.9483,1,0.0933
noproj,ZY20210800001_H1_C14_N25/S367_s01_T2_w0_f050,C14,rot,Dustbincover,64.1026,115.8974,0.9455,1,0.0698
noproj,ZY20210800001_H1_C14_N26/S333_s01_T1_w0_f069,C14,rot,Dustbincover,65.1667,114.8333,0.9466,1,0.0539
noproj,ZY20210800001_H1_C14_N26/S333_s01_T1_w1_f105,C14,rot,Dustbincover,61.4122,61.4122,0.9403,1,0.0708
noproj,ZY20210800001_H1_C14_N26/S333_s01_T1_w2_f207,C14,rot,Dustbincover,87.6822,87.6822,0.9507,1,0.0582
noproj,ZY20210800001_H1_C14_N26/S333_s01_T1_w3_f237,C14,rot,Dustbincover,65.7103,65.7103,0.9265,1,0.0712
noproj,ZY20210800001_H1_C14_N26/S333_s02_T2_w0_f060,C14,rot,Dustbincover,78.9421,101.0579,0.9452,1,0.0472
noproj,ZY20210800001_H1_C14_N26/S333_s02_T2_w1_f087,C14,rot,Dustbincover,73.8339,73.8339,0.9368,1,0.0561
noproj,ZY20210800001_H1_C14_N26/S333_s02_T2_w2_f176,C14,rot,Dustbincover,70.4611,109.5389,0.9458,1,0.0606
noproj,ZY20210800001_H1_C14_N31/S155_s02_T1_w0_f051,C14,rot,Dustbincover,73.3462,106.6538,0.0544,0,0.0542
noproj,ZY20210800001_H1_C14_N31/S155_s02_T1_w1_f059,C14,rot,Dustbincover,59.8935,59.8935,0.9459,1,0.0464
noproj,ZY20210800001_H1_C14_N31/S155_s02_T1_w2_f097,C14,rot,Dustbincover,65.3396,114.6604,0.9495,1,0.0924
noproj,ZY20210800001_H1_C14_N31/S155_s02_T1_w3_f201,C14,rot,Dustbincover,71.0023,108.9977,0.0557,0,0.1718
noproj,ZY20210800001_H1_C14_N31/S155_s02_T1_w4_f209,C14,rot,Dustbincover,65.8743,114.1257,0.9454,1,0.1110
noproj,ZY20210800001_H1_C14_N31/S155_s02_T1_w5_f241,C14,rot,Dustbincover,78.0953,78.0953,0.9544,1,0.0815
noproj,ZY20210800001_H1_C14_N31/S207_s02_T2_w0_f067,C14,rot,Dustbincover,66.3115,113.6885,0.9451,1,0.0510
noproj,ZY20210800001_H1_C14_N31/S207_s02_T2_w1_f092,C14,rot,Dustbincover,70.0217,70.0217,0.9381,1,0.0814
noproj,ZY20210800001_H1_C14_N31/S207_s02_T2_w2_f184,C14,rot,Dustbincover,88.8245,91.1755,0.9503,1,0.0614
noproj,ZY20210800001_H1_C14_N39/S155_s04_T1_w0_f039,C14,rot,Dustbincover,75.4869,104.5131,0.0550,0,0.1576
noproj,ZY20210800001_H1_C14_N39/S155_s04_T1_w1_f047,C14,rot,Dustbincover,66.1177,66.1177,0.9404,1,0.1528
noproj,ZY20210800001_H1_C14_N39/S155_s04_T1_w2_f085,C14,rot,Dustbincover,64.4426,64.4426,0.9440,1,0.0688
noproj,ZY20210800001_H1_C14_N39/S155_s04_T1_w3_f190,C14,trans,Dustbincover,55.5077,55.5077,0.9395,0,nan
noproj,ZY20210800001_H1_C14_N39/S155_s04_T1_w4_f222,C14,rot,Dustbincover,65.2056,65.2056,0.9421,1,0.0794
noproj,ZY20210800001_H1_C14_N39/S207_s04_T2_w0_f044,C14,rot,Dustbincover,69.3914,110.6086,0.0510,0,0.1503
noproj,ZY20210800001_H1_C14_N39/S207_s04_T2_w1_f051,C14,rot,Dustbincover,79.4965,100.5035,0.9471,1,0.1538
noproj,ZY20210800001_H1_C14_N39/S207_s04_T2_w2_f076,C14,rot,Dustbincover,81.2553,81.2553,0.9444,1,0.0943
noproj,ZY20210800001_H1_C14_N39/S207_s04_T2_w3_f160,C14,rot,Dustbincover,52.3232,52.3232,0.9424,1,0.0635
noproj,ZY20210800001_H1_C3_N25/S19_s02_T2_w0_f032,C3,rot,Laptopdisplay,14.1361,165.8639,0.9446,1,0.3268
noproj,ZY20210800001_H1_C3_N25/S19_s02_T2_w1_f131,C3,rot,Laptopdisplay,43.0818,43.0818,0.9475,1,0.2391
noproj,ZY20210800001_H1_C3_N28/S19_s03_T2_w0_f040,C3,rot,Laptopdisplay,32.5244,147.4756,0.9420,1,0.3238
noproj,ZY20210800001_H1_C3_N28/S19_s03_T2_w1_f126,C3,rot,Laptopdisplay,55.9592,55.9592,0.9476,1,0.2142
noproj,ZY20210800001_H1_C3_N44/S115_s03_T2_w0_f020,C3,rot,Laptopdisplay,64.0489,115.9511,0.8968,1,0.4090
noproj,ZY20210800001_H1_C3_N44/S115_s03_T2_w1_f079,C3,rot,Laptopdisplay,48.6658,48.6658,0.9401,1,0.3555
noproj,ZY20210800001_H1_C4_N03/S20_s01_T2_w0_f041,C4,rot,Lockersldingdoor,51.1250,128.8750,0.0498,0,0.2619
noproj,ZY20210800001_H1_C4_N03/S20_s01_T2_w1_f116,C4,rot,Lockersldingdoor,23.0620,23.0620,0.0470,0,0.2607
noproj,ZY20210800001_H1_C4_N03/S20_s01_T2_w2_f187,C4,rot,Lockersldingdoor,46.6888,133.3112,0.0512,0,0.2784
noproj,ZY20210800001_H1_C4_N03/S20_s01_T2_w3_f253,C4,rot,Lockersldingdoor,27.9714,152.0286,0.0438,0,0.2486
noproj,ZY20210800001_H1_C4_N27/S21_s01_T1_w0_f041,C4,trans,Lockerdrawer,16.1894,16.1894,0.0480,1,nan
noproj,ZY20210800001_H1_C4_N27/S21_s01_T1_w1_f108,C4,trans,Lockerdrawer,32.0891,147.9109,0.0494,1,nan
noproj,ZY20210800001_H1_C4_N27/S21_s01_T1_w2_f166,C4,trans,Lockerdrawer,15.0589,15.0589,0.0475,1,nan
noproj,ZY20210800001_H1_C4_N27/S21_s01_T1_w3_f210,C4,trans,Lockerdrawer,28.2891,151.7109,0.0495,1,nan
noproj,ZY20210800001_H1_C4_N27/S21_s01_T2_w0_f046,C4,trans,Lockersldingdoor,32.5007,147.4993,0.9369,0,nan
