model,idx,key,gt_type,pred_type,p_rev,axis_signed_deg,axis_unsigned_deg,origin_line_err_m,origin_qstar_err_m,point3d_err_m,point2d_err_frac,mask_iou,z_p_m,radius_m
sampledtraj,2213,455342/44358471/46571.489/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,0,0.2759,2.1261,2.1261,nan,nan,0.8760,0.0216,0.5488,0.6571,0.0334
dense,2214,455342/44358471/46571.589/5fe5cb6d-cd6d-4084-9fe3-fe6e78ffc550,0,0,0.0511,4.3008,4.3008,nan,nan,0.1220,0.0118,0.6947,1.7456,0.1560
l2anchor,2214,455342/44358471/46571.589/5fe5cb6d-cd6d-4084-9fe3-fe6e78ffc550,0,0,0.0510,3.5533,3.5533,nan,nan,0.0597,0.0146,0.6403,1.8089,0.1507
sf3d_only,2214,455342/44358471/46571.589/5fe5cb6d-cd6d-4084-9fe3-fe6e78ffc550,0,0,0.0472,2.9296,2.9296,nan,nan,0.2791,0.0111,0.5378,1.5922,0.1277
directloss,2214,455342/44358471/46571.589/5fe5cb6d-cd6d-4084-9fe3-fe6e78ffc550,0,0,0.0457,2.2414,2.2414,nan,nan,0.0730,0.0138,0.7549,1.7962,0.0430
sampledtraj,2214,455342/44358471/46571.589/5fe5cb6d-cd6d-4084-9fe3-fe6e78ffc550,0,0,0.0498,7.1271,7.1271,nan,nan,0.4236,0.0168,0.4309,1.4544,0.9044
dense,2215,455342/44358471/46571.589/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0443,8.8633,8.8633,nan,nan,0.3640,0.0251,0.3829,2.2594,0.5059
l2anchor,2215,455342/44358471/46571.589/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0552,11.9439,11.9439,nan,nan,0.4007,0.2046,0.1276,1.9814,0.5718
sf3d_only,2215,455342/44358471/46571.589/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0450,14.3844,14.3844,nan,nan,0.3893,0.2001,0.2843,1.9374,0.2160
directloss,2215,455342/44358471/46571.589/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0480,5.4672,5.4672,nan,nan,0.4583,0.0638,0.5947,2.3481,0.3554
sampledtraj,2215,455342/44358471/46571.589/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0526,3.1089,3.1089,nan,nan,0.8911,0.4452,0.1802,1.8177,1.1221
dense,2216,455342/44358471/46571.589/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,0,0.1741,7.5251,7.5251,nan,nan,0.4935,0.0182,0.5176,1.0077,0.0913
l2anchor,2216,455342/44358471/46571.589/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,1,0.7742,94.1201,85.8799,nan,nan,0.3003,0.0247,0.5391,1.1870,0.1485
sf3d_only,2216,455342/44358471/46571.589/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,1,0.6800,98.8050,81.1950,nan,nan,0.4982,0.0182,0.5274,0.9991,0.0904
directloss,2216,455342/44358471/46571.589/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,0,0.0766,9.6608,9.6608,nan,nan,0.4293,0.0217,0.4756,1.0712,0.0789
sampledtraj,2216,455342/44358471/46571.589/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,0,0.1995,5.6611,5.6611,nan,nan,0.8336,0.0205,0.4012,0.6943,0.0440
dense,2217,455342/44358471/46571.689/5fe5cb6d-cd6d-4084-9fe3-fe6e78ffc550,0,0,0.0499,4.9645,4.9645,nan,nan,0.2104,0.0153,0.6616,1.6455,0.0934
l2anchor,2217,455342/44358471/46571.689/5fe5cb6d-cd6d-4084-9fe3-fe6e78ffc550,0,0,0.0476,5.9100,5.9100,nan,nan,0.2125,0.0136,0.5842,1.6423,0.1301
sf3d_only,2217,455342/44358471/46571.689/5fe5cb6d-cd6d-4084-9fe3-fe6e78ffc550,0,0,0.0491,4.6559,4.6559,nan,nan,0.3139,0.0156,0.5826,1.5454,0.1260
directloss,2217,455342/44358471/46571.689/5fe5cb6d-cd6d-4084-9fe3-fe6e78ffc550,0,0,0.0456,1.8645,1.8645,nan,nan,0.2454,0.0223,0.7166,1.6158,0.1031
sampledtraj,2217,455342/44358471/46571.689/5fe5cb6d-cd6d-4084-9fe3-fe6e78ffc550,0,0,0.0492,7.6625,7.6625,nan,nan,0.5268,0.0260,0.5482,1.3435,0.7982
dense,2218,455342/44358471/46571.689/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0447,8.3420,8.3420,nan,nan,0.8299,0.2461,0.2529,2.5376,0.4570
l2anchor,2218,455342/44358471/46571.689/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0597,11.1895,11.1895,nan,nan,0.7452,0.3730,0.1419,1.8926,0.1640
sf3d_only,2218,455342/44358471/46571.689/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0438,15.1379,15.1379,nan,nan,0.6913,0.3591,0.1662,1.8383,0.0910
directloss,2218,455342/44358471/46571.689/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0497,3.3537,3.3537,nan,nan,0.5388,0.2475,0.3094,2.0992,0.1815
sampledtraj,2218,455342/44358471/46571.689/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0480,1.4044,1.4044,nan,nan,0.9065,0.4499,0.0000,1.9044,1.1749
dense,2219,455342/44358471/46571.689/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,0,0.2136,7.5903,7.5903,nan,nan,0.4546,0.0310,0.6031,1.0493,0.1456
l2anchor,2219,455342/44358471/46571.689/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,1,0.7416,90.5017,89.4983,nan,nan,0.2088,0.0293,0.4313,1.2750,0.1989
sf3d_only,2219,455342/44358471/46571.689/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,1,0.6990,89.4590,89.4590,nan,nan,0.4769,0.0167,0.6245,1.0175,0.1166
directloss,2219,455342/44358471/46571.689/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,0,0.1114,10.2618,10.2618,nan,nan,0.3557,0.0348,0.3832,1.1439,0.0656
sampledtraj,2219,455342/44358471/46571.689/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,0,0.1802,5.6904,5.6904,nan,nan,0.7223,0.0242,0.5287,0.7957,0.0412
dense,2220,455342/44358471/46571.789/5fe5cb6d-cd6d-4084-9fe3-fe6e78ffc550,0,0,0.0526,4.4058,4.4058,nan,nan,0.2351,0.0202,0.6448,1.6075,0.0779
l2anchor,2220,455342/44358471/46571.789/5fe5cb6d-cd6d-4084-9fe3-fe6e78ffc550,0,0,0.0453,3.7397,3.7397,nan,nan,0.1483,0.0171,0.6202,1.6902,0.1341
sf3d_only,2220,455342/44358471/46571.789/5fe5cb6d-cd6d-4084-9fe3-fe6e78ffc550,0,0,0.0479,3.9982,3.9982,nan,nan,0.2384,0.0159,0.5697,1.6019,0.1242
directloss,2220,455342/44358471/46571.789/5fe5cb6d-cd6d-4084-9fe3-fe6e78ffc550,0,0,0.0461,2.2403,2.2403,nan,nan,0.1240,0.0232,0.7069,1.7198,0.0696
sampledtraj,2220,455342/44358471/46571.789/5fe5cb6d-cd6d-4084-9fe3-fe6e78ffc550,0,0,0.0502,7.6783,7.6783,nan,nan,0.3439,0.0218,0.5823,1.5029,0.9059
dense,2221,455342/44358471/46571.789/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0441,10.2437,10.2437,nan,nan,0.9163,0.2707,0.2177,2.5786,0.4457
l2anchor,2221,455342/44358471/46571.789/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0603,11.1569,11.1569,nan,nan,0.7893,0.3949,0.0000,1.8737,0.1557
sf3d_only,2221,455342/44358471/46571.789/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0449,14.8216,14.8216,nan,nan,0.8747,0.4367,0.0000,1.9050,0.0794
directloss,2221,455342/44358471/46571.789/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0489,5.1274,5.1274,nan,nan,0.4968,0.2006,0.2287,2.1935,0.3136
sampledtraj,2221,455342/44358471/46571.789/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0494,2.1969,2.1969,nan,nan,0.8971,0.4509,0.0000,1.8667,1.1442
dense,2222,455342/44358471/46571.789/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,0,0.3437,8.3593,8.3593,nan,nan,0.2827,0.0637,0.3870,1.2268,0.2341
l2anchor,2222,455342/44358471/46571.789/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,1,0.8071,90.9178,89.0822,nan,nan,0.2736,0.0385,0.3719,1.2198,0.1988
sf3d_only,2222,455342/44358471/46571.789/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,1,0.7384,94.2313,85.7687,nan,nan,0.4592,0.0165,0.6602,1.0326,0.1082
directloss,2222,455342/44358471/46571.789/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,0,0.1043,9.2544,9.2544,nan,nan,0.3543,0.0274,0.4666,1.1392,0.0689
sampledtraj,2222,455342/44358471/46571.789/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,0,0.3650,4.0459,4.0459,nan,nan,0.6630,0.0524,0.3491,0.8575,0.0343
dense,2223,455342/44358471/46571.889/5fe5cb6d-cd6d-4084-9fe3-fe6e78ffc550,0,0,0.0505,3.9734,3.9734,nan,nan,0.2536,0.0123,0.6717,1.5638,0.0894
l2anchor,2223,455342/44358471/46571.889/5fe5cb6d-cd6d-4084-9fe3-fe6e78ffc550,0,0,0.0480,4.3158,4.3158,nan,nan,0.2038,0.0101,0.6378,1.6095,0.1866
sf3d_only,2223,455342/44358471/46571.889/5fe5cb6d-cd6d-4084-9fe3-fe6e78ffc550,0,0,0.0497,4.4571,4.4571,nan,nan,0.2701,0.0103,0.6194,1.5473,0.1173
directloss,2223,455342/44358471/46571.889/5fe5cb6d-cd6d-4084-9fe3-fe6e78ffc550,0,0,0.0457,2.0962,2.0962,nan,nan,0.1815,0.0153,0.6655,1.6348,0.0650
sampledtraj,2223,455342/44358471/46571.889/5fe5cb6d-cd6d-4084-9fe3-fe6e78ffc550,0,0,0.0518,7.9577,7.9577,nan,nan,0.5478,0.0206,0.5253,1.2865,0.8084
dense,2224,455342/44358471/46571.889/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0458,8.4167,8.4167,nan,nan,0.7538,0.2265,0.2518,2.4643,0.5471
l2anchor,2224,455342/44358471/46571.889/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0644,11.1624,11.1624,nan,nan,0.7182,0.3688,0.1379,1.8192,0.2938
sf3d_only,2224,455342/44358471/46571.889/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0447,13.6339,13.6339,nan,nan,0.8031,0.4166,0.2278,1.7900,0.1297
directloss,2224,455342/44358471/46571.889/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0492,2.9640,2.9640,nan,nan,0.6684,0.2969,0.2088,2.1330,0.2729
sampledtraj,2224,455342/44358471/46571.889/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0512,2.7615,2.7615,nan,nan,0.8655,0.4482,0.1483,1.7504,1.1046
dense,2225,455342/44358471/46571.889/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,0,0.2734,7.9339,7.9339,nan,nan,0.3392,0.0291,0.5967,1.1483,0.1695
l2anchor,2225,455342/44358471/46571.889/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,1,0.7915,93.0766,86.9234,nan,nan,0.3385,0.0295,0.4333,1.1452,0.1709
sf3d_only,2225,455342/44358471/46571.889/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,1,0.7718,92.8544,87.1456,nan,nan,0.4614,0.0164,0.6281,1.0247,0.1115
directloss,2225,455342/44358471/46571.889/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,0,0.0955,9.3038,9.3038,nan,nan,0.2969,0.0331,0.4271,1.1911,0.1101
sampledtraj,2225,455342/44358471/46571.889/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,0,0.3822,2.6739,2.6739,nan,nan,0.7193,0.0314,0.3995,0.7914,0.0620
dense,2226,455342/44358471/46571.989/5fe5cb6d-cd6d-4084-9fe3-fe6e78ffc550,0,0,0.0527,5.7915,5.7915,nan,nan,0.1221,0.0153,0.6717,1.6589,0.1596
l2anchor,2226,455342/44358471/46571.989/5fe5cb6d-cd6d-4084-9fe3-fe6e78ffc550,0,0,0.0478,4.5838,4.5838,nan,nan,0.2320,0.0123,0.6300,1.5526,0.1270
sf3d_only,2226,455342/44358471/46571.989/5fe5cb6d-cd6d-4084-9fe3-fe6e78ffc550,0,0,0.0509,4.0317,4.0317,nan,nan,0.2309,0.0119,0.6280,1.5535,0.1147
directloss,2226,455342/44358471/46571.989/5fe5cb6d-cd6d-4084-9fe3-fe6e78ffc550,0,0,0.0459,2.6478,2.6478,nan,nan,0.0870,0.0164,0.7527,1.6940,0.0434
sampledtraj,2226,455342/44358471/46571.989/5fe5cb6d-cd6d-4084-9fe3-fe6e78ffc550,0,0,0.0491,5.9724,5.9724,nan,nan,0.4606,0.0236,0.5024,1.3408,0.8105
dense,2227,455342/44358471/46571.989/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0447,6.4919,6.4919,nan,nan,0.5305,0.0214,0.3623,2.4213,0.6141
l2anchor,2227,455342/44358471/46571.989/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0584,11.9281,11.9281,nan,nan,0.7842,0.4023,0.0920,1.7975,0.1461
sf3d_only,2227,455342/44358471/46571.989/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0444,14.8837,14.8837,nan,nan,0.7884,0.4095,0.1305,1.8231,0.0791
directloss,2227,455342/44358471/46571.989/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0485,4.4380,4.4380,nan,nan,0.4405,0.1541,0.3827,2.2073,0.3204
sampledtraj,2227,455342/44358471/46571.989/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0508,1.8935,1.8935,nan,nan,0.8973,0.4624,0.0000,1.8051,1.0725
dense,2228,455342/44358471/46571.989/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,0,0.2733,9.0287,9.0287,nan,nan,0.2941,0.0216,0.6294,1.1762,0.2148
l2anchor,2228,455342/44358471/46571.989/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,1,0.7615,91.9057,88.0943,nan,nan,0.2508,0.0329,0.4824,1.2224,0.2015
sf3d_only,2228,455342/44358471/46571.989/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,1,0.8025,92.9696,87.0304,nan,nan,0.4123,0.0162,0.5436,1.0586,0.1081
directloss,2228,455342/44358471/46571.989/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,0,0.0788,8.8506,8.8506,nan,nan,0.2933,0.0290,0.4720,1.1819,0.1000
sampledtraj,2228,455342/44358471/46571.989/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,0,0.3241,3.8232,3.8232,nan,nan,0.6096,0.0638,0.2891,0.8994,0.1042
dense,2229,455342/44358471/46572.089/5fe5cb6d-cd6d-4084-9fe3-fe6e78ffc550,0,0,0.0519,5.9090,5.9090,nan,nan,0.1839,0.0221,0.6421,1.5553,0.0963
l2anchor,2229,455342/44358471/46572.089/5fe5cb6d-cd6d-4084-9fe3-fe6e78ffc550,0,0,0.0506,7.0700,7.0700,nan,nan,0.0284,0.0145,0.6687,1.7017,0.2755
sf3d_only,2229,455342/44358471/46572.089/5fe5cb6d-cd6d-4084-9fe3-fe6e78ffc550,0,0,0.0505,3.7681,3.7681,nan,nan,0.2099,0.0158,0.6074,1.5282,0.1152
directloss,2229,455342/44358471/46572.089/5fe5cb6d-cd6d-4084-9fe3-fe6e78ffc550,0,0,0.0466,1.0391,1.0391,nan,nan,0.1255,0.0231,0.7479,1.6137,0.0259
sampledtraj,2229,455342/44358471/46572.089/5fe5cb6d-cd6d-4084-9fe3-fe6e78ffc550,0,0,0.0503,5.8202,5.8202,nan,nan,0.3539,0.0312,0.6198,1.4038,0.7598
dense,2230,455342/44358471/46572.089/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0450,7.1438,7.1438,nan,nan,1.1216,0.3603,0.2091,2.5436,0.5121
l2anchor,2230,455342/44358471/46572.089/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0589,7.8890,7.8890,nan,nan,0.9423,0.4709,0.0000,1.9109,0.3025
sf3d_only,2230,455342/44358471/46572.089/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0446,14.6356,14.6356,nan,nan,0.8768,0.4451,0.1103,1.8788,0.0632
directloss,2230,455342/44358471/46572.089/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0493,4.1124,4.1124,nan,nan,0.4154,0.1333,0.2863,2.1948,0.3358
sampledtraj,2230,455342/44358471/46572.089/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0517,3.0128,3.0128,nan,nan,0.9075,0.4561,0.0000,1.8921,1.1074
dense,2231,455342/44358471/46572.089/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,0,0.2695,7.5950,7.5950,nan,nan,0.2474,0.0412,0.5323,1.2152,0.1972
l2anchor,2231,455342/44358471/46572.089/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,1,0.7283,91.4950,88.5050,nan,nan,0.2113,0.0320,0.5380,1.2427,0.2401
sf3d_only,2231,455342/44358471/46572.089/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,1,0.7819,92.6211,87.3789,nan,nan,0.2928,0.0195,0.5240,1.1569,0.1136
directloss,2231,455342/44358471/46572.089/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,0,0.1143,4.9459,4.9459,nan,nan,0.2234,0.0381,0.4842,1.2378,0.1033
sampledtraj,2231,455342/44358471/46572.089/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,0,0.2515,1.6312,1.6312,nan,nan,0.4000,0.0954,0.2197,1.1061,0.0918
dense,2232,455342/44358471/46572.189/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0450,6.6583,6.6583,nan,nan,0.6859,0.0214,0.4071,2.5692,0.5301
l2anchor,2232,455342/44358471/46572.189/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0553,12.1133,12.1133,nan,nan,0.1352,0.0439,0.4829,1.9875,0.3977
sf3d_only,2232,455342/44358471/46572.189/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0513,16.7178,16.7178,nan,nan,0.1566,0.0140,0.3580,2.0405,0.3276
directloss,2232,455342/44358471/46572.189/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0479,6.3228,6.3228,nan,nan,0.5746,0.0296,0.5559,2.4557,0.2884
sampledtraj,2232,455342/44358471/46572.189/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0561,6.9193,6.9193,nan,nan,0.3879,0.0207,0.4465,2.2753,1.4507
dense,2233,455342/44358471/46572.289/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0458,6.2767,6.2767,nan,nan,0.6068,0.0109,0.5819,2.4777,0.4776
l2anchor,2233,455342/44358471/46572.289/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0553,9.0228,9.0228,nan,nan,0.0937,0.0038,0.5008,1.9725,0.3240
sf3d_only,2233,455342/44358471/46572.289/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0508,16.5533,16.5533,nan,nan,0.1303,0.0077,0.3748,2.0055,0.3027
directloss,2233,455342/44358471/46572.289/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0496,7.4618,7.4618,nan,nan,0.4784,0.0170,0.6246,2.3498,0.2227
sampledtraj,2233,455342/44358471/46572.289/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0551,5.7903,5.7903,nan,nan,0.3262,0.0410,0.3117,2.2021,1.3733
dense,2234,455342/44358471/46572.389/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0467,8.5541,8.5541,nan,nan,0.5315,0.0102,0.6218,2.3844,0.4588
l2anchor,2234,455342/44358471/46572.389/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0521,9.8543,9.8543,nan,nan,0.0235,0.0036,0.5165,1.8855,0.2328
sf3d_only,2234,455342/44358471/46572.389/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0537,11.1953,11.1953,nan,nan,0.0691,0.0020,0.5606,1.9313,0.2624
directloss,2234,455342/44358471/46572.389/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0490,7.9938,7.9938,nan,nan,0.4037,0.0197,0.5873,2.2606,0.1982
sampledtraj,2234,455342/44358471/46572.389/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0535,3.7214,3.7214,nan,nan,0.2194,0.0046,0.4705,2.0790,1.3879
dense,2235,455342/44358471/46572.389/e7fcd6f5-5401-4290-bdec-3836af8bab4c,0,0,0.0444,6.6215,6.6215,nan,nan,0.6331,0.0170,0.3237,1.2095,0.0994
l2anchor,2235,455342/44358471/46572.389/e7fcd6f5-5401-4290-bdec-3836af8bab4c,0,0,0.4984,14.3851,14.3851,nan,nan,0.2573,0.0273,0.3608,1.5696,0.0748
sf3d_only,2235,455342/44358471/46572.389/e7fcd6f5-5401-4290-bdec-3836af8bab4c,0,0,0.1499,10.1324,10.1324,nan,nan,0.3228,0.0192,0.3052,1.4962,0.0085
directloss,2235,455342/44358471/46572.389/e7fcd6f5-5401-4290-bdec-3836af8bab4c,0,0,0.1614,5.1419,5.1419,nan,nan,0.2277,0.0173,0.4696,1.5917,0.0388
sampledtraj,2235,455342/44358471/46572.389/e7fcd6f5-5401-4290-bdec-3836af8bab4c,0,0,0.0747,17.9571,17.9571,nan,nan,0.5101,0.0668,0.1012,1.3502,0.1561
dense,2236,455342/44358471/46572.489/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0448,3.0775,3.0775,nan,nan,0.6346,0.0062,0.5244,2.4702,0.5340
l2anchor,2236,455342/44358471/46572.489/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0520,6.6768,6.6768,nan,nan,0.1675,0.0344,0.4511,2.0202,0.3991
sf3d_only,2236,455342/44358471/46572.489/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0506,9.6959,9.6959,nan,nan,0.1527,0.0023,0.5157,2.0044,0.3171
directloss,2236,455342/44358471/46572.489/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0505,8.3517,8.3517,nan,nan,0.4876,0.0316,0.4743,2.3369,0.2794
sampledtraj,2236,455342/44358471/46572.489/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0532,5.0838,5.0838,nan,nan,0.4754,0.0345,0.3200,2.3303,1.5512
dense,2237,455342/44358471/46572.589/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0463,6.5317,6.5317,nan,nan,0.6378,0.0099,0.6395,2.4570,0.5308
l2anchor,2237,455342/44358471/46572.589/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0492,8.8923,8.8923,nan,nan,0.1425,0.0044,0.5114,1.9857,0.3274
sf3d_only,2237,455342/44358471/46572.589/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0530,9.2088,9.2088,nan,nan,0.1566,0.0059,0.5867,1.9970,0.3179
directloss,2237,455342/44358471/46572.589/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0500,7.9364,7.9364,nan,nan,0.4306,0.0315,0.6175,2.2724,0.2269
sampledtraj,2237,455342/44358471/46572.589/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0529,4.4243,4.4243,nan,nan,0.3135,0.0078,0.4572,2.1540,1.4682
dense,2238,455342/44358471/46572.689/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0444,3.5466,3.5466,nan,nan,0.6173,0.0101,0.5078,2.4233,0.5222
l2anchor,2238,455342/44358471/46572.689/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0494,6.8292,6.8292,nan,nan,0.3413,0.0027,0.4768,2.1628,0.2783
sf3d_only,2238,455342/44358471/46572.689/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0534,6.7041,6.7041,nan,nan,0.3360,0.0035,0.5509,2.1570,0.3755
directloss,2238,455342/44358471/46572.689/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0499,8.8631,8.8631,nan,nan,0.5430,0.0509,0.5349,2.3739,0.3338
sampledtraj,2238,455342/44358471/46572.689/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0513,4.7265,4.7265,nan,nan,0.3865,0.0329,0.5377,2.2207,1.4983
dense,2239,455342/44358471/46580.586/563c8b11-28f8-4acd-9022-021bbbffcff3,1,1,0.9470,161.6703,18.3297,0.3015,0.3274,0.2143,0.0551,0.2650,1.0995,0.5492
l2anchor,2239,455342/44358471/46580.586/563c8b11-28f8-4acd-9022-021bbbffcff3,1,1,0.8817,57.6342,57.6342,0.4670,0.4742,0.2852,0.0227,0.1862,1.1674,0.1635
sf3d_only,2239,455342/44358471/46580.586/563c8b11-28f8-4acd-9022-021bbbffcff3,1,1,0.7411,170.2878,9.7122,0.0863,0.0917,0.0541,0.0419,0.1553,0.8594,0.4794
directloss,2239,455342/44358471/46580.586/563c8b11-28f8-4acd-9022-021bbbffcff3,1,1,0.9664,162.8159,17.1841,0.0735,0.1153,0.1060,0.0440,0.1805,1.0010,0.3873
sampledtraj,2239,455342/44358471/46580.586/563c8b11-28f8-4acd-9022-021bbbffcff3,1,1,0.9129,171.3422,8.6578,0.1105,0.1134,0.0974,0.0146,0.2580,0.8077,0.3366
dense,2240,455342/44358471/46580.686/563c8b11-28f8-4acd-9022-021bbbffcff3,1,1,0.9487,153.1130,26.8870,0.2462,0.2593,0.0851,0.0540,0.3778,0.9250,0.5087
l2anchor,2240,455342/44358471/46580.686/563c8b11-28f8-4acd-9022-021bbbffcff3,1,1,0.8893,45.2503,45.2503,0.1145,0.1268,0.1890,0.0258,0.2019,1.0225,0.5209
sf3d_only,2240,455342/44358471/46580.686/563c8b11-28f8-4acd-9022-021bbbffcff3,1,1,0.7496,171.6510,8.3490,0.0872,0.0955,0.0804,0.0248,0.1539,0.7809,0.4553
directloss,2240,455342/44358471/46580.686/563c8b11-28f8-4acd-9022-021bbbffcff3,1,1,0.9344,153.7610,26.2390,0.0738,0.1081,0.1616,0.0497,0.2941,1.0126,0.3276
sampledtraj,2240,455342/44358471/46580.686/563c8b11-28f8-4acd-9022-021bbbffcff3,1,1,0.5909,171.3127,8.6873,0.1057,0.1075,0.1564,0.0243,0.3011,0.7096,0.3345
dense,2241,455342/44358471/46585.800/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0448,7.8590,7.8590,nan,nan,0.6034,0.0084,0.6461,2.5316,0.5435
l2anchor,2241,455342/44358471/46585.800/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0581,10.1659,10.1659,nan,nan,0.2347,0.0120,0.3733,2.2070,0.2788
sf3d_only,2241,455342/44358471/46585.800/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0443,8.5923,8.5923,nan,nan,0.3506,0.0065,0.6689,2.3018,0.4788
directloss,2241,455342/44358471/46585.800/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0493,4.1821,4.1821,nan,nan,0.4658,0.0099,0.6014,2.4080,0.3406
sampledtraj,2241,455342/44358471/46585.800/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0540,1.4786,1.4786,nan,nan,0.1372,0.0154,0.6054,2.1130,1.4176
dense,2242,455342/44358471/46585.900/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0514,7.8480,7.8480,nan,nan,0.7723,0.0121,0.5737,2.7531,0.6308
