model,object,axis_unsigned_deg,axis_signed_deg,p_rev,radius_m,hinge_offset_frac,z_p
20260913_joint4_decoder_l2anchor_dense_d2d,espressomachine/espressomachine,46.093,46.093,0.9151,1.4234,0.0841,2.598
20260913_joint4_decoder_l2anchor_dense_d2d,espressomachine/espressomachine,24.476,24.476,0.9638,0.5782,0.0139,1.837
20260913_joint4_decoder_l2anchor_dense_d2d,espressomachine/espressomachine,56.383,56.383,0.9251,1.6347,0.0514,2.547
20260913_joint4_decoder_l2anchor_dense_d2d,espressomachine/espressomachine,10.894,10.894,0.9681,0.7077,0.0828,1.673
20260913_joint4_decoder_l2anchor_dense_d2d,espressomachine/espressomachine,76.871,76.871,0.9446,2.2453,0.0832,2.556
20260913_joint4_decoder_l2anchor_dense_d2d,espressomachine/espressomachine,9.450,9.450,0.9721,0.7055,0.0728,1.171
20260913_joint4_decoder_l2anchor_dense_d2d,espressomachine/espressomachine,40.736,40.736,0.9573,0.8301,0.1494,2.509
20260913_joint4_decoder_l2anchor_dense_d2d,espressomachine/espressomachine,14.529,14.529,0.9418,0.4080,0.1161,1.793
20260913_joint4_decoder_l2anchor_dense_d2d,espressomachine/espressomachine,41.713,41.713,0.9411,1.2234,0.1097,2.355
20260913_joint4_decoder_l2anchor_dense_d2d,espressomachine/espressomachine,22.235,22.235,0.9676,0.5684,0.0198,1.372
20260913_joint4_decoder_l2anchor_dense_d2d,espressomachine/espressomachine,28.085,28.085,0.9325,0.8761,0.1061,2.510
20260913_joint4_decoder_l2anchor_dense_d2d,espressomachine/espressomachine,16.284,16.284,0.9715,0.8118,0.0407,1.357
20260913_joint4_decoder_l2anchor_dense_d2d,espressomachine/espressomachine,44.080,44.080,0.9519,1.0805,0.1482,2.630
20260913_joint4_decoder_l2anchor_dense_d2d,espressomachine/espressomachine,20.465,20.465,0.9550,0.6161,0.0245,1.984
20260913_joint4_decoder_l2anchor_dense_d2d,espressomachine/espressomachine,15.212,15.212,0.9591,0.5696,0.0614,1.584
20260913_joint4_decoder_l2anchor_dense_d2d,espressomachine/espressomachine,34.565,34.565,0.9118,0.6146,0.1239,2.264
20260913_joint4_decoder_l2anchor_dense_d2d,espressomachine/espressomachine,19.315,19.315,0.9673,0.5976,0.0328,1.408
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,53.826,126.174,0.9049,0.7421,0.0794,1.284
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,58.650,121.350,0.8921,0.1479,0.0188,1.700
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,66.318,113.682,0.7788,0.6440,0.2332,1.306
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,89.958,89.958,0.6354,0.3431,0.0780,1.634
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,78.255,101.745,0.7885,0.2432,0.0158,1.495
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,38.718,141.282,0.8844,0.7216,0.0014,1.816
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,69.530,110.470,0.8147,0.4047,0.2128,1.202
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,50.703,129.297,0.8756,0.2703,0.0251,1.919
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,66.442,113.558,0.6413,0.6049,0.2172,1.368
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,69.501,110.499,0.7183,0.5102,0.0355,1.541
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,79.013,100.987,0.8717,0.3063,0.0893,1.166
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,34.205,145.795,0.8351,0.0764,0.0449,1.993
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,63.105,116.895,0.9181,0.2554,0.1154,1.189
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,67.556,112.444,0.8073,0.1798,0.0552,1.645
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,85.306,85.306,0.7153,0.6841,0.1170,1.225
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,58.802,121.198,0.7840,0.1622,0.0093,1.886
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,73.947,106.053,0.9149,0.2588,0.2277,0.990
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,46.283,133.717,0.8625,0.0616,0.0829,1.872
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,71.778,108.222,0.8396,0.1690,0.0282,1.244
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,55.923,124.077,0.8956,0.2043,0.1027,2.043
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,78.047,101.953,0.7734,0.6094,0.0099,1.322
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,58.072,121.928,0.8241,0.1761,0.0390,1.782
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,88.595,88.595,0.8538,0.4109,0.2314,1.255
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,42.918,137.082,0.8739,0.1616,0.0087,1.931
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,63.656,116.344,0.8883,0.4565,0.0740,1.168
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,35.568,35.568,0.8761,0.3219,0.0100,1.630
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,65.279,65.279,0.8252,0.2313,0.2490,1.291
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,81.267,81.267,0.6594,0.0663,0.0678,1.840
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,38.561,141.439,0.8833,1.4341,0.2267,0.563
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,50.171,129.829,0.9080,0.0314,0.0672,1.868
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,71.824,108.176,0.5326,1.1429,0.1740,1.126
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,45.686,134.314,0.9164,0.1313,0.0549,1.924
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,58.132,121.868,0.8415,0.9346,0.0689,1.277
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,25.286,154.714,0.9002,0.0744,0.0019,2.130
20260913_joint4_decoder_l2anchor_dense_d2d,scissors/scissors,48.163,48.163,0.9301,0.2949,0.1095,1.377
20260913_joint4_decoder_l2anchor_dense_d2d,scissors/scissors,9.138,170.862,0.9199,0.3153,0.0082,1.392
20260913_joint4_decoder_l2anchor_dense_d2d,scissors/scissors,36.161,143.839,0.9327,0.6384,0.0410,1.442
20260913_joint4_decoder_l2anchor_dense_d2d,scissors/scissors,20.611,159.389,0.9153,0.5254,0.0546,1.239
20260913_joint4_decoder_l2anchor_dense_d2d,scissors/scissors,44.936,135.064,0.9263,0.5514,0.0590,1.231
20260913_joint4_decoder_l2anchor_dense_d2d,scissors/scissors,38.049,38.049,0.9297,0.1777,0.1082,1.424
20260913_joint4_decoder_l2anchor_dense_d2d,scissors/scissors,31.356,31.356,0.9180,0.3558,0.1105,1.326
20260913_joint4_decoder_l2anchor_dense_d2d,scissors/scissors,16.536,163.464,0.9315,0.4485,0.0754,1.240
20260913_joint4_decoder_l2anchor_dense_d2d,scissors/scissors,86.239,86.239,0.9265,0.4477,0.0470,1.330
20260913_joint4_decoder_l2anchor_dense_d2d,scissors/scissors,31.819,148.181,0.9257,0.2937,0.0612,1.278
20260913_joint4_decoder_l2anchor_dense_d2d,scissors/scissors,62.161,117.839,0.9250,0.5992,0.0316,1.335
20260913_joint4_decoder_l2anchor_dense_d2d,scissors/scissors,72.941,107.059,0.9278,0.2979,0.0772,1.350
20260913_joint4_decoder_l2anchor_dense_d2d,scissors/scissors,86.765,93.235,0.9338,0.3027,0.0322,1.421
20260913_joint4_decoder_l2anchor_dense_d2d,scissors/scissors,79.418,100.582,0.9280,0.2506,0.1164,1.192
20260913_joint4_decoder_l2anchor_dense_d2d,scissors/scissors,77.313,102.687,0.9299,0.5099,0.0639,1.200
20260913_joint4_decoder_l2anchor_dense_d2d,scissors/scissors,80.418,99.582,0.9208,0.4596,0.0868,1.426
20260913_joint4_decoder_l2anchor_dense_d2d,scissors/scissors,45.162,134.838,0.9197,0.6550,0.0354,1.450
20260913_joint4_decoder_l2anchor_dense_d2d,scissors/scissors,68.340,111.660,0.9393,0.8270,0.0084,1.475
20260913_joint4_decoder_l2anchor_dense_d2d,scissors/scissors,67.160,112.840,0.9203,0.7060,0.0050,1.455
20260913_joint4_decoder_l2anchor_dense_d2d,scissors/scissors,22.969,157.031,0.8908,0.3741,0.0119,1.409
20260913_joint4_decoder_l2anchor_dense_d2d,scissors/scissors,64.825,115.175,0.9242,0.2712,0.0100,1.313
20260913_joint4_decoder_l2anchor_dense_d2d,scissors/scissors,33.877,146.123,0.9303,0.7635,0.0564,1.506
20260913_joint4_decoder_l2anchor_dense_d2d,scissors/scissors,23.939,156.061,0.9373,0.4597,0.0403,1.352
20260913_joint4_decoder_l2anchor_dense_d2d,scissors/scissors,69.604,110.396,0.9228,0.2683,0.0817,1.332
20260913_joint4_decoder_l2anchor_dense_d2d,scissors/scissors,89.030,89.030,0.9382,0.2990,0.0824,1.344
20260913_joint4_decoder_l2anchor_dense_d2d,scissors/scissors,22.293,157.707,0.9440,0.5506,0.0744,1.275
20260913_joint4_decoder_l2anchor_dense_d2d,scissors/scissors,40.312,139.688,0.9387,0.7464,0.0486,1.437
20260913_joint4_decoder_l2anchor_dense_d2d,scissors/scissors,54.112,125.888,0.9237,0.4659,0.0155,1.331
20260913_joint4_decoder_l2anchor_dense_d2d,scissors/scissors,74.900,105.100,0.9227,0.3728,0.0296,1.446
20260913_joint4_decoder_l2anchor_dense_d2d,scissors/scissors,80.706,99.294,0.9401,0.6110,0.0494,1.341
20260913_joint4_decoder_l2anchor_dense_d2d,scissors/scissors,49.019,130.981,0.9185,0.7466,0.0418,1.442
20260913_joint4_decoder_l2anchor_dense_d2d,scissors/scissors,88.843,91.157,0.9381,0.5232,0.0105,1.414
20260913_joint4_decoder_l2anchor_dense_d2d,scissors/scissors,53.754,126.246,0.9365,0.4785,0.0614,1.265
20260913_joint4_decoder_l2anchor_dense_d2d,scissors/scissors,82.523,97.477,0.9337,0.6250,0.0323,1.340
20260913_joint4_decoder_l2anchor_dense_d2d,scissors/scissors,76.843,103.157,0.9199,0.5100,0.0277,1.300
20260913_joint4_decoder_l2anchor_dense_d2d,scissors/scissors,54.555,125.445,0.9144,0.5430,0.0084,1.284
20260913_joint4_decoder_l2anchor_dense_d2d,scissors/scissors,49.961,130.039,0.9284,0.6227,0.0382,1.254
20260913_joint4_decoder_l2anchor_dense_d2d,scissors/scissors,77.827,102.173,0.9309,0.2518,0.0486,1.260
20260913_joint4_decoder_l2anchor_dense_d2d,scissors/scissors,83.129,83.129,0.9207,0.6245,0.0014,1.391
20260913_joint4_decoder_l2anchor_dense_d2d,scissors/scissors,19.402,160.598,0.9267,0.6134,0.0517,1.228
20260913_joint4_decoder_l2anchor_dense_d2d,scissors/scissors,88.487,88.487,0.9074,0.5204,0.0131,1.374
20260913_joint4_decoder_l2anchor_dense_d2d,scissors/scissors,33.541,146.459,0.9263,0.5100,0.0806,1.205
20260913_joint4_decoder_l2anchor_dense_d2d,scissors/scissors,66.514,113.486,0.9285,0.4724,0.0129,1.340
20260913_joint4_decoder_l2anchor_dense_d2d,scissors/scissors,18.340,161.660,0.9292,0.5575,0.0100,1.408
20260913_joint4_decoder_l2anchor_dense_d2d,scissors/scissors,59.116,120.884,0.9355,0.5312,0.0347,1.403
20260913_joint4_decoder_l2anchor_dense_d2d,scissors/scissors,18.460,161.540,0.9381,0.4657,0.0588,1.177
20260913_joint4_decoder_l2anchor_dense_d2d,scissors/scissors,46.534,133.466,0.9401,0.3914,0.0836,1.217
20260913_joint4_decoder_l2anchor_dense_d2d,scissors/scissors,44.100,135.900,0.9226,0.5862,0.0128,1.344
20260913_joint4_decoder_l2anchor_dense_d2d,scissors/scissors,75.142,75.142,0.9327,0.2870,0.0503,1.203
