model,object,axis_unsigned_deg,axis_signed_deg,p_rev,radius_m,hinge_offset_frac,z_p
20260913_joint4_decoder_l2anchor_dense_off,espressomachine/espressomachine,34.101,34.101,0.9480,0.7207,0.0482,1.204
20260913_joint4_decoder_l2anchor_dense_off,espressomachine/espressomachine,68.480,68.480,0.9564,1.0906,0.0219,2.042
20260913_joint4_decoder_l2anchor_dense_off,espressomachine/espressomachine,36.878,36.878,0.9441,1.2256,0.0067,0.766
20260913_joint4_decoder_l2anchor_dense_off,espressomachine/espressomachine,51.052,51.052,0.9490,0.8631,0.0358,1.933
20260913_joint4_decoder_l2anchor_dense_off,espressomachine/espressomachine,34.964,34.964,0.9391,1.2079,0.0069,0.785
20260913_joint4_decoder_l2anchor_dense_off,espressomachine/espressomachine,41.055,41.055,0.9523,0.9225,0.0004,2.128
20260913_joint4_decoder_l2anchor_dense_off,espressomachine/espressomachine,35.770,35.770,0.9440,0.6811,0.0105,1.668
20260913_joint4_decoder_l2anchor_dense_off,espressomachine/espressomachine,33.596,33.596,0.9464,0.7696,0.0003,1.461
20260913_joint4_decoder_l2anchor_dense_off,espressomachine/espressomachine,65.406,65.406,0.9505,0.9412,0.0033,1.916
20260913_joint4_decoder_l2anchor_dense_off,espressomachine/espressomachine,37.262,37.262,0.9425,1.1735,0.0108,0.709
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,27.645,152.355,0.9493,1.4853,0.0392,1.367
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,34.837,145.163,0.9460,0.5239,0.0269,1.601
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,31.377,148.623,0.9415,0.5688,0.0169,2.054
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,19.620,160.380,0.9504,0.2103,0.0229,1.805
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,23.482,156.518,0.9508,1.0108,0.0015,1.820
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,44.724,135.276,0.9429,0.7688,0.0320,1.452
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,13.096,166.904,0.9530,1.0291,0.0008,1.644
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,65.462,114.538,0.9487,0.3375,0.0209,1.769
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,47.803,132.197,0.9474,0.3147,0.0351,2.358
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,25.879,154.121,0.9579,0.3373,0.0421,1.723
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,13.194,166.806,0.9548,1.0527,0.0015,1.622
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,76.171,76.171,0.9435,0.3641,0.0007,2.082
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,30.211,149.789,0.9547,1.9995,0.0253,1.062
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,26.074,153.926,0.9485,0.2829,0.0490,1.432
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,29.617,150.383,0.9458,0.9800,0.0293,1.896
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,39.791,140.209,0.9507,0.3994,0.0117,1.792
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,21.140,158.860,0.9542,1.3246,0.0014,1.369
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,67.208,112.792,0.9619,0.6145,0.0047,1.714
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,21.432,158.568,0.9538,1.1441,0.0164,1.394
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,53.298,126.702,0.9534,0.5727,0.0216,2.231
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,20.723,159.277,0.9526,0.6011,0.0279,2.108
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,39.047,140.953,0.9467,0.3620,0.0376,1.516
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,25.410,154.590,0.9532,1.0428,0.0360,1.718
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,79.020,100.980,0.9481,0.3310,0.0016,1.946
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,21.529,158.471,0.9512,1.6219,0.0132,1.145
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,25.771,154.229,0.9500,0.4246,0.0127,2.077
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,15.638,164.362,0.9517,1.5143,0.0260,1.032
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,33.250,146.750,0.9548,0.4494,0.0313,1.795
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,21.334,158.666,0.9573,2.6177,0.0066,0.564
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,56.580,123.420,0.9443,0.4390,0.0392,1.949
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,15.987,164.013,0.9504,0.7762,0.0667,1.818
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,84.132,95.868,0.9486,0.8084,0.0476,2.068
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,26.429,153.571,0.9488,0.8663,0.0424,1.551
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,82.247,82.247,0.9578,0.4595,0.0207,1.951
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,29.104,29.104,0.9322,0.0669,0.0138,1.903
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,87.279,92.721,0.9487,0.4695,0.0045,1.600
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,88.165,88.165,0.9388,0.2467,0.0154,1.982
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,64.415,64.415,0.9405,0.1879,0.0270,1.834
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,75.937,104.063,0.9387,0.2065,0.0722,1.719
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,45.648,45.648,0.9462,0.2365,0.0022,2.073
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,19.726,19.726,0.9409,0.2745,0.0305,2.035
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,87.292,87.292,0.9423,0.0928,0.0161,1.328
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,52.798,52.798,0.9364,0.1934,0.0554,2.096
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,85.706,85.706,0.9374,0.1190,0.0207,1.689
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,60.142,119.858,0.9329,0.0213,0.0607,1.363
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,69.672,110.328,0.9319,0.1285,0.0540,1.706
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,64.612,115.388,0.9298,0.0858,0.0650,1.430
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,78.229,101.771,0.9384,0.4144,0.0660,1.332
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,40.603,40.603,0.9344,0.0459,0.0475,2.007
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,77.921,77.921,0.9451,0.3052,0.0266,0.768
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,79.557,100.443,0.9401,0.4425,0.0072,1.379
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,75.696,104.304,0.9343,0.1717,0.0588,1.679
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,82.709,82.709,0.9374,0.0462,0.0659,1.468
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,63.317,63.317,0.9435,0.2366,0.0288,1.625
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,76.459,103.541,0.9433,0.1045,0.0462,1.626
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,77.490,102.510,0.9387,0.3441,0.0744,1.659
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,75.923,104.077,0.9399,0.1294,0.0226,1.273
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,78.710,78.710,0.9334,0.1093,0.0786,1.589
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,87.421,87.421,0.9461,0.0915,0.0122,1.829
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,83.847,96.153,0.9371,0.2008,0.0665,1.874
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,84.735,95.265,0.9315,0.1372,0.0464,1.674
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,65.226,65.226,0.9379,0.1301,0.0342,1.885
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,86.085,86.085,0.9390,0.1847,0.0189,1.609
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,89.688,89.688,0.9328,0.2157,0.0556,1.513
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,75.697,104.303,0.9344,0.1212,0.0960,1.559
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,78.073,101.927,0.9310,0.1292,0.0549,1.739
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,84.082,95.918,0.9367,0.1111,0.0832,1.423
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,84.625,95.375,0.9336,0.1046,0.0433,1.815
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,78.227,101.773,0.9300,0.5404,0.0248,1.099
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,86.760,93.240,0.9360,0.2897,0.0070,1.848
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,84.464,95.536,0.9310,0.1054,0.0713,1.655
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,74.648,105.352,0.9322,0.0178,0.0658,1.653
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,82.249,97.751,0.9371,0.4096,0.0272,2.111
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,82.916,97.084,0.9358,0.2297,0.0645,1.733
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,80.304,99.696,0.9436,0.3835,0.0123,1.868
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,82.120,97.880,0.9347,0.0858,0.0777,1.427
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,86.839,93.161,0.9388,0.8515,0.0231,0.823
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,67.837,67.837,0.9302,0.0723,0.0111,1.371
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,85.908,85.908,0.9359,0.3588,0.0165,1.111
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,79.763,100.237,0.9350,0.1782,0.0342,1.253
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,84.895,84.895,0.9354,0.0619,0.0040,1.721
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,72.580,72.580,0.9355,0.1098,0.0286,2.136
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,46.622,46.622,0.9374,0.1011,0.0224,1.827
